Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
107,"0.56308913230896,0.25051504373550415","0.577998697757721,0.23939664661884308","0.5864757299423218,0.240071102976799","0.5935766100883484,0.24085478484630585","0.551460862159729,0.23929819464683533","0.5421299338340759,0.2397926300764084","0.5335010290145874,0.2406371831893921","0.6083894371986389,0.2491845339536667","0.5209535956382751,0.24972209334373474","0.5816314220428467,0.2668299078941345","0.5459622144699097,0.2667991518974304","0.6804850101470947,0.31937021017074585","0.4428887963294983,0.3230748474597931","0.8553637266159058,0.3326709568500519","0.2751646935939789,0.32887405157089233","1.0271193981170654,0.31738975644111633","0.11805994063615799,0.30945324897766113","1.078633189201355,0.32166510820388794","0.0738084614276886,0.29931727051734924","1.0805493593215942,0.31168878078460693","0.0691414400935173,0.29354292154312134","1.0577969551086426,0.3124503493309021","0.08432572335004807,0.2980239987373352","0.630547821521759,0.5122455954551697","0.5127102136611938,0.5140330195426941","0.606629490852356,0.6573928594589233","0.5198490619659424,0.6553837060928345","0.5961570143699646,0.7831979990005493","0.531325101852417,0.7786546349525452","0.5923952460289001,0.7948123216629028","0.5401973128318787,0.7911168336868286","0.6187012791633606,0.8331571817398071","0.49389275908470154,0.8282690048217773"
108,"0.5630338191986084,0.2505423426628113","0.5779613256454468,0.2394159734249115","0.5864242315292358,0.24009482562541962","0.5935171246528625,0.2408752143383026","0.551429271697998,0.2393101453781128","0.5421115756034851,0.2397957742214203","0.5334866642951965,0.24063751101493835","0.6083719730377197,0.24920153617858887","0.5209134221076965,0.24967744946479797","0.5815168619155884,0.26684075593948364","0.5458880662918091,0.26680266857147217","0.6804832220077515,0.31937935948371887","0.44268789887428284,0.3228453993797302","0.855559229850769,0.33243638277053833","0.2752807140350342,0.3283354938030243","1.0259828567504883,0.31697022914886475","0.11207354813814163,0.3066849112510681","1.0788763761520386,0.32158079743385315","0.06733304262161255,0.29705101251602173","1.0785958766937256,0.31123441457748413","0.0632941722869873,0.2917599380016327","1.0553020238876343,0.3119654059410095","0.07844971865415573,0.29585254192352295","0.630520224571228,0.5122436881065369","0.5127095580101013,0.514037013053894","0.6066381931304932,0.65736985206604","0.5199233293533325,0.6553295850753784","0.5961263179779053,0.7830680012702942","0.5313814878463745,0.7786475419998169","0.5923826098442078,0.7947062253952026","0.5403594970703125,0.7910929322242737","0.6187048554420471,0.8331588506698608","0.49389880895614624,0.8285040855407715"
109,"0.5630166530609131,0.2505541443824768","0.5779467821121216,0.2394225299358368","0.586401641368866,0.24010495841503143","0.5934956669807434,0.24088430404663086","0.5514070987701416,0.23931154608726501","0.5420958995819092,0.2397959977388382","0.5334687829017639,0.24063441157341003","0.608366847038269,0.24920988082885742","0.5208728909492493,0.24962742626667023","0.5814557671546936,0.266848623752594","0.5458348393440247,0.266812264919281","0.680482029914856,0.3194012939929962","0.4425201416015625,0.32272645831108093","0.8561461567878723,0.332373708486557","0.2752896249294281,0.32808446884155273","1.0264424085617065,0.3163565993309021","0.11155273765325546,0.30609601736068726","1.0772687196731567,0.3180992901325226","0.06659530848264694,0.2963552474975586","1.0783931016921997,0.3105512261390686","0.06257866322994232,0.29102417826652527","1.055056095123291,0.31140029430389404","0.07799646258354187,0.295116126537323","0.6304705739021301,0.5122472047805786","0.512672483921051,0.5140542387962341","0.6066519618034363,0.6573167443275452","0.519972026348114,0.6552538275718689","0.596099853515625,0.7829104661941528","0.5313826203346252,0.7786443829536438","0.592380166053772,0.794587254524231","0.5404220223426819,0.7910886406898499","0.6187088489532471,0.8331595659255981","0.4938942492008209,0.8287455439567566"
110,"0.5630888342857361,0.25058597326278687","0.5779672265052795,0.23945018649101257","0.5864033102989197,0.2401392012834549","0.5935013890266418,0.24091143906116486","0.5514189600944519,0.23932132124900818","0.5421215295791626,0.2397979497909546","0.533492386341095,0.24063368141651154","0.6083902716636658,0.24922224879264832","0.5208510756492615,0.24959389865398407","0.5814555287361145,0.2668805718421936","0.5458442568778992,0.26682695746421814","0.6805397272109985,0.31941816210746765","0.4423668384552002,0.3226267397403717","0.8581456542015076,0.3320606052875519","0.27470633387565613,0.32771503925323486","1.0329359769821167,0.3151688277721405","0.11050483584403992,0.3052831292152405","1.0836728811264038,0.31816408038139343","0.06498139351606369,0.2951386868953705","1.0840399265289307,0.3100452423095703","0.06074380502104759,0.29012876749038696","1.0586222410202026,0.3106819987297058","0.07626035064458847,0.2942950129508972","0.6304746270179749,0.5122493505477905","0.5126726627349854,0.5140681266784668","0.6068035364151001,0.6573162078857422","0.520058810710907,0.6552433967590332","0.5960947871208191,0.7828408479690552","0.5314123630523682,0.7786412835121155","0.5923829674720764,0.7945421934127808","0.5405310988426208,0.7910847067832947","0.6187115907669067,0.8331385850906372","0.49389344453811646,0.8287922739982605"
111,"0.5632444024085999,0.2505890429019928","0.5779978632926941,0.2394569367170334","0.5864108800888062,0.2401474267244339","0.5935132503509521,0.24091681838035583","0.551442563533783,0.23932306468486786","0.5421570539474487,0.2397976815700531","0.533517062664032,0.2406299114227295","0.6083953380584717,0.24922367930412292","0.5208358764648438,0.2495596706867218","0.5814799666404724,0.26688727736473083","0.5459251403808594,0.26682841777801514","0.6805256009101868,0.3194238245487213","0.44219720363616943,0.32253605127334595","0.8580069541931152,0.3318372368812561","0.2743927538394928,0.32730257511138916","1.031968355178833,0.3141228258609772","0.10985822975635529,0.3045714199542999","1.0821856260299683,0.31684964895248413","0.0631418377161026,0.29452869296073914","1.0832825899124146,0.30850329995155334","0.05879487842321396,0.2895328402519226","1.0575146675109863,0.3094097673892975","0.07476997375488281,0.2936563789844513","0.6304866075515747,0.5122159719467163","0.5126967430114746,0.5140587687492371","0.6069434285163879,0.6572355031967163","0.5201094746589661,0.6550951600074768","0.5960530042648315,0.7826301455497742","0.5314608216285706,0.7786029577255249","0.5923706889152527,0.7943696975708008","0.540669858455658,0.7910555005073547","0.6186506748199463,0.8331154584884644","0.49391183257102966,0.8287970423698425"
112,"0.5637335777282715,0.2506321966648102","0.5781111121177673,0.23949579894542694","0.5864582657814026,0.2401835173368454","0.5935717225074768,0.24093429744243622","0.5515767931938171,0.2393432855606079","0.5423532128334045,0.2398054599761963","0.5336918830871582,0.2406301200389862","0.6084064841270447,0.2492225617170334","0.5208272337913513,0.24954096972942352","0.5816481709480286,0.26690781116485596","0.5463192462921143,0.2668389678001404","0.6805643439292908,0.3194177746772766","0.44205302000045776,0.32232093811035156","0.8578967452049255,0.3313938081264496","0.27172577381134033,0.3267870247364044","1.030210018157959,0.312906950712204","0.10548707097768784,0.3034018874168396","1.0802041292190552,0.3157545030117035","0.058009032160043716,0.29374781250953674","1.0811097621917725,0.307182252407074","0.05443840101361275,0.2885766327381134","1.056098461151123,0.30822455883026123","0.07078906148672104,0.2924948036670685","0.6305732131004333,0.5121808648109436","0.5127319097518921,0.5140388011932373","0.6072656512260437,0.6572145819664001","0.5202228426933289,0.6550590395927429","0.5960453748703003,0.7825814485549927","0.5314998030662537,0.7785921692848206","0.5923685431480408,0.7943373918533325","0.540718138217926,0.791052520275116","0.6186445355415344,0.8331146240234375","0.4939044415950775,0.8288105130195618"
113,"0.5649135708808899,0.25077277421951294","0.5784764885902405,0.2396552562713623","0.5866321921348572,0.2403295487165451","0.5937626957893372,0.24101707339286804","0.5519594550132751,0.23943030834197998","0.5428558588027954,0.23985262215137482","0.53412264585495,0.24063865840435028","0.6084076166152954,0.24921488761901855","0.5208228826522827,0.2495211362838745","0.582181453704834,0.2669751048088074","0.5472284555435181,0.26690176129341125","0.6804189682006836,0.31900936365127563","0.44204428791999817,0.3215314745903015","0.8561871647834778,0.3292858600616455","0.2700483500957489,0.3259531855583191","1.0195012092590332,0.3116597533226013","0.10254941880702972,0.3024834096431732","1.0711768865585327,0.3135814070701599","0.05466202273964882,0.2929694950580597","1.0701051950454712,0.30693328380584717","0.0516485795378685,0.28760239481925964","1.0415993928909302,0.30620917677879333","0.06814158707857132,0.29145485162734985","0.6306877136230469,0.5118871331214905","0.5128717422485352,0.5138370990753174","0.6074022650718689,0.6571606993675232","0.5202769637107849,0.6549814343452454","0.5960339903831482,0.7825059294700623","0.5314884781837463,0.7785871028900146","0.5923665165901184,0.7942630052566528","0.5407349467277527,0.7910496592521667","0.6186419129371643,0.8331206440925598","0.493755042552948,0.8288148641586304"
114,"0.5658749341964722,0.2507781982421875","0.5789197683334351,0.2396571934223175","0.586951732635498,0.24031443893909454","0.5942097306251526,0.24096211791038513","0.5522876381874084,0.23946261405944824","0.5432379245758057,0.23988807201385498","0.534450113773346,0.2406548708677292","0.6085474491119385,0.24901337921619415","0.520825982093811,0.24951450526714325","0.582821249961853,0.2669285833835602","0.5480607151985168,0.2669043242931366","0.6804661750793457,0.31870079040527344","0.44243383407592773,0.32088837027549744","0.8527722954750061,0.327524334192276","0.27025866508483887,0.32551777362823486","1.016396403312683,0.3102906048297882","0.10174605250358582,0.30161648988723755","1.0635266304016113,0.31002023816108704","0.05268372967839241,0.2924162745475769","1.0665605068206787,0.30483266711235046","0.04959072172641754,0.2869732975959778","1.0409824848175049,0.3052007555961609","0.06659260392189026,0.2906475365161896","0.6307931542396545,0.5115912556648254","0.5131165981292725,0.513594388961792","0.607745885848999,0.6567705869674683","0.5205317735671997,0.6548585295677185","0.596023440361023,0.7823647260665894","0.5314881801605225,0.7785845994949341","0.5923650860786438,0.7942010164260864","0.5407330393791199,0.791068971157074","0.6186707019805908,0.8331117630004883","0.4931928515434265,0.8288294672966003"
115,"0.5680447220802307,0.2505575716495514","0.5807355046272278,0.23934659361839294","0.5885592699050903,0.23983757197856903","0.5966277718544006,0.24042388796806335","0.5536344647407532,0.23934844136238098","0.5443446636199951,0.23980768024921417","0.5354664921760559,0.24056486785411835","0.6101478934288025,0.24848520755767822","0.5211672782897949,0.24940352141857147","0.5845871567726135,0.2666153311729431","0.5497308373451233,0.2666197717189789","0.6804698705673218,0.3180157542228699","0.44493362307548523,0.32051223516464233","0.847470760345459,0.3213139772415161","0.2703532874584198,0.3254212737083435","0.9762246608734131,0.3106245696544647","0.10211893916130066,0.30106121301651","1.0209473371505737,0.31336015462875366","0.05222781375050545,0.2921088635921478","1.0264108180999756,0.31153780221939087","0.04888515546917915,0.28660351037979126","1.005865216255188,0.31099504232406616","0.06642834842205048,0.2902366518974304","0.6310791373252869,0.5109093189239502","0.5139909386634827,0.5132139921188354","0.6083487868309021,0.6567345261573792","0.5206593871116638,0.6548351049423218","0.5959274172782898,0.7823315858840942","0.5314490795135498,0.7785837650299072","0.5922971963882446,0.7941454648971558","0.5405948758125305,0.7910701036453247","0.6186649203300476,0.8330961465835571","0.4927999675273895,0.8288336992263794"
116,"0.5710678696632385,0.25035595893859863","0.5832546949386597,0.23879699409008026","0.5911555290222168,0.2391679733991623","0.5998317003250122,0.23970258235931396","0.5562480688095093,0.23902063071727753","0.5465619564056396,0.23959378898143768","0.5376109480857849,0.2403562068939209","0.6126139760017395,0.24805958569049835","0.5225123763084412,0.2491234987974167","0.5869808793067932,0.26646214723587036","0.5526931881904602,0.2663997411727905","0.6807094216346741,0.31629690527915955","0.4483562409877777,0.32025817036628723","0.8417841792106628,0.3158939778804779","0.27408039569854736,0.32554879784584045","0.9115428328514099,0.31763774156570435","0.10257241874933243,0.3012571930885315","0.955797553062439,0.33148518204689026","0.05381014570593834,0.2921440601348877","0.9292448163032532,0.3359261751174927","0.050409942865371704,0.2865622341632843","0.908190131187439,0.3329205811023712","0.06761221587657928,0.2903851866722107","0.6316760182380676,0.5100731253623962","0.5151099562644958,0.5128329992294312","0.6090054512023926,0.6567550897598267","0.5208194851875305,0.6549010872840881","0.5958623290061951,0.782333254814148","0.5314368605613708,0.7785970568656921","0.5922343134880066,0.7941401600837708","0.5404908657073975,0.7910716533660889","0.6187756657600403,0.8331781625747681","0.49246034026145935,0.8288639783859253"
117,"0.5764092803001404,0.24953512847423553","0.5878010392189026,0.23747196793556213","0.5964334607124329,0.23760852217674255","0.6049201488494873,0.23801572620868683","0.5608737468719482,0.23811492323875427","0.5503421425819397,0.23891238868236542","0.5412391424179077,0.23984122276306152","0.6179219484329224,0.24701550602912903","0.5255047678947449,0.24882182478904724","0.5912989974021912,0.2654884457588196","0.5583270788192749,0.265560120344162","0.6818996667861938,0.31605619192123413","0.45584771037101746,0.3191658854484558","0.8278441429138184,0.3174517750740051","0.2849211096763611,0.32561951875686646","0.8487322330474854,0.32025840878486633","0.10424162447452545,0.3014540672302246","0.8607649207115173,0.33027833700180054","0.053958505392074585,0.29222816228866577","0.839321494102478,0.33181336522102356","0.05128832906484604,0.28667721152305603","0.8302832841873169,0.3309107720851898","0.06797584146261215,0.2905457019805908","0.6320924758911133,0.5091444253921509","0.5168400406837463,0.5113469362258911","0.6095979809761047,0.6567409038543701","0.5210291743278503,0.6548952460289001","0.5958544611930847,0.7823251485824585","0.5313063263893127,0.7786040306091309","0.5922144651412964,0.7941271066665649","0.5402224659919739,0.7910714149475098","0.6191036701202393,0.8332785367965698","0.49233075976371765,0.8289246559143066"
118,"0.579818606376648,0.248822420835495","0.5922494530677795,0.23640938103199005","0.60154789686203,0.23641864955425262","0.609601616859436,0.23679213225841522","0.5644827485084534,0.2371881902217865","0.5535430908203125,0.2380247861146927","0.5438988208770752,0.23904411494731903","0.6237586140632629,0.24589841067790985","0.5284880995750427,0.24808409810066223","0.5949915051460266,0.2647104561328888","0.5612114667892456,0.264557421207428","0.688022255897522,0.31610286235809326","0.45855802297592163,0.3183678686618805","0.836968719959259,0.32260897755622864","0.287773072719574,0.32571420073509216","0.8221553564071655,0.31658798456192017","0.10542842745780945,0.301608145236969","0.8112865686416626,0.3219055235385895","0.05446052551269531,0.2923303544521332","0.784699022769928,0.3230702877044678","0.051995690912008286,0.28677910566329956","0.7872095704078674,0.32346829771995544","0.0684889703989029,0.29065394401550293","0.6331936717033386,0.5090541243553162","0.5177175998687744,0.5108775496482849","0.6106562614440918,0.6567389965057373","0.5218571424484253,0.6549575328826904","0.5958271026611328,0.7822777032852173","0.5311879515647888,0.7786033153533936","0.5920873284339905,0.794092059135437","0.5399057269096375,0.7910659909248352","0.6198161244392395,0.8334778547286987","0.49230140447616577,0.828985333442688"
119,"0.5835253000259399,0.24824067950248718","0.5966780185699463,0.23543865978717804","0.6058570742607117,0.2353312224149704","0.6131278276443481,0.2356080561876297","0.5690252184867859,0.23636987805366516","0.5579724907875061,0.23712925612926483","0.5475759506225586,0.2382194697856903","0.6280245780944824,0.24473769962787628","0.5336307287216187,0.24718531966209412","0.5983975529670715,0.26396796107292175","0.5665977001190186,0.2636158764362335","0.6937854290008545,0.31618720293045044","0.4662054777145386,0.3173504173755646","0.8466660976409912,0.33898887038230896","0.2914244830608368,0.3259809911251068","0.7757272720336914,0.2948230504989624","0.10935141146183014,0.30179494619369507","0.7355007529258728,0.28715983033180237","0.05718040093779564,0.29327431321144104","0.7154747247695923,0.2883973717689514","0.05354351922869682,0.28767675161361694","0.7199395895004272,0.2924673557281494","0.07051262259483337,0.291076123714447","0.6366541385650635,0.5093866586685181","0.5199629664421082,0.5108147859573364","0.6121143102645874,0.6568542718887329","0.5234588980674744,0.6550381779670715","0.5958823561668396,0.7822726964950562","0.5311869382858276,0.7786189317703247","0.5921064019203186,0.79408860206604","0.5398229956626892,0.7910800576210022","0.620587944984436,0.8337050676345825","0.492298424243927,0.8292111158370972"
120,"0.5890079736709595,0.24821968376636505","0.6031820774078369,0.23516297340393066","0.6116979122161865,0.2350374162197113","0.6194172501564026,0.23528382182121277","0.5761417746543884,0.23617658019065857","0.5655493140220642,0.2368248701095581","0.554474413394928,0.23791992664337158","0.6336541175842285,0.24439743161201477","0.5395519137382507,0.2469235211610794","0.6030548810958862,0.2639806866645813","0.5726432800292969,0.2636406421661377","0.6967681646347046,0.31834644079208374","0.4691723585128784,0.3170645833015442","0.8501657843589783,0.3518976867198944","0.2953804135322571,0.3264015316963196","0.7901496291160583,0.2762729823589325","0.11392344534397125,0.30242687463760376","0.7683035731315613,0.2582271695137024","0.06255365163087845,0.2941351532936096","0.7528544664382935,0.2563638985157013","0.0577363595366478,0.2882782816886902","0.7542961835861206,0.2634073495864868","0.07520215958356857,0.29162296652793884","0.64057856798172,0.5094951391220093","0.5221967101097107,0.510600745677948","0.61375492811203,0.6570388674736023","0.5241867899894714,0.6550874710083008","0.5959281325340271,0.7821362614631653","0.5311881303787231,0.7786110639572144","0.5921030640602112,0.7938493490219116","0.5397089719772339,0.7910634279251099","0.6207587718963623,0.8336968421936035","0.49311119318008423,0.8294032216072083"
121,"0.5933750867843628,0.24757865071296692","0.6081905961036682,0.23449261486530304","0.6164737939834595,0.23443615436553955","0.6244620084762573,0.23469054698944092","0.580630898475647,0.23549887537956238","0.5696169137954712,0.2360968291759491","0.5580044984817505,0.23724278807640076","0.6383964419364929,0.24412941932678223","0.5437663197517395,0.24645200371742249","0.6075977683067322,0.26359137892723083","0.5760507583618164,0.2632780075073242","0.7016613483428955,0.3200148344039917","0.4707093834877014,0.3168046772480011","0.852069616317749,0.36090344190597534","0.2949504852294922,0.32696330547332764","0.8328602313995361,0.2758539021015167","0.11553498357534409,0.3031880259513855","0.8305321335792542,0.25238972902297974","0.06344030797481537,0.29495254158973694","0.8157627582550049,0.2472461462020874","0.058750301599502563,0.289137065410614","0.8106436729431152,0.25577598810195923","0.07682986557483673,0.2925216257572174","0.6420689821243286,0.5098264813423157","0.5229294300079346,0.510547399520874","0.6152330040931702,0.6571713089942932","0.5247439742088318,0.6551073789596558","0.595925509929657,0.7820832133293152","0.5312321782112122,0.7786285281181335","0.5920215249061584,0.7937592267990112","0.5396818518638611,0.7910817861557007","0.6210442185401917,0.8337070345878601","0.4937523305416107,0.8295761346817017"
122,"0.5951232314109802,0.24786880612373352","0.6096426844596863,0.23454411327838898","0.61838698387146,0.23452039062976837","0.626380980014801,0.23479335010051727","0.5823535919189453,0.2356254756450653","0.5715541243553162,0.23624420166015625","0.5605440735816956,0.23736803233623505","0.6419649124145508,0.24416902661323547","0.5469940900802612,0.24647216498851776","0.6099854111671448,0.2642477750778198","0.5784697532653809,0.2641294598579407","0.7077721357345581,0.32188868522644043","0.4713347852230072,0.3168419301509857","0.8520873188972473,0.360354483127594","0.29435214400291443,0.3278774619102478","0.8651995062828064,0.2835065722465515","0.1163712590932846,0.304297536611557","0.8908131122589111,0.2626831531524658","0.06373370438814163,0.297137588262558","0.8704157471656799,0.25703394412994385","0.05957580730319023,0.2909155786037445","0.856998860836029,0.26503080129623413","0.07754336297512054,0.29367130994796753","0.6453436017036438,0.5104445219039917","0.5239049196243286,0.5106866359710693","0.6171114444732666,0.6572129726409912","0.5250622630119324,0.6552289724349976","0.5959154367446899,0.7820786833763123","0.531301736831665,0.778606653213501","0.5919530391693115,0.7937485575675964","0.5396705865859985,0.7910104990005493","0.621055543422699,0.833707332611084","0.49398258328437805,0.8296424150466919"
123,"0.5967520475387573,0.2517696022987366","0.6111372113227844,0.23760966956615448","0.620171070098877,0.23752140998840332","0.6281891465187073,0.23778662085533142","0.5851648449897766,0.2387097328901291","0.5747568011283875,0.2393525391817093","0.5646798610687256,0.24007776379585266","0.6455737352371216,0.2464197427034378","0.5509756207466125,0.24826237559318542","0.6117429733276367,0.2684328258037567","0.5804455876350403,0.26788559556007385","0.7120595574378967,0.3233475089073181","0.47320929169654846,0.31689539551734924","0.8520842790603638,0.3588812053203583","0.2975757420063019,0.3285033702850342","0.9078925848007202,0.30287057161331177","0.11909303814172745,0.3067142367362976","0.9560273885726929,0.28508609533309937","0.06797454506158829,0.30155256390571594","0.9358264207839966,0.2682546079158783","0.06314071267843246,0.2942420244216919","0.915043830871582,0.27457478642463684","0.08070727437734604,0.29675719141960144","0.6456371545791626,0.5110254287719727","0.525463879108429,0.5109065175056458","0.6176518201828003,0.657723605632782","0.5250616669654846,0.655531108379364","0.5959124565124512,0.781950831413269","0.5314362645149231,0.7785979509353638","0.5919380784034729,0.7935194969177246","0.5396777987480164,0.7910043001174927","0.6210625767707825,0.8333367109298706","0.4941774010658264,0.8296378254890442"
124,"0.6029406785964966,0.25774145126342773","0.6172996759414673,0.2426430881023407","0.6257242560386658,0.2427317351102829","0.6346426010131836,0.24306157231330872","0.5909833908081055,0.24324879050254822","0.5804983973503113,0.24382784962654114","0.5707892775535583,0.24452798068523407","0.6519186496734619,0.251128613948822","0.5552136301994324,0.25201553106307983","0.6180999279022217,0.2742946147918701","0.5882024168968201,0.2737714648246765","0.7169902324676514,0.32417312264442444","0.4764617085456848,0.3178572952747345","0.8509424924850464,0.35579779744148254","0.30103248357772827,0.3298479914665222","0.9309401512145996,0.34142929315567017","0.11969910562038422,0.3101438879966736","0.978692352771759,0.3424714207649231","0.07077945023775101,0.3068278431892395","0.9610153436660767,0.33890658617019653","0.06658047437667847,0.2987061142921448","0.9396030902862549,0.3393697440624237","0.08367562294006348,0.30097609758377075","0.6453934907913208,0.5123580098152161","0.5257495641708374,0.5114409923553467","0.6175702810287476,0.6587521433830261","0.5242397785186768,0.656389594078064","0.5952898263931274,0.7818137407302856","0.5315002799034119,0.7781990766525269","0.5913737416267395,0.7929694652557373","0.5396917462348938,0.790218710899353","0.6205449104309082,0.8332692980766296","0.4938628673553467,0.8293465375900269"
125,"0.6117998957633972,0.2656887173652649","0.6257539391517639,0.25113093852996826","0.6343000531196594,0.2512388229370117","0.6439825892448425,0.2514524459838867","0.5994954705238342,0.251140832901001","0.5888433456420898,0.25147563219070435","0.5784271359443665,0.2520349621772766","0.6578229665756226,0.2567591667175293","0.5614343285560608,0.2570488750934601","0.6239993572235107,0.28146934509277344","0.5964840650558472,0.2813674807548523","0.7203449606895447,0.3258442282676697","0.48247119784355164,0.3198097348213196","0.850922703742981,0.3540847599506378","0.3057653307914734,0.3321715295314789","0.9040678143501282,0.3663855791091919","0.12153521925210953,0.31455478072166443","0.9388036727905273,0.38492780923843384","0.0739968940615654,0.3111717998981476","0.904807448387146,0.38760337233543396","0.0696716234087944,0.30524003505706787","0.8878753781318665,0.3829359710216522","0.08685316145420074,0.3071613013744354","0.6447263360023499,0.5128439664840698","0.5265329480171204,0.5116541385650635","0.6169703006744385,0.6583414673805237","0.5230207443237305,0.6561064720153809","0.5952133536338806,0.7817050218582153","0.531564474105835,0.7774859666824341","0.5912119746208191,0.792335033416748","0.5397341251373291,0.7896482944488525","0.6196276545524597,0.8332744836807251","0.49376407265663147,0.8282796144485474"
126,"0.6192662119865417,0.27247244119644165","0.6351560354232788,0.25828638672828674","0.6448872685432434,0.2585722804069519","0.6546083688735962,0.2589341700077057","0.6082960963249207,0.25772979855537415","0.5978445410728455,0.2577853798866272","0.5874797105789185,0.25813013315200806","0.667079746723175,0.26430362462997437","0.5691587924957275,0.2627311050891876","0.629796028137207,0.28892281651496887","0.6024408340454102,0.287920743227005","0.7215877771377563,0.33057141304016113","0.4878295958042145,0.3226649761199951","0.8547598123550415,0.3594483733177185","0.3082960844039917,0.3338465392589569","0.8628397583961487,0.37555497884750366","0.12530313432216644,0.32314425706863403","0.8820343017578125,0.39202970266342163","0.07688629627227783,0.31920966506004333","0.8369983434677124,0.3952752947807312","0.07389268279075623,0.31484660506248474","0.8271055221557617,0.39114290475845337","0.09209125488996506,0.3173113763332367","0.6444815993309021,0.5150495171546936","0.5291118025779724,0.5127131342887878","0.6182201504707336,0.6583046913146973","0.5228942632675171,0.6549397706985474","0.5952557325363159,0.7805048227310181","0.5315507054328918,0.7740551233291626","0.5912026762962341,0.7901133298873901","0.5397361516952515,0.7862868309020996","0.6201815605163574,0.8314087986946106","0.4930016100406647,0.8235458135604858"
127,"0.6260636448860168,0.28103166818618774","0.6425260901451111,0.26757416129112244","0.652788519859314,0.26779139041900635","0.6621099710464478,0.26816070079803467","0.6144948601722717,0.26674288511276245","0.6041469573974609,0.2664971947669983","0.5942530035972595,0.26650330424308777","0.6742267608642578,0.27196723222732544","0.5771828889846802,0.2690966725349426","0.6359579563140869,0.29828599095344543","0.607367753982544,0.2970131039619446","0.7238737940788269,0.33625340461730957","0.4950424134731293,0.32669344544410706","0.8544056415557861,0.37067028880119324","0.3145063519477844,0.3376700282096863","0.821531355381012,0.3824654221534729","0.12995359301567078,0.3304116725921631","0.8192689418792725,0.4012429714202881","0.08060227334499359,0.32547810673713684","0.790454626083374,0.39477747678756714","0.07759714126586914,0.3211236596107483","0.7895231246948242,0.3933163285255432","0.09670495986938477,0.3244083523750305","0.6448826789855957,0.5169366002082825","0.532825767993927,0.5138078927993774","0.6208151578903198,0.6582457423210144","0.5230309367179871,0.653499186038971","0.5954217910766602,0.7790707945823669","0.5338062047958374,0.7700421214103699","0.5912028551101685,0.7878481149673462","0.5417007207870483,0.7816106677055359","0.6209725141525269,0.8307108879089355","0.4937366545200348,0.8125840425491333"
128,"0.6399676203727722,0.2931137681007385","0.6547438502311707,0.27892017364501953","0.6639761924743652,0.2788228392601013","0.6725379228591919,0.27879592776298523","0.6275392174720764,0.2777402698993683","0.617205023765564,0.27680858969688416","0.6066389083862305,0.27624180912971497","0.6807394623756409,0.2823282480239868","0.5881417393684387,0.2767044007778168","0.6472046971321106,0.3091803789138794","0.620367705821991,0.30792614817619324","0.7259296178817749,0.34687677025794983","0.4995849132537842,0.3307569921016693","0.8691486120223999,0.39324015378952026","0.3171328604221344,0.3422204852104187","0.8066666722297668,0.3732742667198181","0.1340976357460022,0.3360203802585602","0.7702556848526001,0.3843610882759094","0.08365204930305481,0.3312252163887024","0.74993896484375,0.3781501054763794","0.0820765420794487,0.32711488008499146","0.75544273853302,0.37699586153030396","0.10169962793588638,0.3299201726913452","0.6458596587181091,0.5199272632598877","0.5345813632011414,0.5153673887252808","0.6233557462692261,0.6581853628158569","0.5254169702529907,0.6529334783554077","0.5971765518188477,0.7771174311637878","0.542140543460846,0.7547416687011719","0.5921289920806885,0.7861106991767883","0.5527461767196655,0.7643745541572571","0.6208773255348206,0.8306969404220581","0.5070355534553528,0.7975172996520996"
129,"0.6538654565811157,0.3061969578266144","0.6673505306243896,0.2912939190864563","0.6756036877632141,0.2911626994609833","0.6837819218635559,0.2910396456718445","0.6410104632377625,0.2908497154712677","0.6307621598243713,0.29007142782211304","0.6203069090843201,0.28930211067199707","0.6909626722335815,0.29296207427978516","0.5993468761444092,0.2875155508518219","0.6620904803276062,0.3206115961074829","0.6343863010406494,0.31937140226364136","0.7323365211486816,0.3529147207736969","0.5027356147766113,0.33584141731262207","0.867560088634491,0.41119831800460815","0.318787157535553,0.34620633721351624","0.8220604658126831,0.36835426092147827","0.13645845651626587,0.3406226933002472","0.7882909774780273,0.3721163272857666","0.08456794917583466,0.3354688286781311","0.7708260416984558,0.3672161400318146","0.0843401774764061,0.33169493079185486","0.7771170735359192,0.3659283220767975","0.10406795144081116,0.3344089388847351","0.6462814807891846,0.5237669348716736","0.5353105068206787,0.5185537338256836","0.6258550882339478,0.65821373462677","0.5317258238792419,0.6534651517868042","0.5984963774681091,0.7735118865966797","0.5519648194313049,0.7429376840591431","0.5921555757522583,0.7823397517204285","0.5615078210830688,0.7508368492126465","0.6209440231323242,0.8301226496696472","0.5195608139038086,0.7849833369255066"
