Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
136,"0.5717353820800781,0.3906603455543518","0.5839418172836304,0.3785443902015686","0.5898674130439758,0.37836259603500366","0.5965720415115356,0.3782636225223541","0.5603029727935791,0.3790549635887146","0.5506170392036438,0.3793852925300598","0.5417779088020325,0.37983569502830505","0.6065411567687988,0.38186413049697876","0.5277323126792908,0.3824959695339203","0.5850029587745667,0.40319696068763733","0.5581284165382385,0.4051082730293274","0.6614752411842346,0.4463465213775635","0.46335628628730774,0.4338885247707367","0.7806198000907898,0.50594162940979","0.29335734248161316,0.4533749520778656","0.7259893417358398,0.4553685188293457","0.13536733388900757,0.4573361277580261","0.6966198682785034,0.4470585882663727","0.08696329593658447,0.46069246530532837","0.6857455372810364,0.4391656517982483","0.08494940400123596,0.4588009715080261","0.6868182420730591,0.4451466500759125","0.1022840365767479,0.45856165885925293","0.6107137203216553,0.6120151877403259","0.5027351975440979,0.6120325922966003","0.6049615144729614,0.7417790293693542","0.5238445997238159,0.7447095513343811","0.5963072180747986,0.8660613298416138","0.5501786470413208,0.8707898259162903","0.5929592251777649,0.8767098188400269","0.5549315810203552,0.882386326789856","0.6279692649841309,0.9110536575317383","0.5321732759475708,0.922989547252655"
137,"0.5718868374824524,0.39522433280944824","0.5839128494262695,0.38273799419403076","0.5899134874343872,0.3827116787433624","0.5965538620948792,0.38270753622055054","0.5601537823677063,0.38300472497940063","0.5506160259246826,0.3831648826599121","0.5419020056724548,0.38336482644081116","0.6063750982284546,0.3856859803199768","0.5276684761047363,0.38578566908836365","0.5850452184677124,0.40782976150512695","0.5578411221504211,0.40912872552871704","0.6602655053138733,0.4502781927585602","0.46028921008110046,0.4375782608985901","0.7574180364608765,0.5109745264053345","0.293927937746048,0.45758262276649475","0.7420841455459595,0.45046305656433105","0.1363515704870224,0.4609273076057434","0.7251408100128174,0.4272822439670563","0.08739308267831802,0.46413129568099976","0.7052478194236755,0.4195936620235443","0.08538869768381119,0.4620898365974426","0.7006098628044128,0.42665737867355347","0.10283315181732178,0.46186313033103943","0.6080412268638611,0.6117852926254272","0.5003666281700134,0.6115673780441284","0.6020537614822388,0.7403033971786499","0.5231202840805054,0.7437108755111694","0.5925433039665222,0.8644658327102661","0.5486651659011841,0.8694103956222534","0.5889731049537659,0.8753706812858582","0.5518267154693604,0.881077766418457","0.6235618591308594,0.9102352261543274","0.5324682593345642,0.9220450520515442"
138,"0.5717466473579407,0.39640867710113525","0.5838426351547241,0.38442543148994446","0.589882493019104,0.38444894552230835","0.5963096618652344,0.3845432996749878","0.5594388246536255,0.3848455250263214","0.5500048995018005,0.3851206600666046","0.5412959456443787,0.3855031132698059","0.605714738368988,0.3880423903465271","0.5271475315093994,0.3891622722148895","0.5848385095596313,0.40946564078330994","0.5565441250801086,0.4111367166042328","0.658534586429596,0.45352768898010254","0.45743951201438904,0.4417208731174469","0.7354198098182678,0.5154294371604919","0.29467394948005676,0.4613179564476013","0.7752789855003357,0.4511810839176178","0.1390998512506485,0.4645613729953766","0.7832220196723938,0.4308823049068451","0.08752855658531189,0.46742358803749084","0.7743246555328369,0.423825740814209","0.0854799747467041,0.46532678604125977","0.7680182456970215,0.42858609557151794","0.10340633243322372,0.4651504158973694","0.6050841808319092,0.6116312146186829","0.4978015422821045,0.6114879250526428","0.5980350971221924,0.7394570112228394","0.5218332409858704,0.7431328296661377","0.5903501510620117,0.8642798662185669","0.5477738976478577,0.8693070411682129","0.5866043567657471,0.87523353099823","0.5510941743850708,0.880905270576477","0.6177414655685425,0.9099477529525757","0.5326288938522339,0.9216507077217102"
139,"0.5706683397293091,0.40195927023887634","0.5822451710700989,0.3894149959087372","0.5886034369468689,0.3893080949783325","0.5941573977470398,0.38923242688179016","0.5576741695404053,0.3902536928653717","0.5480790734291077,0.39077162742614746","0.5392420887947083,0.3913901448249817","0.6011504530906677,0.3929908871650696","0.5258358716964722,0.3946543037891388","0.5826559662818909,0.41556209325790405","0.5538328289985657,0.4163077771663666","0.6547315120697021,0.4570847451686859","0.45287853479385376,0.44599103927612305","0.7210598587989807,0.5261191129684448","0.29842421412467957,0.46474379301071167","0.8068370223045349,0.47509703040122986","0.14349041879177094,0.46887093782424927","0.8313978314399719,0.45420917868614197","0.09169182181358337,0.4725891947746277","0.8256681561470032,0.4439798891544342","0.08843293786048889,0.4705325961112976","0.8154283165931702,0.450736939907074","0.10765432566404343,0.4699181914329529","0.6059706211090088,0.6106792688369751","0.4985766112804413,0.6112902164459229","0.5969265699386597,0.7379688024520874","0.5217785835266113,0.7419315576553345","0.5897387862205505,0.8628742098808289","0.5462064743041992,0.8689306974411011","0.585907518863678,0.8742789030075073","0.5498430132865906,0.8806618452072144","0.6135750412940979,0.908676028251648","0.5325530171394348,0.9214911460876465"
140,"0.5687893629074097,0.4095701277256012","0.57964026927948,0.39711886644363403","0.5863498449325562,0.39683300256729126","0.5914061069488525,0.3966751992702484","0.5552185773849487,0.3976229131221771","0.5455871820449829,0.3979964852333069","0.5362967848777771,0.39858129620552063","0.5967782139778137,0.3989951014518738","0.5235009789466858,0.4015791416168213","0.5798921585083008,0.4216412603855133","0.5510040521621704,0.42198896408081055","0.6540578007698059,0.460151344537735","0.4482431709766388,0.4506022334098816","0.716400146484375,0.5365181565284729","0.2966706156730652,0.46948981285095215","0.8273724913597107,0.5027420520782471","0.1429339051246643,0.4745749831199646","0.864625096321106,0.49001240730285645","0.09171510487794876,0.47925376892089844","0.860508918762207,0.4793171286582947","0.08837581425905228,0.4773329794406891","0.8461149334907532,0.48245057463645935","0.10720157623291016,0.4765963554382324","0.6064257025718689,0.6103218793869019","0.49912574887275696,0.6112796068191528","0.596634566783905,0.7377933263778687","0.5218155980110168,0.7415534257888794","0.5867064595222473,0.8632758259773254","0.5450588464736938,0.8688006401062012","0.5830350518226624,0.874618649482727","0.5486890077590942,0.8806793093681335","0.6072295308113098,0.9089840054512024","0.5319141745567322,0.9211196899414062"
141,"0.5660321116447449,0.41427677869796753","0.5757891535758972,0.40161681175231934","0.5826936364173889,0.401231050491333","0.587846577167511,0.40092340111732483","0.5522526502609253,0.4024759829044342","0.543196976184845,0.4028223156929016","0.5344153642654419,0.4032360017299652","0.5923490524291992,0.4027043879032135","0.5219272375106812,0.40627041459083557","0.5774603486061096,0.42565208673477173","0.548759400844574,0.4260682463645935","0.6533152461051941,0.4639805853366852","0.447916716337204,0.45665326714515686","0.7038900852203369,0.542068362236023","0.29675304889678955,0.47466832399368286","0.8436472415924072,0.5345007181167603","0.14512182772159576,0.47955530881881714","0.8825218081474304,0.5258228778839111","0.09465072304010391,0.4835864007472992","0.8836435079574585,0.5152533054351807","0.09107024222612381,0.4819721579551697","0.8690516948699951,0.5186324119567871","0.1100044995546341,0.4811629354953766","0.6069256067276001,0.6103345155715942","0.4994954466819763,0.6115790605545044","0.5962366461753845,0.7373349666595459","0.5218716263771057,0.7410803437232971","0.5824414491653442,0.8626080751419067","0.5442380905151367,0.8685106039047241","0.5788742303848267,0.8744293451309204","0.547419011592865,0.8806281089782715","0.6029641628265381,0.9083656072616577","0.5317022800445557,0.9201256632804871"
142,"0.5611017942428589,0.42140012979507446","0.5712175369262695,0.4079710841178894","0.5787718892097473,0.40736451745033264","0.5845340490341187,0.40703290700912476","0.5474650263786316,0.4091183543205261","0.5391924381256104,0.4091385304927826","0.5307207107543945,0.40937796235084534","0.5903739929199219,0.40855103731155396","0.5201125144958496,0.4121231138706207","0.5734444856643677,0.43298593163490295","0.5450100898742676,0.433167040348053","0.6532753109931946,0.4692605435848236","0.44843050837516785,0.4609038829803467","0.6967953443527222,0.5492563247680664","0.30407047271728516,0.47907090187072754","0.8348639011383057,0.5684691667556763","0.14928975701332092,0.4832840859889984","0.8744916319847107,0.569860577583313","0.09774403274059296,0.48757362365722656","0.8809364438056946,0.5629777312278748","0.09400781244039536,0.4860917925834656","0.8633291721343994,0.5626584887504578","0.11369740962982178,0.4849557876586914","0.6070067882537842,0.6104575991630554","0.4998839497566223,0.6119174361228943","0.595638632774353,0.7371255159378052","0.5219380855560303,0.7400592565536499","0.5806959271430969,0.8616862297058105","0.5440624356269836,0.8673591613769531","0.5780652165412903,0.8736640214920044","0.5475253462791443,0.8799290657043457","0.5994023084640503,0.9070758819580078","0.5306777358055115,0.9187160730361938"
143,"0.5577619671821594,0.4290556311607361","0.5681723952293396,0.41485023498535156","0.5760354399681091,0.4141051173210144","0.5821195244789124,0.41347065567970276","0.544289767742157,0.4158388078212738","0.5362904667854309,0.4157327115535736","0.5279362797737122,0.4157741665840149","0.5890344977378845,0.4144884943962097","0.5186802744865417,0.4189857840538025","0.5698329210281372,0.4403599798679352","0.5420352816581726,0.4401504099369049","0.6524784564971924,0.4729340970516205","0.44894978404045105,0.4647408425807953","0.6931856870651245,0.5527729392051697","0.3081602156162262,0.48329418897628784","0.8272488713264465,0.5964082479476929","0.15095695853233337,0.487578809261322","0.8611480593681335,0.6088888645172119","0.10025059431791306,0.4921041429042816","0.8690209984779358,0.6019033789634705","0.0955740213394165,0.49137622117996216","0.8531692624092102,0.5986140966415405","0.11568224430084229,0.48974189162254333","0.6071893572807312,0.6110854744911194","0.5001653432846069,0.612846851348877","0.5939697027206421,0.735586404800415","0.5219988226890564,0.7380925416946411","0.5783577561378479,0.8601599931716919","0.543196439743042,0.8657258152961731","0.5752318501472473,0.8718598484992981","0.546820342540741,0.8781916499137878","0.5953851342201233,0.9063647389411926","0.5300040245056152,0.9179748296737671"
144,"0.5539541244506836,0.43695831298828125","0.5654394626617432,0.4224947392940521","0.5734440088272095,0.4214750826358795","0.5797454118728638,0.42054980993270874","0.5409005284309387,0.4231751561164856","0.532770574092865,0.4228631854057312","0.5246915221214294,0.4226280152797699","0.5876614451408386,0.42083439230918884","0.5175130367279053,0.42522692680358887","0.5661908984184265,0.44809168577194214","0.5390506982803345,0.4479961395263672","0.6515472531318665,0.4771624207496643","0.4489366412162781,0.46938562393188477","0.6966912150382996,0.5556592345237732","0.30782774090766907,0.4879804253578186","0.8095678687095642,0.6197952032089233","0.15078780055046082,0.49197468161582947","0.8544827103614807,0.6369712948799133","0.10008189082145691,0.4962565004825592","0.8557102680206299,0.6354058980941772","0.09554699063301086,0.4957910180091858","0.8427214622497559,0.6299477815628052","0.11557598412036896,0.4944007396697998","0.607460618019104,0.6122351884841919","0.5007306933403015,0.6141864061355591","0.5928283929824829,0.7353953123092651","0.5218174457550049,0.7380296587944031","0.5784435272216797,0.8603498339653015","0.54249107837677,0.8653221130371094","0.5755008459091187,0.8720305562019348","0.5464972257614136,0.8774808645248413","0.5962814092636108,0.9065354466438293","0.5299869775772095,0.9174678921699524"
145,"0.5539612770080566,0.44467419385910034","0.5652235150337219,0.4297262728214264","0.5731734037399292,0.42855173349380493","0.5791181325912476,0.4275100827217102","0.5407610535621643,0.43037810921669006","0.5324334502220154,0.43005114793777466","0.5240764021873474,0.429945170879364","0.587073802947998,0.4260421693325043","0.5165131092071533,0.4315224587917328","0.56629878282547,0.4555342197418213","0.5395470857620239,0.4561185836791992","0.6516129970550537,0.48195353150367737","0.4487255811691284,0.47512751817703247","0.6919561624526978,0.5582809448242188","0.3074929118156433,0.4930470585823059","0.7625799179077148,0.6405950784683228","0.15011194348335266,0.4947780966758728","0.797674298286438,0.6599833369255066","0.09999726712703705,0.4986136555671692","0.793113112449646,0.6616696119308472","0.09555608034133911,0.4977315366268158","0.7801897525787354,0.6554079055786133","0.11546295881271362,0.4966760277748108","0.6075888276100159,0.6137418150901794","0.5031814575195312,0.6145105957984924","0.5911757946014404,0.7351815700531006","0.5218551158905029,0.7358579635620117","0.5782158374786377,0.8603350520133972","0.5409995317459106,0.864721953868866","0.5750916600227356,0.8714118003845215","0.5448054671287537,0.8760750889778137","0.5937997102737427,0.9067764282226562","0.5300898551940918,0.9172269105911255"
146,"0.5522536635398865,0.44973263144493103","0.5641282200813293,0.43631473183631897","0.5720664262771606,0.4352772831916809","0.5782560706138611,0.43422451615333557","0.5395838618278503,0.4372500479221344","0.5309796929359436,0.43692055344581604","0.5226965546607971,0.4366176724433899","0.5869733095169067,0.43293842673301697","0.5154881477355957,0.43795067071914673","0.5655947327613831,0.46050602197647095","0.5390201807022095,0.4610823690891266","0.6517218351364136,0.48761796951293945","0.44882795214653015,0.48119407892227173","0.6936944127082825,0.5628334283828735","0.30735114216804504,0.49762019515037537","0.7205668687820435,0.6461302042007446","0.15004713833332062,0.49732574820518494","0.7329002618789673,0.672268271446228","0.0999971255660057,0.5009377002716064","0.7199946045875549,0.6732205152511597","0.09569761157035828,0.5001445412635803","0.7112296223640442,0.6651301383972168","0.11537890881299973,0.4991775453090668","0.6077592372894287,0.6147408485412598","0.5045176148414612,0.614786684513092","0.5880122780799866,0.7356449961662292","0.52080899477005,0.7360059022903442","0.5774446129798889,0.8602832555770874","0.5366818308830261,0.8643201589584351","0.5738303065299988,0.8709796667098999","0.5410738587379456,0.8751762509346008","0.5932910442352295,0.9069757461547852","0.5302498936653137,0.9170611500740051"
147,"0.5526013970375061,0.4546048045158386","0.5644122958183289,0.4416474401950836","0.5722207427024841,0.440896600484848","0.5782222747802734,0.4401983320713043","0.5400755405426025,0.44215983152389526","0.5314877033233643,0.44188612699508667","0.5231791734695435,0.4416201114654541","0.5872853994369507,0.43946734070777893","0.5156761407852173,0.4427669048309326","0.5656376481056213,0.4655802249908447","0.5393237471580505,0.466531902551651","0.6536795496940613,0.4947842061519623","0.4496556222438812,0.486065536737442","0.6969547271728516,0.5728477239608765","0.30719542503356934,0.5022822618484497","0.6671000719070435,0.6629425287246704","0.14831224083900452,0.5004099607467651","0.6680071949958801,0.690896213054657","0.0999620109796524,0.5017511248588562","0.6449435353279114,0.6896753311157227","0.09577707946300507,0.5016751885414124","0.6391656994819641,0.680444598197937","0.11485742032527924,0.5018193125724792","0.6126878261566162,0.6135988235473633","0.509951651096344,0.6118974089622498","0.5885347127914429,0.7331675887107849","0.5163100957870483,0.7258106470108032","0.574970006942749,0.8589689135551453","0.5286166071891785,0.8598717451095581","0.5686458349227905,0.8690992593765259","0.5328099727630615,0.8699676394462585","0.5864455699920654,0.907150149345398","0.5266978144645691,0.9136031270027161"
148,"0.5500414967536926,0.46534544229507446","0.5608994364738464,0.4521368145942688","0.568942129611969,0.4509890675544739","0.5756109356880188,0.4498526453971863","0.5377230644226074,0.4530048370361328","0.5296910405158997,0.45252934098243713","0.5219359993934631,0.4519968628883362","0.5860569477081299,0.4473961889743805","0.5153204798698425,0.450816810131073","0.5635442137718201,0.4756982922554016","0.5384644269943237,0.4764915108680725","0.6543644666671753,0.4994121491909027","0.45109978318214417,0.4879818558692932","0.69889897108078,0.5793904662132263","0.30873391032218933,0.5039455890655518","0.6219378709793091,0.6640016436576843","0.1480146199464798,0.5006597638130188","0.6116796135902405,0.6893956661224365","0.10032911598682404,0.5010278224945068","0.5894069075584412,0.6843966841697693","0.09618204087018967,0.5013583302497864","0.589258074760437,0.6769280433654785","0.11475369334220886,0.5016534328460693","0.6164649128913879,0.6118847131729126","0.5131176114082336,0.6093912124633789","0.5919448733329773,0.731954038143158","0.5141661763191223,0.7240179777145386","0.5726170539855957,0.8573563694953918","0.5252535343170166,0.8549278974533081","0.5637456178665161,0.8674454689025879","0.5301830172538757,0.8663519620895386","0.5841897130012512,0.9067486524581909","0.5241590142250061,0.906005859375"
149,"0.5496644973754883,0.4729793965816498","0.5610070824623108,0.4591275155544281","0.5689748525619507,0.4581635892391205","0.575607180595398,0.45719966292381287","0.5374235510826111,0.4600153863430023","0.5292513370513916,0.45984429121017456","0.5214086174964905,0.4595414102077484","0.5862390995025635,0.45449966192245483","0.5153440833091736,0.4583573341369629","0.5634145736694336,0.48361581563949585","0.5382124781608582,0.4838138222694397","0.6548317670822144,0.5047416687011719","0.4557841718196869,0.49537286162376404","0.6988887190818787,0.5880494117736816","0.3135881721973419,0.5080000162124634","0.5846882462501526,0.661882758140564","0.14809566736221313,0.5028138160705566","0.5593147873878479,0.6784442663192749","0.1009659469127655,0.5016077756881714","0.5397644639015198,0.6724691390991211","0.09677524864673615,0.5022639036178589","0.5441936254501343,0.6670920848846436","0.11496102809906006,0.503198504447937","0.6212902665138245,0.6111937761306763","0.5178356170654297,0.6081205606460571","0.5920146703720093,0.7300406098365784","0.5112212896347046,0.7181450128555298","0.5706245303153992,0.8556418418884277","0.5257004499435425,0.844896674156189","0.5615118145942688,0.8651463389396667","0.5311045050621033,0.8558721542358398","0.5743004083633423,0.9057064056396484","0.5245205163955688,0.8932034373283386"
150,"0.5483843088150024,0.4788758158683777","0.559770941734314,0.465939462184906","0.5680213570594788,0.4648493826389313","0.5750146508216858,0.4638528823852539","0.535544753074646,0.4669341444969177","0.5275232791900635,0.4664357304573059","0.5200558304786682,0.4659593999385834","0.5861247777938843,0.4610213339328766","0.5149950385093689,0.4646196961402893","0.5627859830856323,0.48915353417396545","0.5369510054588318,0.4893127977848053","0.6549590826034546,0.5078276991844177","0.4603516757488251,0.4985072612762451","0.6966702938079834,0.5924209952354431","0.3167704939842224,0.5110512971878052","0.5608193874359131,0.6526665687561035","0.14947442710399628,0.5045684576034546","0.5241045951843262,0.6654289960861206","0.10398854315280914,0.5029463171958923","0.5135124921798706,0.6564144492149353","0.09928213059902191,0.5034036636352539","0.5209951400756836,0.6512576341629028","0.11696507036685944,0.5044819116592407","0.6246400475502014,0.6112005114555359","0.5203806161880493,0.6083228588104248","0.5918855667114258,0.7304422855377197","0.5116631984710693,0.7199836373329163","0.5690500736236572,0.8536642789840698","0.5429648160934448,0.8385987281799316","0.5595260858535767,0.863425612449646","0.5490995049476624,0.8477314114570618","0.5699390769004822,0.9006540179252625","0.5380702018737793,0.8824655413627625"
151,"0.5482995510101318,0.48659294843673706","0.5596914291381836,0.47356098890304565","0.5678814649581909,0.4724545478820801","0.5748996734619141,0.47120895981788635","0.5355339646339417,0.4740922451019287","0.5275171399116516,0.47347792983055115","0.520081102848053,0.4726370871067047","0.5860586166381836,0.4668309688568115","0.5150313973426819,0.4699275493621826","0.5624951720237732,0.49645334482192993","0.5369254946708679,0.4961403012275696","0.6552204489707947,0.5119316577911377","0.46149152517318726,0.4992586076259613","0.6934545040130615,0.6028732657432556","0.3187289535999298,0.5136178731918335","0.5417478084564209,0.6433606743812561","0.14994306862354279,0.505240261554718","0.5002832412719727,0.6547690629959106","0.10471810400485992,0.5029712319374084","0.4906463325023651,0.6461354494094849","0.09967690706253052,0.5034185647964478","0.5000932216644287,0.6417983174324036","0.11744804680347443,0.5050185918807983","0.6261703372001648,0.6125592589378357","0.5238391757011414,0.6095600724220276","0.5901398062705994,0.7307231426239014","0.5137966871261597,0.7247227430343628","0.5676472187042236,0.8532596826553345","0.5595571994781494,0.8327211141586304","0.5586991906166077,0.862031102180481","0.5655006170272827,0.840679943561554","0.570320188999176,0.8969157934188843","0.5567258596420288,0.8739485740661621"
152,"0.5474452376365662,0.4947446882724762","0.5589995980262756,0.48139363527297974","0.5672696232795715,0.4800476133823395","0.5746102929115295,0.4786517024040222","0.5342903733253479,0.48184293508529663","0.5263433456420898,0.48077064752578735","0.519248366355896,0.47961312532424927","0.5861197710037231,0.4734165072441101","0.5148541331291199,0.4761172831058502","0.5616465210914612,0.5036888122558594","0.5361729264259338,0.5033246278762817","0.6568599939346313,0.5173775553703308","0.46137359738349915,0.5029940605163574","0.6886860728263855,0.6074337363243103","0.3180296719074249,0.5141837000846863","0.5337885618209839,0.637466311454773","0.1500227004289627,0.5051955580711365","0.490674763917923,0.648880124092102","0.10744306445121765,0.5042146444320679","0.4828396141529083,0.6429368257522583","0.1037280261516571,0.5042690634727478","0.4928806722164154,0.6373677849769592","0.12020781636238098,0.5052271485328674","0.625590980052948,0.6150544881820679","0.523464560508728,0.6122203469276428","0.5889718532562256,0.730893611907959","0.5178091526031494,0.7326260209083557","0.5679864883422852,0.8528755903244019","0.5637801885604858,0.8050238490104675","0.559450089931488,0.8623450398445129","0.5694111585617065,0.8073909878730774","0.5709536075592041,0.898284912109375","0.5646994113922119,0.8491716384887695"
153,"0.544886589050293,0.5003290772438049","0.5568946003913879,0.4872226119041443","0.5655444860458374,0.4860760569572449","0.5735188722610474,0.4845724105834961","0.5324435830116272,0.4878332018852234","0.5248135328292847,0.4871963858604431","0.5180432200431824,0.48610907793045044","0.5860493779182434,0.479420006275177","0.5142839550971985,0.4823084771633148","0.5594725012779236,0.5106776356697083","0.5344691872596741,0.5099514722824097","0.6595274806022644,0.5220511555671692","0.4599266052246094,0.5085081458091736","0.6848955154418945,0.6111798286437988","0.31596583127975464,0.5146967768669128","0.5239066481590271,0.6356166005134583","0.1500069797039032,0.5059050917625427","0.4806838631629944,0.6342210173606873","0.10816147178411484,0.5050565600395203","0.47642695903778076,0.6252822279930115","0.1050618514418602,0.5050409436225891","0.4875400960445404,0.621617317199707","0.12070093303918839,0.5058401823043823","0.6283028721809387,0.6159175038337708","0.5249585509300232,0.6127876043319702","0.5891256928443909,0.7355020642280579","0.5230675339698792,0.7362387180328369","0.5719708204269409,0.8531273007392883","0.5672830939292908,0.7979437112808228","0.565549373626709,0.8627818822860718","0.5777084231376648,0.7977731227874756","0.5716903805732727,0.8982222676277161","0.5689379572868347,0.842778205871582"
154,"0.5449080467224121,0.5075388550758362","0.5570821166038513,0.49409717321395874","0.5656957626342773,0.49267467856407166","0.5736101269721985,0.49124065041542053","0.5325111150741577,0.49514856934547424","0.5249156355857849,0.49438586831092834","0.5181332230567932,0.493529736995697","0.5864468216896057,0.4862033426761627","0.5143285393714905,0.4908525049686432","0.5595634579658508,0.5182363986968994","0.5345845222473145,0.5181725025177002","0.6642223000526428,0.5292040109634399","0.45904722809791565,0.5127570033073425","0.6798954010009766,0.6186081171035767","0.31613072752952576,0.5168808102607727","0.5156009197235107,0.6271339654922485","0.15166695415973663,0.5060356855392456","0.47625139355659485,0.6217947006225586","0.11011617630720139,0.5047447681427002","0.4721168577671051,0.6121534109115601","0.10727249830961227,0.5046714544296265","0.48231619596481323,0.6099467873573303","0.12393663078546524,0.505588948726654","0.6308929920196533,0.618570864200592","0.5277659296989441,0.6144904494285583","0.5892467498779297,0.7402531504631042","0.5323606133460999,0.7377673387527466","0.5729151368141174,0.8540341258049011","0.6115413904190063,0.8018280267715454","0.5685242414474487,0.8663815259933472","0.6286382675170898,0.8022847175598145","0.5736766457557678,0.8983848690986633","0.620248019695282,0.8504864573478699"
155,"0.5457150936126709,0.5138146281242371","0.5580358505249023,0.5004541873931885","0.5666852593421936,0.49909061193466187","0.5741828680038452,0.4977244734764099","0.5330149531364441,0.5017481446266174","0.5252223610877991,0.501341700553894","0.518290638923645,0.5007715225219727","0.587595522403717,0.4934768080711365","0.5143099427223206,0.49898195266723633","0.5603312849998474,0.5247340202331543","0.5363315343856812,0.525831937789917","0.6640453338623047,0.5315917134284973","0.45643293857574463,0.517189621925354","0.6753252148628235,0.6205897927284241","0.3159071207046509,0.520153820514679","0.5132339000701904,0.6202117800712585","0.152016744017601,0.507764458656311","0.4782460033893585,0.6150067448616028","0.1098078116774559,0.506032407283783","0.475116103887558,0.6053566932678223","0.10687501728534698,0.5057596564292908","0.4851286709308624,0.6042022109031677","0.12400609999895096,0.5067909955978394","0.6315484642982483,0.6199803352355957","0.5271638035774231,0.6169523000717163","0.5921507477760315,0.7427743077278137","0.53498774766922,0.7411879301071167","0.5729889869689941,0.8541202545166016","0.6265268921852112,0.8027691841125488","0.5690529346466064,0.8659716844558716","0.6435375809669495,0.8015698194503784","0.5740272998809814,0.8987488746643066","0.6186912655830383,0.8458371162414551"
156,"0.546294629573822,0.5220150351524353","0.5586053133010864,0.5073271989822388","0.5671912431716919,0.506139874458313","0.574463427066803,0.5050472021102905","0.5331761837005615,0.5089930891990662","0.525281548500061,0.508830189704895","0.518462061882019,0.5084875822067261","0.5880733132362366,0.5016496777534485","0.5140345096588135,0.5065864324569702","0.5607412457466125,0.5320149660110474","0.5373976826667786,0.5337632298469543","0.6638445854187012,0.5387012958526611","0.4559482932090759,0.5212039351463318","0.6713663339614868,0.6219733953475952","0.31811386346817017,0.5238207578659058","0.5190738439559937,0.6156105995178223","0.15491776168346405,0.5097168684005737","0.48439517617225647,0.6123987436294556","0.11051671952009201,0.5073264241218567","0.4808558225631714,0.6036482453346252","0.10702759772539139,0.5072788596153259","0.49089962244033813,0.6026037931442261","0.12546876072883606,0.5087271928787231","0.6315914988517761,0.6210928559303284","0.5267423987388611,0.6199272274971008","0.595375120639801,0.7463539838790894","0.5356766581535339,0.7424175143241882","0.5730873346328735,0.8536561131477356","0.633582353591919,0.8043896555900574","0.5691656470298767,0.8653680682182312","0.6498991847038269,0.8027812838554382","0.5752276182174683,0.8981553912162781","0.62239009141922,0.8480942845344543"
157,"0.54643714427948,0.5309764742851257","0.5587098598480225,0.5178912281990051","0.5672305822372437,0.5166620016098022","0.5744785070419312,0.5152085423469543","0.533262312412262,0.5193310976028442","0.5253650546073914,0.5192171335220337","0.5185284614562988,0.5187455415725708","0.5878778696060181,0.5099767446517944","0.5126799941062927,0.5155326724052429","0.5608314275741577,0.5403046607971191","0.5375270247459412,0.5417250394821167","0.6606321334838867,0.5444846153259277","0.4547489583492279,0.5285282135009766","0.6690874099731445,0.6233354210853577","0.3178636133670807,0.5271707773208618","0.5220388770103455,0.6145554184913635","0.15762543678283691,0.5115690231323242","0.48729196190834045,0.6122866272926331","0.11154980957508087,0.5081596374511719","0.4835904836654663,0.6033861637115479","0.10798116028308868,0.5080059170722961","0.4940670430660248,0.602908730506897","0.12732331454753876,0.5099354386329651","0.6306746602058411,0.6236253380775452","0.5264561176300049,0.6222535967826843","0.5956897735595703,0.7473862171173096","0.5365696549415588,0.7428649663925171","0.5731959342956543,0.8536456227302551","0.6433175802230835,0.7991989850997925","0.569171667098999,0.8653842806816101","0.6616309881210327,0.7974004745483398","0.579050600528717,0.8978350758552551","0.6347260475158691,0.8393101692199707"
158,"0.5467497706413269,0.5375916361808777","0.5589669346809387,0.5250414609909058","0.5674267411231995,0.5240585207939148","0.5745649337768555,0.5229001045227051","0.5334452390670776,0.525941789150238","0.5253998637199402,0.5256885886192322","0.5185578465461731,0.5251898765563965","0.5878949761390686,0.5168815851211548","0.5111814141273499,0.5213950872421265","0.5608968138694763,0.5467593669891357","0.5375403761863708,0.5477635264396667","0.6588094234466553,0.5490590929985046","0.45416659116744995,0.5338422656059265","0.6681322455406189,0.6270772218704224","0.3176873028278351,0.5313523411750793","0.5227274298667908,0.6141586303710938","0.15759889781475067,0.5135172605514526","0.48764899373054504,0.612212061882019","0.1113617867231369,0.5095615983009338","0.4838431775569916,0.6026910543441772","0.10785062611103058,0.508703351020813","0.49416178464889526,0.602418065071106","0.12696979939937592,0.5104998350143433","0.6301155686378479,0.6247038245201111","0.5261726379394531,0.6229870319366455","0.5966914296150208,0.7478875517845154","0.5403634905815125,0.7422518730163574","0.5733538866043091,0.8536850810050964","0.6459313035011292,0.7994871139526367","0.5688047409057617,0.8653279542922974","0.6662494540214539,0.7976498007774353","0.5826395153999329,0.897443950176239","0.6372725367546082,0.8385549783706665"
