Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
244,"0.5547138452529907,0.463448703289032","0.5667556524276733,0.4504328668117523","0.573257565498352,0.4500345289707184","0.579161524772644,0.449841171503067","0.5413277745246887,0.45213890075683594","0.5310232639312744,0.45281633734703064","0.52165287733078,0.45351943373680115","0.5874191522598267,0.45347484946250916","0.5062695145606995,0.4586874842643738","0.568107545375824,0.4754570424556732","0.5397562980651855,0.4783000349998474","0.6458286046981812,0.5027209520339966","0.4388076364994049,0.5029281377792358","0.7840626239776611,0.5384976863861084","0.32119032740592957,0.5666014552116394","0.9411600828170776,0.5622993111610413","0.4591045379638672,0.5480790138244629","0.9890983700752258,0.5691207647323608","0.5006808042526245,0.5502306222915649","0.9957050085067749,0.5693892240524292","0.5092592239379883,0.5424966216087341","0.9786309003829956,0.5689574480056763","0.5004656910896301,0.5417113900184631","0.6503251791000366,0.6116209030151367","0.5338858962059021,0.6207446455955505","0.7536346316337585,0.7105690836906433","0.53067946434021,0.7270686030387878","0.6691949367523193,0.834060549736023","0.5515111684799194,0.8473661541938782","0.6451342105865479,0.8409659266471863","0.5701952576637268,0.8586871027946472","0.6637096405029297,0.8947902917861938","0.5061861872673035,0.8938533067703247"
245,"0.5527516007423401,0.46400222182273865","0.5639336705207825,0.4513838291168213","0.5710546374320984,0.45107656717300415","0.5770198702812195,0.45101648569107056","0.5391209721565247,0.4528684616088867","0.5287196040153503,0.4536254405975342","0.5189492702484131,0.4544290006160736","0.584977924823761,0.4547279477119446","0.5035104155540466,0.4599328637123108","0.5661302804946899,0.4762648046016693","0.5380855798721313,0.4785495400428772","0.6451600193977356,0.5048586130142212","0.43799638748168945,0.5047668218612671","0.7876192927360535,0.5400359034538269","0.320706844329834,0.5654853582382202","0.9376280307769775,0.5655013918876648","0.4603082835674286,0.5550689697265625","0.9846444129943848,0.5715117454528809","0.5027952194213867,0.5605169534683228","0.9903375506401062,0.571304976940155","0.5129728317260742,0.551993727684021","0.9710924625396729,0.5714752078056335","0.5054744482040405,0.5501834750175476","0.6500740647315979,0.6142619848251343","0.5333601832389832,0.6216939091682434","0.7523835301399231,0.7120456099510193","0.530560314655304,0.7272143959999084","0.6655285954475403,0.8326441049575806","0.5524284839630127,0.8457802534103394","0.6402777433395386,0.8408008813858032","0.5726345777511597,0.8559891581535339","0.6632576584815979,0.8955336809158325","0.5060005187988281,0.8932204246520996"
246,"0.5533744096755981,0.4626162052154541","0.5642954111099243,0.45037636160850525","0.571237325668335,0.450115442276001","0.5774272680282593,0.45006227493286133","0.5401424765586853,0.4516471326351166","0.5300524234771729,0.45237797498703003","0.520444393157959,0.4531122148036957","0.5859161019325256,0.45391958951950073","0.5040394067764282,0.4583303928375244","0.5660439729690552,0.4754163324832916","0.5387744903564453,0.4771687984466553","0.6444892883300781,0.5045254826545715","0.441297709941864,0.5051512718200684","0.7802911400794983,0.5416699051856995","0.3240184783935547,0.5644711852073669","0.9120728373527527,0.5726162791252136","0.4685646891593933,0.5644686222076416","0.9675620794296265,0.5816559791564941","0.5074394345283508,0.5727970004081726","0.9729156494140625,0.580807626247406","0.5196048617362976,0.5638808012008667","0.9567597508430481,0.578472375869751","0.5136073231697083,0.5604442954063416","0.6493637561798096,0.6161324381828308","0.5336475968360901,0.6223940253257751","0.7439060807228088,0.7155903577804565","0.5258126854896545,0.7332592010498047","0.6627551317214966,0.833495020866394","0.5532186627388,0.8463019132614136","0.6392323970794678,0.8418204188346863","0.5724443197250366,0.8561934232711792","0.6629576086997986,0.8958640098571777","0.5043765306472778,0.8931241035461426"
247,"0.5539158582687378,0.46046584844589233","0.5646558403968811,0.4480911195278168","0.5714559555053711,0.44785720109939575","0.5779961347579956,0.4477207064628601","0.5408911108970642,0.4489652216434479","0.5310128331184387,0.449465274810791","0.5215362310409546,0.45009320974349976","0.5868209004402161,0.451497882604599","0.50491863489151,0.45522111654281616","0.566403329372406,0.4729023575782776","0.5394521951675415,0.47450703382492065","0.6460140347480774,0.5058175325393677","0.4434104859828949,0.5039179921150208","0.7809484004974365,0.5473195314407349","0.3273918330669403,0.5602811574935913","0.9244652390480042,0.59538733959198","0.464863121509552,0.5809075236320496","0.9751766920089722,0.6113697290420532","0.4972769021987915,0.5957677364349365","0.9785252213478088,0.6149244904518127","0.5119827389717102,0.5829330682754517","0.9581980109214783,0.6113208532333374","0.5060709118843079,0.5780931115150452","0.643990159034729,0.6149895191192627","0.5282464027404785,0.6205520629882812","0.7413979172706604,0.7201994061470032","0.5209868550300598,0.7332680821418762","0.6498938202857971,0.8377917408943176","0.5531335473060608,0.8472092747688293","0.6259933710098267,0.8473135232925415","0.5713064670562744,0.8570172190666199","0.6628999710083008,0.8971344828605652","0.5008981227874756,0.8933731913566589"
248,"0.5542994141578674,0.46009474992752075","0.5650692582130432,0.4472414553165436","0.5719027519226074,0.4469912052154541","0.5784472823143005,0.4467082619667053","0.5414049029350281,0.44767069816589355","0.5316368341445923,0.4479384422302246","0.5222928524017334,0.44848695397377014","0.5871212482452393,0.44992733001708984","0.5061225891113281,0.4541695713996887","0.5667437314987183,0.4720461368560791","0.5398344993591309,0.47336751222610474","0.646920919418335,0.5040003061294556","0.44477322697639465,0.5020667910575867","0.7778118848800659,0.5552120804786682","0.3277866542339325,0.5570255517959595","0.9076700806617737,0.6264510154724121","0.46098166704177856,0.6034572720527649","0.9515563249588013,0.6455856561660767","0.48993805050849915,0.6240146160125732","0.9458215236663818,0.6510642766952515","0.5024385452270508,0.6126824617385864","0.9277957677841187,0.6461728811264038","0.49847251176834106,0.6053342223167419","0.6388488411903381,0.6150183081626892","0.524244487285614,0.6195181608200073","0.7163072228431702,0.729710042476654","0.5103433728218079,0.7334126234054565","0.6329454779624939,0.8424164652824402","0.5528712868690491,0.8480067253112793","0.6151275038719177,0.8529693484306335","0.5704058408737183,0.8578130006790161","0.6623121500015259,0.897292971611023","0.4995459318161011,0.8936389088630676"
249,"0.5534922480583191,0.4591182768344879","0.5644009709358215,0.447063148021698","0.5714544057846069,0.44678106904029846","0.5784575343132019,0.4465266764163971","0.5414589643478394,0.4473668038845062","0.532016396522522,0.44736170768737793","0.5228037238121033,0.4474281370639801","0.5889731049537659,0.4490365982055664","0.5078186392784119,0.4491259455680847","0.5665091872215271,0.4712637960910797","0.5401970744132996,0.4731366038322449","0.6511684656143188,0.5029460787773132","0.4549137055873871,0.49502405524253845","0.7693369388580322,0.5652180314064026","0.3282976746559143,0.551056981086731","0.8703520894050598,0.6459654569625854","0.42259344458580017,0.6226484775543213","0.9004014730453491,0.6689205765724182","0.43073493242263794,0.6488350033760071","0.877838671207428,0.6744344830513","0.459115207195282,0.6403934359550476","0.8637683391571045,0.6682122349739075","0.46281319856643677,0.6323224902153015","0.6332655549049377,0.6180281639099121","0.5210950374603271,0.6193329095840454","0.6866886615753174,0.7349141836166382","0.4886534512042999,0.7301740050315857","0.6235713362693787,0.8458989262580872","0.5521393418312073,0.8479496240615845","0.6111130118370056,0.8571807146072388","0.57004714012146,0.8577845692634583","0.6618531942367554,0.8974736332893372","0.4984535574913025,0.8937546610832214"
250,"0.5562414526939392,0.45543766021728516","0.5668192505836487,0.442595899105072","0.5744029879570007,0.4418759346008301","0.5820537209510803,0.4410274624824524","0.5450226068496704,0.44346871972084045","0.536634087562561,0.44346708059310913","0.5275982022285461,0.4435703158378601","0.5949458479881287,0.4426458477973938","0.5152539610862732,0.44522738456726074","0.5696896314620972,0.4664734899997711","0.5465059280395508,0.4678986072540283","0.6611798405647278,0.49928754568099976","0.466042160987854,0.4925900399684906","0.758755087852478,0.5708075761795044","0.32964029908180237,0.5447288155555725","0.8041420578956604,0.6568669080734253","0.360993355512619,0.6304754018783569","0.8275480270385742,0.6786574125289917","0.3551783859729767,0.6608680486679077","0.8051037192344666,0.6859372854232788","0.3834742307662964,0.6578341722488403","0.7946652770042419,0.6781775951385498","0.3905954957008362,0.648302435874939","0.630998969078064,0.6207395792007446","0.5196011662483215,0.6191982626914978","0.665374755859375,0.7391042113304138","0.4709300994873047,0.7249179482460022","0.6134118437767029,0.8477457761764526","0.5473660230636597,0.8463643789291382","0.6035929918289185,0.8582509160041809","0.564365565776825,0.8558131456375122","0.6612227559089661,0.8981744647026062","0.49826112389564514,0.8937972187995911"
251,"0.5653696060180664,0.45263758301734924","0.574600875377655,0.4400123655796051","0.5820573568344116,0.43909725546836853","0.5898557305335999,0.4381812512874603","0.5537964105606079,0.44134703278541565","0.5459585785865784,0.44144248962402344","0.5369919538497925,0.44163012504577637","0.6032865047454834,0.4395744800567627","0.5251810550689697,0.4435153901576996","0.5783811211585999,0.4634787440299988","0.5579150319099426,0.46470484137535095","0.6698666214942932,0.4947010576725006","0.47650083899497986,0.49046140909194946","0.75008225440979,0.5710485577583313","0.33105552196502686,0.5364838242530823","0.7275172472000122,0.6603940725326538","0.3032866418361664,0.6224998235702515","0.7368258237838745,0.687462568283081","0.2841915786266327,0.6516528725624084","0.7134236693382263,0.6846316456794739","0.3056805431842804,0.6512988209724426","0.703919529914856,0.6755883693695068","0.31634438037872314,0.6417257785797119","0.626255989074707,0.620306134223938","0.5152575373649597,0.617078423500061","0.6513770818710327,0.7401143312454224","0.44762521982192993,0.7158299088478088","0.6105458736419678,0.8494502902030945","0.5350236892700195,0.8416597247123718","0.5964645743370056,0.8589779734611511","0.5539757013320923,0.8509639501571655","0.6609251499176025,0.8983265161514282","0.49745452404022217,0.8938339948654175"
252,"0.5745188593864441,0.45127803087234497","0.5840201377868652,0.4384693503379822","0.5912392139434814,0.4375419020652771","0.5987984538078308,0.4366888999938965","0.5627074241638184,0.4401162266731262","0.5546327829360962,0.44033557176589966","0.5458730459213257,0.4406302571296692","0.612119197845459,0.4380795359611511","0.5362730026245117,0.4428108334541321","0.5877965092658997,0.46191468834877014","0.5668084621429443,0.46306943893432617","0.6810401678085327,0.4931255877017975","0.4872663617134094,0.4896792769432068","0.7514748573303223,0.5735592246055603","0.3319511115550995,0.5285570025444031","0.6677022576332092,0.6499667167663574","0.25620633363723755,0.6182361245155334","0.6545094847679138,0.669183611869812","0.22854700684547424,0.6456869840621948","0.6350443363189697,0.6651374101638794","0.2450314164161682,0.6370560526847839","0.636747419834137,0.6583508253097534","0.2624267339706421,0.6293872594833374","0.6223984360694885,0.6203948855400085","0.5099615454673767,0.6151857972145081","0.6321755647659302,0.7432917356491089","0.4325992166996002,0.7107484936714172","0.6103830337524414,0.8493027687072754","0.51970374584198,0.8371006846427917","0.5934060215950012,0.8585091829299927","0.5409072637557983,0.845992386341095","0.6563563942909241,0.898601233959198","0.4972546100616455,0.8938401341438293"
253,"0.5771682262420654,0.4513090252876282","0.5875444412231445,0.4385477602481842","0.5950106978416443,0.4375985562801361","0.6028796434402466,0.436715304851532","0.5649658441543579,0.44024723768234253","0.55753493309021,0.44048357009887695","0.5499681830406189,0.4407592713832855","0.6190719604492188,0.43832024931907654","0.5451515316963196,0.4429733157157898","0.591987669467926,0.46202439069747925","0.5688574910163879,0.46318259835243225","0.6905888319015503,0.4928913712501526","0.5035951137542725,0.488298237323761","0.754330039024353,0.5776883363723755","0.3449632227420807,0.5189846754074097","0.6238924860954285,0.6310226321220398","0.2267029583454132,0.5847819447517395","0.5878282189369202,0.6450533270835876","0.1832093596458435,0.6017252206802368","0.5701361894607544,0.6325421929359436","0.19094322621822357,0.6045289039611816","0.5804989337921143,0.6258220076560974","0.2117733359336853,0.6002599000930786","0.6223680377006531,0.6226456165313721","0.5110572576522827,0.6152163743972778","0.619012176990509,0.7513402104377747","0.41957131028175354,0.7065730690956116","0.6079691648483276,0.8501459956169128","0.5023372769355774,0.8319781422615051","0.5941805243492126,0.8584831953048706","0.5263053178787231,0.8392752408981323","0.6524875164031982,0.89854896068573","0.49712514877319336,0.891208291053772"
254,"0.5884256362915039,0.4529111981391907","0.5979160666465759,0.4398370385169983","0.604627251625061,0.4389934539794922","0.6111717820167542,0.4381467401981354","0.5752533078193665,0.4415668547153473","0.5675445199012756,0.44187355041503906","0.560457170009613,0.44228631258010864","0.6260718107223511,0.439924955368042","0.5544501543045044,0.44577154517173767","0.6023321151733398,0.46342962980270386","0.5785329937934875,0.46471017599105835","0.6970289945602417,0.4929717481136322","0.5101712942123413,0.48876863718032837","0.761177659034729,0.581566333770752","0.3537926971912384,0.5128693580627441","0.6129938960075378,0.5961145758628845","0.21193359792232513,0.550751805305481","0.5660110712051392,0.5959669351577759","0.17667794227600098,0.5616273880004883","0.557235062122345,0.584077775478363","0.17449700832366943,0.5646597146987915","0.569896399974823,0.582242488861084","0.18976427614688873,0.5624518990516663","0.6170622706413269,0.6233288049697876","0.5107975602149963,0.6134129762649536","0.6035953760147095,0.7527300119400024","0.4067888855934143,0.7031840085983276","0.6049157381057739,0.8523982167243958","0.4896710216999054,0.8293641805648804","0.5924450755119324,0.860264003276825","0.5123605728149414,0.8358009457588196","0.6494619846343994,0.8981685638427734","0.4930216073989868,0.8905171155929565"
255,"0.5887234807014465,0.46006760001182556","0.6005110144615173,0.4469321668148041","0.6085682511329651,0.4460594654083252","0.6164208054542542,0.4452766478061676","0.5768089890480042,0.44827741384506226","0.5695662498474121,0.44861921668052673","0.5637251734733582,0.4491603374481201","0.6312230825424194,0.44659003615379333","0.559806227684021,0.4521450996398926","0.6054189801216125,0.4710308611392975","0.5785754919052124,0.4723130762577057","0.7008402347564697,0.49539780616760254","0.5118252038955688,0.4906800389289856","0.7652894854545593,0.5868094563484192","0.35255229473114014,0.5096734762191772","0.6169079542160034,0.5675021409988403","0.17733851075172424,0.5302918553352356","0.5762615203857422,0.5606904029846191","0.13907946646213531,0.5355504155158997","0.5772287845611572,0.5480731725692749","0.12947531044483185,0.536850094795227","0.5890950560569763,0.5489771962165833","0.14900125563144684,0.536332368850708","0.6114709377288818,0.6230379343032837","0.5043734908103943,0.612221896648407","0.5919702053070068,0.7517906427383423","0.3956981599330902,0.7039893865585327","0.6050177812576294,0.8546563386917114","0.4873458445072174,0.8297407031059265","0.5937022566795349,0.8637725710868835","0.5071563124656677,0.836330771446228","0.643763542175293,0.8978272676467896","0.48912858963012695,0.8904118537902832"
256,"0.590091347694397,0.46381431818008423","0.6048945188522339,0.45126432180404663","0.6134209036827087,0.45038241147994995","0.6216782331466675,0.4495648443698883","0.57993483543396,0.45241326093673706","0.5728737711906433,0.4527158737182617","0.5667895674705505,0.4532126486301422","0.6348997950553894,0.45172420144081116","0.5622026324272156,0.45640063285827637","0.6066889762878418,0.47492948174476624","0.5783536434173584,0.47563105821609497","0.7014920711517334,0.49873003363609314","0.5067399740219116,0.4941869378089905","0.7693296670913696,0.5900577306747437","0.35383763909339905,0.5079277753829956","0.6399754881858826,0.5514926314353943","0.18180683255195618,0.5148587226867676","0.6046060919761658,0.5376967191696167","0.1412680447101593,0.5178238749504089","0.6069232225418091,0.5255762338638306","0.13266518712043762,0.5158148407936096","0.6144770979881287,0.5285763144493103","0.15335768461227417,0.5164555311203003","0.6072078347206116,0.6254907846450806","0.5010911226272583,0.6123796701431274","0.5850365161895752,0.7497885227203369","0.3931891918182373,0.7053942084312439","0.6006787419319153,0.8549736142158508","0.4852662682533264,0.8292773365974426","0.5911862850189209,0.8634986877441406","0.5063410401344299,0.8369746208190918","0.638312578201294,0.8971104621887207","0.48963043093681335,0.889723002910614"
257,"0.5917359590530396,0.46686044335365295","0.606892466545105,0.4546065330505371","0.6153708696365356,0.4541737139225006","0.6234849095344543,0.45366406440734863","0.5824286341667175,0.4551122784614563","0.5757519006729126,0.4552244544029236","0.5693582892417908,0.45554834604263306","0.6369792819023132,0.4562055170536041","0.5638421773910522,0.45891085267066956","0.6082074642181396,0.4780283570289612","0.5796315670013428,0.4784250259399414","0.7032458186149597,0.5042181611061096","0.5075870156288147,0.4966602921485901","0.7708424925804138,0.5941330194473267","0.354263037443161,0.5061889886856079","0.646261990070343,0.5445445775985718","0.1845076084136963,0.5111694931983948","0.6178277134895325,0.529365062713623","0.14881323277950287,0.5139642953872681","0.6211238503456116,0.5187872648239136","0.14028103649616241,0.5130876302719116","0.6259744763374329,0.5223345160484314","0.15708522498607635,0.5135335922241211","0.6068491339683533,0.6294192671775818","0.5008115768432617,0.6138961315155029","0.5853881239891052,0.7492238283157349","0.39318037033081055,0.7048383355140686","0.5967050194740295,0.8553673028945923","0.48286888003349304,0.8293406367301941","0.587562084197998,0.8639017939567566","0.5052138566970825,0.8379227519035339","0.6397953629493713,0.8980324864387512","0.48995521664619446,0.8894737362861633"
258,"0.5939406156539917,0.46717581152915955","0.6086044311523438,0.4552538990974426","0.6172328591346741,0.4547354280948639","0.6253615617752075,0.4541190564632416","0.5843378305435181,0.45593661069869995","0.5777434706687927,0.4561636447906494","0.5709975361824036,0.456635057926178","0.6392653584480286,0.4568459093570709","0.5661165118217468,0.4600612223148346","0.6109825372695923,0.47849375009536743","0.5818355679512024,0.47920066118240356","0.7060272097587585,0.5071223974227905","0.5111252069473267,0.49724817276000977","0.7703994512557983,0.596532940864563","0.3580150604248047,0.5036702752113342","0.6366690397262573,0.5537967085838318","0.19122831523418427,0.5210310220718384","0.5990399122238159,0.5420098900794983","0.15722960233688354,0.526698887348175","0.6031304001808167,0.5296899080276489","0.15236157178878784,0.5278733968734741","0.6124072670936584,0.5321680903434753","0.1669185310602188,0.5273847579956055","0.6054295301437378,0.6334983706474304","0.49928373098373413,0.6168496012687683","0.5900494456291199,0.7541383504867554","0.3925398588180542,0.7061104774475098","0.5965680480003357,0.8549438714981079","0.4859922230243683,0.8301216959953308","0.5860879421234131,0.8634894490242004","0.5086581110954285,0.8387041091918945","0.6408089399337769,0.8987844586372375","0.49084633588790894,0.8897085189819336"
259,"0.5957230925559998,0.4680440425872803","0.609894871711731,0.4559798240661621","0.6191185712814331,0.4554356038570404","0.6271647214889526,0.4547829031944275","0.5856414437294006,0.45647674798965454","0.5791535973548889,0.4565961956977844","0.5721949934959412,0.4569912850856781","0.6414362788200378,0.4568193554878235","0.5686362385749817,0.4599171578884125","0.6129451990127563,0.47959619760513306","0.5838679075241089,0.4805445671081543","0.7055007219314575,0.5070511698722839","0.5182021856307983,0.49711862206459045","0.7678457498550415,0.5950251221656799","0.35932523012161255,0.5026516318321228","0.6183896064758301,0.5644739270210266","0.21120315790176392,0.5335446000099182","0.5762903690338135,0.5585765838623047","0.17647911608219147,0.54180908203125","0.5756147503852844,0.5478302240371704","0.17981237173080444,0.532974123954773","0.5880123972892761,0.54844069480896","0.19395124912261963,0.5294917821884155","0.606967568397522,0.6349244713783264","0.49995189905166626,0.620061993598938","0.5979800224304199,0.7585423588752747","0.3961644470691681,0.7067791223526001","0.5981402397155762,0.8546183705329895","0.4898543357849121,0.8308714032173157","0.5857905745506287,0.8633907437324524","0.5118272304534912,0.8391603231430054","0.6412346959114075,0.8993651270866394","0.4910156726837158,0.8903014063835144"
260,"0.5970695614814758,0.46698665618896484","0.6105358004570007,0.45491328835487366","0.619496762752533,0.454319566488266","0.6271753311157227,0.45361846685409546","0.5872922539710999,0.4553506374359131","0.5809075832366943,0.45547041296958923","0.5741109251976013,0.4558953642845154","0.6412229537963867,0.4558219909667969","0.5712826251983643,0.458945095539093","0.61421799659729,0.478424072265625","0.5861581563949585,0.4794883728027344","0.7051100134849548,0.5060663223266602","0.5207902193069458,0.4959750771522522","0.7626242637634277,0.5925025939941406","0.36410871148109436,0.506717324256897","0.6106821298599243,0.5796804428100586","0.22040468454360962,0.5485906004905701","0.5659704208374023,0.579765260219574","0.18997381627559662,0.5690242648124695","0.5574504137039185,0.5692307353019714","0.19479089975357056,0.5731635689735413","0.5714534521102905,0.5683254599571228","0.20820382237434387,0.5677333474159241","0.6087453365325928,0.6338117122650146","0.5074180960655212,0.620209813117981","0.5986107587814331,0.7617008686065674","0.4024825692176819,0.7135790586471558","0.6002702116966248,0.8557050824165344","0.4902808666229248,0.8329339027404785","0.5867226719856262,0.8633800745010376","0.513404130935669,0.8400968313217163","0.6426180005073547,0.9000116586685181","0.4908716380596161,0.8909873962402344"
261,"0.5959796905517578,0.4619106352329254","0.6091720461845398,0.45062318444252014","0.6180026531219482,0.45051854848861694","0.6257463693618774,0.4503934979438782","0.5861088633537292,0.4514854848384857","0.5793715715408325,0.45197129249572754","0.5724912881851196,0.452536404132843","0.6400503516197205,0.45306140184402466","0.5695873498916626,0.4569666385650635","0.6128272414207458,0.47380056977272034","0.584751307964325,0.4738115668296814","0.7036641240119934,0.5039438009262085","0.5192410945892334,0.4959431290626526","0.7596504092216492,0.5898271799087524","0.3693547248840332,0.518201470375061","0.6096062660217285,0.611225962638855","0.2502962648868561,0.5783625245094299","0.5684087872505188,0.6244058609008789","0.2120327204465866,0.6028680801391602","0.553279459476471,0.6134735345840454","0.23319973051548004,0.6108805537223816","0.5651847124099731,0.6085418462753296","0.2506554126739502,0.604070782661438","0.616066575050354,0.6336716413497925","0.5169703960418701,0.6215447783470154","0.6108890771865845,0.7598894834518433","0.418620765209198,0.719088077545166","0.6036598086357117,0.855453372001648","0.4989599585533142,0.8370957374572754","0.587222695350647,0.8631364107131958","0.5164245367050171,0.8450404405593872","0.645491898059845,0.9000073671340942","0.49097955226898193,0.8910536766052246"
262,"0.5955193042755127,0.4592989385128021","0.6089150905609131,0.44706112146377563","0.6176079511642456,0.4467257857322693","0.6255196332931519,0.4463699460029602","0.5858298540115356,0.44869667291641235","0.5789284110069275,0.44950905442237854","0.5715784430503845,0.4500139653682709","0.638825535774231,0.447673499584198","0.5684314966201782,0.4532248079776764","0.6120204329490662,0.4704953134059906","0.5839078426361084,0.47100353240966797","0.7029977440834045,0.5010548830032349","0.5168928503990173,0.494485080242157","0.7512102127075195,0.5873812437057495","0.3821902871131897,0.5339897871017456","0.6260214447975159,0.6411426663398743","0.2856181859970093,0.6041279435157776","0.5923150181770325,0.6649791598320007","0.2538206875324249,0.6328125596046448","0.5791803598403931,0.6565181016921997","0.27404457330703735,0.6381757259368896","0.5862830281257629,0.648408055305481","0.28732743859291077,0.6305527091026306","0.6250106692314148,0.6356252431869507","0.5219793319702148,0.6249688863754272","0.6272885203361511,0.7587004899978638","0.44204166531562805,0.7268930077552795","0.6064386367797852,0.8548682332038879","0.5163624882698059,0.839025616645813","0.5875756144523621,0.8628963232040405","0.5309420824050903,0.8489176034927368","0.6472660303115845,0.900039792060852","0.49146804213523865,0.8911226391792297"
263,"0.5913706421852112,0.45745906233787537","0.6032589673995972,0.4447805881500244","0.6116920113563538,0.44445285201072693","0.6196897029876709,0.4440808892250061","0.5822156071662903,0.44536417722702026","0.575111448764801,0.44563302397727966","0.566895067691803,0.44574040174484253","0.6348788142204285,0.44438186287879944","0.5611019730567932,0.44733309745788574","0.6035858392715454,0.46899694204330444","0.5794590711593628,0.4688193202018738","0.6953012943267822,0.49891194701194763","0.5037899017333984,0.4944826662540436","0.7440336346626282,0.5868580937385559","0.3792179226875305,0.5599446892738342","0.656686544418335,0.6685880422592163","0.3321648836135864,0.6447802186012268","0.653095006942749,0.6953300833702087","0.3127741813659668,0.6738324165344238","0.6321737766265869,0.6922809481620789","0.33949732780456543,0.6747007966041565","0.6284373998641968,0.6805733442306519","0.3497409522533417,0.6654056310653687","0.6347464919090271,0.6307181715965271","0.5229650735855103,0.624396800994873","0.64473557472229,0.7495670914649963","0.46571430563926697,0.728935718536377","0.6065210700035095,0.8538913726806641","0.5311002731323242,0.841389000415802","0.5881280899047852,0.8621721267700195","0.5449743270874023,0.8517254590988159","0.6482287645339966,0.9006668925285339","0.49375805258750916,0.8918348550796509"
264,"0.5864303708076477,0.4552594721317291","0.5960493087768555,0.44241541624069214","0.6039007902145386,0.44191551208496094","0.6114411354064941,0.44133472442626953","0.5753328800201416,0.44337525963783264","0.5676420331001282,0.4436725080013275","0.558697521686554,0.4439617693424225","0.6253471374511719,0.4410704970359802","0.5485877990722656,0.4456283152103424","0.5978966951370239,0.4668057858943939","0.5744451880455017,0.46721187233924866","0.6857708096504211,0.4954918324947357","0.4925585091114044,0.49448108673095703","0.7406349778175354,0.579864501953125","0.38106265664100647,0.563080906867981","0.7270805239677429,0.6747873425483704","0.40889278054237366,0.6491655111312866","0.7286258935928345,0.7012310028076172","0.4142095446586609,0.6740944981575012","0.7124590277671814,0.6992971897125244","0.43779802322387695,0.6698547601699829","0.7088216543197632,0.6900550127029419","0.4420204162597656,0.6621633172035217","0.6392029523849487,0.6225894689559937","0.5260153412818909,0.6217136383056641","0.675434947013855,0.7383679151535034","0.4938510060310364,0.7276197075843811","0.6077150106430054,0.8515181541442871","0.5364491939544678,0.8428553342819214","0.5897807478904724,0.8604823350906372","0.5488165020942688,0.8537141680717468","0.6507708430290222,0.9010663032531738","0.4952136278152466,0.8925978541374207"
265,"0.5783778429031372,0.45308321714401245","0.5891663432121277,0.4402425289154053","0.5968002676963806,0.4398299753665924","0.6043394804000854,0.4394198954105377","0.5675979852676392,0.44130921363830566","0.5591290593147278,0.4416484236717224","0.5501539707183838,0.4420417845249176","0.6165090203285217,0.4400602877140045","0.5368423461914062,0.444191038608551","0.589350163936615,0.4647541642189026","0.5648550391197205,0.4653452932834625","0.6742830872535706,0.49332189559936523","0.47723469138145447,0.4940677285194397","0.7427427768707275,0.5721266865730286","0.3828977942466736,0.5676071047782898","0.7979949116706848,0.6581693887710571","0.4667288064956665,0.6329639554023743","0.8154152631759644,0.6823686361312866","0.48936590552330017,0.6541612148284912","0.7995496392250061,0.6869491338729858","0.5085855722427368,0.6486279964447021","0.7902779579162598,0.6780807971954346","0.49943283200263977,0.6403743028640747","0.6448811292648315,0.61696857213974","0.5284711718559265,0.6186923384666443","0.7038848996162415,0.7263861894607544","0.5179076790809631,0.7276701331138611","0.6178575754165649,0.8456756472587585","0.538796603679657,0.8430129289627075","0.5976328253746033,0.8554235696792603","0.5537045001983643,0.8536086082458496","0.6508203148841858,0.9009084701538086","0.4964121878147125,0.8926657438278198"
266,"0.5693280696868896,0.45274147391319275","0.5819165706634521,0.4398677349090576","0.5894351601600647,0.43960437178611755","0.5964833498001099,0.4393720030784607","0.5580859184265137,0.44069546461105347","0.5492845177650452,0.4409901201725006","0.5399412512779236,0.4413836896419525","0.6060853600502014,0.4406748414039612","0.5263556838035583,0.4440266191959381","0.5798565745353699,0.46483612060546875","0.5529653429985046,0.4654998183250427","0.6625701189041138,0.4921291768550873","0.4627240002155304,0.4964826703071594","0.7542933821678162,0.5625576376914978","0.38149550557136536,0.5820826292037964","0.8605738878250122,0.6454715132713318","0.511978030204773,0.6180563569068909","0.8891085386276245,0.6657294631004333","0.5575644969940186,0.6422265768051147","0.8748068809509277,0.6663135290145874","0.5672304034233093,0.6161113977432251","0.8595789670944214,0.6591098308563232","0.5531507134437561,0.6114070415496826","0.6472562551498413,0.6141067743301392","0.5313610434532166,0.6172082424163818","0.7296276688575745,0.721892237663269","0.5305716395378113,0.7323510050773621","0.6322202682495117,0.8421818017959595","0.5423578023910522,0.8442124128341675","0.6079269051551819,0.851054847240448","0.5595249533653259,0.8545317649841309","0.6517927646636963,0.900251567363739","0.5004587173461914,0.8926962018013"
