Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
84,"0.5874847173690796,0.3675830066204071","0.6015071272850037,0.3572961091995239","0.6080890893936157,0.3574410676956177","0.6148841381072998,0.3577262759208679","0.5775133967399597,0.35786834359169006","0.5684424638748169,0.3585197329521179","0.5604263544082642,0.35946446657180786","0.6290249824523926,0.3637929856777191","0.5501709580421448,0.3657858967781067","0.6051216721534729,0.37969082593917847","0.57462078332901,0.3807203769683838","0.683748722076416,0.41865769028663635","0.4978705644607544,0.430961936712265","0.6908325552940369,0.4810279905796051","0.5192859172821045,0.49345341324806213","0.544824481010437,0.4363395571708679","0.6367844939231873,0.43555688858032227","0.5125541090965271,0.4266313910484314","0.6700834035873413,0.4286987781524658","0.5139300227165222,0.42033106088638306","0.6687378287315369,0.42106565833091736","0.5240098237991333,0.42209750413894653","0.6570489406585693,0.4227827191352844","0.6588504314422607,0.6009171605110168","0.5411614179611206,0.602918267250061","0.6410029530525208,0.7526272535324097","0.5531147122383118,0.7469745874404907","0.6203907132148743,0.883928656578064","0.568065345287323,0.882556140422821","0.6173505783081055,0.8959627151489258","0.5760989189147949,0.8953658938407898","0.6479653120040894,0.9376693964004517","0.539021372795105,0.9332937002182007"
85,"0.5872009992599487,0.3674808442592621","0.6011638045310974,0.35727736353874207","0.6078994870185852,0.3573823869228363","0.614423930644989,0.35761111974716187","0.5774403214454651,0.3578539788722992","0.5684250593185425,0.35849708318710327","0.5604100823402405,0.35942620038986206","0.6279224753379822,0.36326831579208374","0.5501576066017151,0.36559945344924927","0.6043495535850525,0.3792135417461395","0.5742861032485962,0.38016483187675476","0.6837167739868164,0.41973748803138733","0.49800029397010803,0.4278227388858795","0.7127127051353455,0.48560160398483276","0.49317482113838196,0.4927908778190613","0.5602195262908936,0.4380834698677063","0.6286453008651733,0.4375612735748291","0.5258198380470276,0.42783862352371216","0.6607550382614136,0.4303503632545471","0.528496265411377,0.42144179344177246","0.6595600843429565,0.42282119393348694","0.5390075445175171,0.4231635630130768","0.6490529775619507,0.42461997270584106","0.6585824489593506,0.6012765169143677","0.5414307117462158,0.6029406785964966","0.6409202814102173,0.7526329755783081","0.5525525808334351,0.746994137763977","0.6204009056091309,0.8839933276176453","0.5680230259895325,0.8826125860214233","0.617396891117096,0.8960501551628113","0.5760918259620667,0.8955199122428894","0.647988498210907,0.9376195669174194","0.5391676425933838,0.9332202672958374"
86,"0.5866346955299377,0.36743873357772827","0.6003015041351318,0.3572461009025574","0.6074349284172058,0.35728639364242554","0.6138191223144531,0.3574347496032715","0.5766336917877197,0.35790887475013733","0.5678759813308716,0.3586161434650421","0.560160219669342,0.35958945751190186","0.6271507740020752,0.3630819618701935","0.5500603318214417,0.36577004194259644","0.6039292812347412,0.3791077435016632","0.5737780928611755,0.3802136182785034","0.6872016787528992,0.4222326874732971","0.5012853145599365,0.4285818934440613","0.7479138970375061,0.4855974316596985","0.45372751355171204,0.49308449029922485","0.5875844955444336,0.4390038549900055","0.6033515334129333,0.44064831733703613","0.5551754236221313,0.42840099334716797","0.6277328133583069,0.4315940737724304","0.5546526908874512,0.4224972128868103","0.6253954172134399,0.4234452247619629","0.5632289052009583,0.4245660901069641","0.6171944737434387,0.42605525255203247","0.6590094566345215,0.6032400727272034","0.5438469648361206,0.6039132475852966","0.6409622430801392,0.7530460953712463","0.5525511503219604,0.7473023533821106","0.6204312443733215,0.8839948773384094","0.5680290460586548,0.8826127052307129","0.6174542903900146,0.8960541486740112","0.5760948061943054,0.8955345153808594","0.6481360793113708,0.9375198483467102","0.539314329624176,0.9331901669502258"
87,"0.5863080024719238,0.367767870426178","0.6000797748565674,0.35759270191192627","0.6074076890945435,0.357543408870697","0.6138068437576294,0.35761401057243347","0.5761107206344604,0.3584563136100769","0.5675328373908997,0.35915476083755493","0.5599110126495361,0.36007311940193176","0.6273316144943237,0.36328110098838806","0.5498116612434387,0.3660079836845398","0.6039101481437683,0.3793088495731354","0.573747456073761,0.38064852356910706","0.6918711066246033,0.4252774119377136","0.503403902053833,0.4328862130641937","0.7808869481086731,0.4853507876396179","0.42312750220298767,0.49319833517074585","0.6232030391693115,0.44076037406921387","0.551365315914154,0.4489075243473053","0.5950222611427307,0.42930716276168823","0.5812238454818726,0.43286028504371643","0.5901246070861816,0.4233741760253906","0.5805342793464661,0.42772167921066284","0.5963852405548096,0.4250648617744446","0.5746084451675415,0.432934433221817","0.6607948541641235,0.6039448380470276","0.5474714040756226,0.6045926809310913","0.6409671902656555,0.7534750699996948","0.5525525212287903,0.7480281591415405","0.6204180121421814,0.8840316534042358","0.5680477023124695,0.8825923204421997","0.6174556016921997,0.8960905075073242","0.5760980248451233,0.8954971432685852","0.6485281586647034,0.9375060200691223","0.539323091506958,0.9331743121147156"
88,"0.5849770307540894,0.367779016494751","0.5994503498077393,0.35760876536369324","0.6069982647895813,0.3575550317764282","0.6136356592178345,0.35762470960617065","0.5748058557510376,0.358442097902298","0.5663472414016724,0.3591004014015198","0.5585997700691223,0.3599618971347809","0.6271811127662659,0.36328309774398804","0.5486112236976624,0.3659927248954773","0.6034896373748779,0.37942880392074585","0.5724179148674011,0.3806450366973877","0.6920666694641113,0.4271170198917389","0.5032230615615845,0.43695268034935","0.8054444193840027,0.4835195541381836","0.395085871219635,0.49334439635276794","0.6455497145652771,0.441058486700058","0.5302109718322754,0.4520658552646637","0.6112533807754517,0.42950955033302307","0.5636172890663147,0.4343472123146057","0.6050716042518616,0.42349570989608765","0.5683420300483704,0.4294595718383789","0.6114300489425659,0.42578601837158203","0.5608338713645935,0.4349951148033142","0.6623197197914124,0.6042382121086121","0.5491886734962463,0.6050829887390137","0.64096999168396,0.753654956817627","0.5524483323097229,0.7490154504776001","0.6204834580421448,0.8841291666030884","0.5682146549224854,0.882607102394104","0.6175610423088074,0.8961165547370911","0.5761920213699341,0.8954928517341614","0.6493675708770752,0.937517523765564","0.5393279790878296,0.9335073232650757"
89,"0.5850698351860046,0.3677404522895813","0.5998499989509583,0.3576066195964813","0.6075805425643921,0.35755008459091187","0.6144821047782898,0.3576242923736572","0.5748986005783081,0.358416885137558","0.5664353966712952,0.35905197262763977","0.5586692094802856,0.35991209745407104","0.6277574896812439,0.36328622698783875","0.5486053228378296,0.3659786283969879","0.6038001775741577,0.3794323205947876","0.5725563764572144,0.38064074516296387","0.6918348670005798,0.42904719710350037","0.5031540989875793,0.43693429231643677","0.8283490538597107,0.48240360617637634","0.3706201910972595,0.493239164352417","0.6720976829528809,0.441453218460083","0.509656548500061,0.4532178044319153","0.6350871920585632,0.4289027750492096","0.541998565196991,0.4351884722709656","0.6287606358528137,0.4236224591732025","0.546777069568634,0.43048009276390076","0.6354684829711914,0.42612165212631226","0.5398502945899963,0.43635183572769165","0.6628655195236206,0.604744553565979","0.5495358109474182,0.6053594350814819","0.6406322717666626,0.7541612386703491","0.5524170994758606,0.7498002648353577","0.6213687658309937,0.8846386075019836","0.5687189102172852,0.8828377723693848","0.6179611682891846,0.8963056802749634","0.5764625072479248,0.8955381512641907","0.6514616012573242,0.9375212788581848","0.5393955707550049,0.9335424304008484"
90,"0.5852108597755432,0.367806613445282","0.6003615260124207,0.3576173782348633","0.6080880761146545,0.35755378007888794","0.6149308681488037,0.35763174295425415","0.5750892162322998,0.35870611667633057","0.5665670037269592,0.3595377206802368","0.5588643550872803,0.3606218993663788","0.6283360719680786,0.3633396029472351","0.5486835241317749,0.3663530945777893","0.6042624711990356,0.380018949508667","0.5730058550834656,0.38205450773239136","0.6927710175514221,0.42934662103652954","0.5025421977043152,0.4361470639705658","0.8362317681312561,0.4817025661468506","0.3700557351112366,0.4906432032585144","0.7121471166610718,0.4417138993740082","0.4911932647228241,0.4523698389530182","0.6782234907150269,0.42909231781959534","0.5181565880775452,0.43449753522872925","0.6682822108268738,0.4238913953304291","0.5225668549537659,0.4293423593044281","0.6736172437667847,0.42630892992019653","0.5182281732559204,0.43525081872940063","0.6630748510360718,0.6050376892089844","0.5500423908233643,0.6053079962730408","0.6405950784683228,0.7545247077941895","0.5524575114250183,0.7502346038818359","0.6216858625411987,0.88471519947052","0.569639265537262,0.8831513524055481","0.618043839931488,0.8963049054145813","0.5769412517547607,0.8957428932189941","0.653125524520874,0.9371516108512878","0.5396280288696289,0.9335476160049438"
91,"0.5858917236328125,0.3677315413951874","0.6016667485237122,0.3570897579193115","0.6091684699058533,0.35703593492507935","0.6161981225013733,0.35713666677474976","0.5756251215934753,0.3583891689777374","0.5667301416397095,0.3592833876609802","0.5590235590934753,0.3603815734386444","0.6295812129974365,0.36309146881103516","0.5487362742424011,0.3662998676300049","0.6049502491950989,0.38003113865852356","0.5735716223716736,0.38210129737854004","0.6972061991691589,0.42962464690208435","0.4972418546676636,0.43350648880004883","0.8424006700515747,0.481356143951416","0.3612639605998993,0.4886447489261627","0.7467803955078125,0.44176435470581055","0.45745849609375,0.4503099024295807","0.7175148725509644,0.4293162226676941","0.4779435396194458,0.4331837296485901","0.7081339359283447,0.4238114356994629","0.48535725474357605,0.427423894405365","0.7108765840530396,0.4264689087867737","0.48511624336242676,0.43301573395729065","0.6631234288215637,0.6067365407943726","0.5499229431152344,0.6057015657424927","0.6403445601463318,0.7548984885215759","0.5526107549667358,0.7510757446289062","0.6222480535507202,0.8847796320915222","0.569722592830658,0.8831861615180969","0.6183533668518066,0.8963056802749634","0.5769467949867249,0.895743727684021","0.6534181833267212,0.9369880557060242","0.5401529669761658,0.9335611462593079"
92,"0.5838661789894104,0.3671160340309143","0.600746750831604,0.35625165700912476","0.6087341904640198,0.35621675848960876","0.6159509420394897,0.35636019706726074","0.574378490447998,0.3575673997402191","0.5658090114593506,0.3583529591560364","0.5581337213516235,0.35932457447052","0.6294494867324829,0.3629569411277771","0.5487262010574341,0.36589959263801575","0.6030095815658569,0.37934982776641846","0.5709352493286133,0.38169485330581665","0.6978126764297485,0.43026337027549744","0.49076661467552185,0.43160882592201233","0.8411468267440796,0.4794686734676361","0.3604889214038849,0.4881207346916199","0.7894351482391357,0.44232043623924255","0.4115792512893677,0.44735366106033325","0.7679429054260254,0.42952099442481995","0.4324954152107239,0.4305298924446106","0.7530445456504822,0.4239014685153961","0.44356855750083923,0.42383188009262085","0.755517840385437,0.4268212914466858","0.44363898038864136,0.4295003414154053","0.6630979776382446,0.6079906225204468","0.5498350858688354,0.6068066358566284","0.6401503086090088,0.7556259036064148","0.5530741810798645,0.75261390209198","0.6223599910736084,0.8849576711654663","0.5698138475418091,0.8833366632461548","0.6184476017951965,0.8964208364486694","0.5770133137702942,0.8957756161689758","0.6534708738327026,0.9370643496513367","0.540058970451355,0.9336559176445007"
93,"0.5827191472053528,0.36703699827194214","0.6000434160232544,0.35604962706565857","0.6083364486694336,0.3560061454772949","0.6156038641929626,0.3561655879020691","0.573505163192749,0.3573527932167053","0.5649433732032776,0.35810017585754395","0.5570000410079956,0.3590432107448578","0.6294043064117432,0.36288589239120483","0.54843670129776,0.3658197820186615","0.6018991470336914,0.37924355268478394","0.5693895816802979,0.3816719055175781","0.6997833847999573,0.4307944178581238","0.4873684048652649,0.43346840143203735","0.8406894207000732,0.47565874457359314","0.3697792887687683,0.4929555356502533","0.8146517276763916,0.4410722851753235","0.37913596630096436,0.44368988275527954","0.7993553876876831,0.4274348318576813","0.3869853615760803,0.4274219572544098","0.7848073244094849,0.42237982153892517","0.4002125561237335,0.42008304595947266","0.787023663520813,0.4259132742881775","0.4034470021724701,0.4250869154930115","0.6631447076797485,0.6095953583717346","0.5497413277626038,0.6087166666984558","0.6400672197341919,0.7561824917793274","0.5532422065734863,0.7534037828445435","0.622579038143158,0.8850752711296082","0.569866418838501,0.8834168314933777","0.6185859441757202,0.8964751958847046","0.577057957649231,0.8957751989364624","0.6537446975708008,0.9371177554130554","0.5398803949356079,0.9336935877799988"
94,"0.5824474096298218,0.3670165240764618","0.6000023484230042,0.3559006154537201","0.608322262763977,0.35583287477493286","0.6155798435211182,0.3559862971305847","0.5732572078704834,0.35725137591362","0.5646560192108154,0.3579798638820648","0.5565801858901978,0.35890814661979675","0.6293923854827881,0.3627600073814392","0.5483810305595398,0.36563923954963684","0.6017783284187317,0.3792157769203186","0.5689228773117065,0.3816654086112976","0.7017892003059387,0.4309074282646179","0.48749130964279175,0.4335511326789856","0.844152569770813,0.46910563111305237","0.3680616617202759,0.48811784386634827","0.841157853603363,0.4319688379764557","0.35424095392227173,0.4403069019317627","0.8320157527923584,0.4207834303379059","0.3520248532295227,0.4256826937198639","0.8194786310195923,0.41613611578941345","0.3706709146499634,0.41703563928604126","0.8176743984222412,0.41976696252822876","0.3772799074649811,0.4219323992729187","0.6630123853683472,0.6103531718254089","0.5496677160263062,0.6093550324440002","0.6397985219955444,0.756178081035614","0.553205132484436,0.7533243894577026","0.6230264902114868,0.8851249814033508","0.5697916746139526,0.883418083190918","0.6191527247428894,0.8964802026748657","0.5770517587661743,0.8956536054611206","0.6538791060447693,0.937131404876709","0.5390869379043579,0.9337195158004761"
95,"0.582286536693573,0.36736685037612915","0.6000090837478638,0.35593700408935547","0.6084103584289551,0.3558667004108429","0.6156747937202454,0.35603171586990356","0.5731468796730042,0.3572598695755005","0.5645484328269958,0.35797661542892456","0.5564398169517517,0.3588690161705017","0.6299995183944702,0.3627564311027527","0.5484060049057007,0.365469753742218","0.601773738861084,0.3796520531177521","0.5687049627304077,0.3818531334400177","0.7024540305137634,0.4310607314109802","0.4877244234085083,0.43382906913757324","0.8507865071296692,0.46771183609962463","0.3693912923336029,0.4853448271751404","0.8836680054664612,0.4335760474205017","0.3161497712135315,0.4407508969306946","0.8801570534706116,0.421612024307251","0.3046056032180786,0.42502689361572266","0.8642407655715942,0.416054904460907","0.3240419030189514,0.41496187448501587","0.858151912689209,0.42003875970840454","0.33083221316337585,0.42051100730895996","0.6628820300102234,0.6108587384223938","0.5491896867752075,0.6099144816398621","0.6396743059158325,0.7561866044998169","0.5530303716659546,0.7532967925071716","0.6230237483978271,0.8851267695426941","0.5697906017303467,0.8834484219551086","0.6191387176513672,0.8964734077453613","0.5770623087882996,0.8956519365310669","0.6538626551628113,0.9371278882026672","0.5385583639144897,0.9337136149406433"
96,"0.5821051001548767,0.36738911271095276","0.5997630953788757,0.35594192147254944","0.6083306074142456,0.35587066411972046","0.6155039072036743,0.3560357093811035","0.5727877020835876,0.3572526276111603","0.5642185807228088,0.3579285740852356","0.5560553073883057,0.35877251625061035","0.630005419254303,0.3626551628112793","0.5483041405677795,0.36524802446365356","0.601664662361145,0.3797011077404022","0.5683951377868652,0.38184791803359985","0.7024003267288208,0.4310022294521332","0.4871808886528015,0.4338330328464508","0.8397198915481567,0.46375101804733276","0.3652549684047699,0.4792456030845642","0.9090992212295532,0.43453526496887207","0.2801576256752014,0.43820834159851074","0.9208080768585205,0.4218880534172058","0.255188524723053,0.4254380166530609","0.9049315452575684,0.4154064655303955","0.2779028117656708,0.41234731674194336","0.8952996730804443,0.42030900716781616","0.2880864143371582,0.41697582602500916","0.6621617078781128,0.6110658645629883","0.5478516221046448,0.6103482842445374","0.6394003629684448,0.7562234997749329","0.5525599718093872,0.7532517910003662","0.623022198677063,0.8850924372673035","0.5697848200798035,0.88346928358078","0.619140088558197,0.896367073059082","0.5770779252052307,0.8956430554389954","0.6538188457489014,0.9370948076248169","0.5383552312850952,0.9336732029914856"
97,"0.581697940826416,0.3673871159553528","0.5992510914802551,0.35592037439346313","0.6080716252326965,0.35584312677383423","0.6151373386383057,0.3560064435005188","0.5722886323928833,0.3571520745754242","0.5638593435287476,0.35773059725761414","0.5557361841201782,0.35847392678260803","0.62999027967453,0.3624463677406311","0.5482355356216431,0.364685595035553","0.6012393832206726,0.3797265589237213","0.5676378607749939,0.3818094730377197","0.702023983001709,0.4310844838619232","0.486061692237854,0.4338422417640686","0.8363800644874573,0.46137508749961853","0.35944610834121704,0.47529274225234985","0.9405786991119385,0.43378591537475586","0.24686101078987122,0.43619632720947266","0.9569953083992004,0.4205167293548584","0.22733554244041443,0.4229516088962555","0.9454060792922974,0.41210103034973145","0.24169780313968658,0.40885764360427856","0.9347811937332153,0.4175267219543457","0.24858950078487396,0.4139631688594818","0.659683346748352,0.6109705567359924","0.5458455681800842,0.6102905869483948","0.638123095035553,0.7561705708503723","0.552000105381012,0.7529119849205017","0.6230145692825317,0.8850933909416199","0.5697840452194214,0.8834993243217468","0.6191415786743164,0.8963258862495422","0.5771422386169434,0.8956403732299805","0.6536163091659546,0.9369476437568665","0.5381680130958557,0.9335776567459106"
98,"0.5816855430603027,0.3673761785030365","0.5991752743721008,0.35585683584213257","0.6079661250114441,0.35576802492141724","0.6148437261581421,0.3559309244155884","0.57229083776474,0.3570610582828522","0.5638597011566162,0.35761159658432007","0.5557490587234497,0.3583143651485443","0.629494845867157,0.36231809854507446","0.5482344031333923,0.3644419014453888","0.6009542942047119,0.3797294497489929","0.5674986243247986,0.38179245591163635","0.7018969058990479,0.4312126636505127","0.4841838777065277,0.43390971422195435","0.8404526710510254,0.4572475850582123","0.3517266809940338,0.467827707529068","0.9712783694267273,0.4336811602115631","0.22117625176906586,0.4339492917060852","1.003272294998169,0.4210757315158844","0.19482094049453735,0.4218713641166687","0.996353805065155,0.4125232696533203","0.20084676146507263,0.4082818627357483","0.9833903908729553,0.4175049364566803","0.20930466055870056,0.41333311796188354","0.6580649614334106,0.6111183166503906","0.5444133281707764,0.6103681325912476","0.6366605758666992,0.7560267448425293","0.5514203310012817,0.7523764967918396","0.6229405999183655,0.8850372433662415","0.5696756839752197,0.8835018277168274","0.6191006302833557,0.896187961101532","0.5771428346633911,0.8956291079521179","0.6531882286071777,0.9366803169250488","0.5376496315002441,0.9333184361457825"
99,"0.5811960101127625,0.3673451244831085","0.5987539291381836,0.35580772161483765","0.607627809047699,0.3557257652282715","0.6144865155220032,0.35589051246643066","0.5720815062522888,0.35694420337677","0.56374192237854,0.35745441913604736","0.5557113885879517,0.3581060767173767","0.6290884017944336,0.36227932572364807","0.5482363104820251,0.36413663625717163","0.6003045439720154,0.3797371983528137","0.5668447017669678,0.3816583752632141","0.7017781734466553,0.43121328949928284","0.4829833507537842,0.4339112639427185","0.84376460313797,0.45247015357017517","0.3433968126773834,0.4584513306617737","0.9869908094406128,0.4329846501350403","0.19893863797187805,0.43002429604530334","1.0258725881576538,0.4228816628456116","0.16630412638187408,0.4183935225009918","1.028130054473877,0.41392213106155396","0.16964364051818848,0.4057494103908539","1.0088746547698975,0.41789954900741577","0.17991067469120026,0.41012176871299744","0.6571356654167175,0.6112655401229858","0.5429607629776001,0.6105747222900391","0.6356172561645508,0.7560107707977295","0.5510646104812622,0.7520907521247864","0.6228827238082886,0.8850066065788269","0.5694271326065063,0.8835099339485168","0.6190871596336365,0.8961018323898315","0.577090859413147,0.8956261873245239","0.6526220440864563,0.936570942401886","0.5373632907867432,0.9330665469169617"
100,"0.5805824995040894,0.3670308291912079","0.5980509519577026,0.355587363243103","0.6070287227630615,0.3555141091346741","0.6139571070671082,0.35567015409469604","0.5718331933021545,0.35668355226516724","0.5636163949966431,0.35717546939849854","0.5556564331054688,0.3577994406223297","0.6289601922035217,0.3621090352535248","0.5484153032302856,0.36377015709877014","0.5999499559402466,0.3795405626296997","0.5664122104644775,0.38107964396476746","0.7016188502311707,0.43120431900024414","0.4831260144710541,0.43357163667678833","0.8525694012641907,0.4496285915374756","0.3351908028125763,0.4519776403903961","0.999190092086792,0.43192440271377563","0.18247327208518982,0.42769327759742737","1.0387400388717651,0.42364272475242615","0.1471385806798935,0.41652536392211914","1.0471086502075195,0.41514819860458374","0.14828379452228546,0.4053371846675873","1.0234112739562988,0.41814666986465454","0.16012266278266907,0.4097978472709656","0.6566635370254517,0.6113373041152954","0.5416585206985474,0.6106707453727722","0.6348000168800354,0.7560293674468994","0.5509169697761536,0.7520800828933716","0.6228606104850769,0.8850418925285339","0.5693568587303162,0.8835555911064148","0.6191022396087646,0.8961002230644226","0.5770915746688843,0.8956259489059448","0.6520065069198608,0.9365702867507935","0.5373396873474121,0.9328745603561401"
101,"0.5801310539245605,0.36553651094436646","0.5973483920097351,0.35428664088249207","0.6063136458396912,0.35431990027427673","0.6134167909622192,0.35454198718070984","0.5715510249137878,0.3554427921772003","0.5634648203849792,0.35609063506126404","0.5555499792098999,0.3568045496940613","0.6287317276000977,0.3615051805973053","0.5485039353370667,0.363189697265625","0.5998068451881409,0.37813568115234375","0.5660013556480408,0.37914958596229553","0.7017698287963867,0.4307634234428406","0.4831274151802063,0.43265825510025024","0.8586863279342651,0.4444755017757416","0.32874199748039246,0.4478594660758972","1.0048738718032837,0.4293634295463562","0.17339511215686798,0.4266560971736908","1.0443947315216064,0.42375248670578003","0.13837258517742157,0.4156823754310608","1.053384780883789,0.4153401851654053","0.1367223858833313,0.40579676628112793","1.027694582939148,0.41849032044410706","0.1487702578306198,0.4103606641292572","0.6566564440727234,0.6113067865371704","0.5412573218345642,0.6106621026992798","0.6346868872642517,0.7560561895370483","0.550908088684082,0.7520757913589478","0.6228282451629639,0.8850555419921875","0.5693393349647522,0.883581280708313","0.6191076636314392,0.8960993885993958","0.5771062970161438,0.8956269025802612","0.6513566970825195,0.9365687370300293","0.5373243689537048,0.9328191876411438"
102,"0.5797662138938904,0.3650183081626892","0.5968204736709595,0.3538340628147125","0.6057711839675903,0.3538844585418701","0.6129704117774963,0.35412025451660156","0.5712352991104126,0.3550652265548706","0.5632215142250061,0.355760395526886","0.5552810430526733,0.3564959466457367","0.628200352191925,0.3611932396888733","0.5484732389450073,0.3629368841648102","0.5995568633079529,0.37760496139526367","0.5654867887496948,0.3784329295158386","0.7016780376434326,0.4298087954521179","0.48294833302497864,0.43108034133911133","0.8603618144989014,0.44105619192123413","0.32632774114608765,0.44410309195518494","1.0064407587051392,0.42813292145729065","0.1693946123123169,0.42535027861595154","1.0445959568023682,0.4237390160560608","0.13278736174106598,0.4151073396205902","1.0535273551940918,0.4153800904750824","0.129684716463089,0.4059757590293884","1.0305832624435425,0.41875094175338745","0.14266233146190643,0.4106215536594391","0.6562458276748657,0.6112889051437378","0.5404932498931885,0.6106559634208679","0.6346456408500671,0.7559990882873535","0.5509350299835205,0.7520495057106018","0.6228324174880981,0.8850467801094055","0.569340169429779,0.8835880160331726","0.6191232800483704,0.8960522413253784","0.5771191716194153,0.89561927318573","0.6513159275054932,0.9365671277046204","0.5374417901039124,0.9327484965324402"
103,"0.5797669291496277,0.3645903468132019","0.5967811346054077,0.35351067781448364","0.6057019829750061,0.3535948395729065","0.6128457188606262,0.35385239124298096","0.57124924659729,0.35474759340286255","0.5632288455963135,0.3554658889770508","0.5552866458892822,0.3562041223049164","0.6277510523796082,0.361022412776947","0.5484514236450195,0.36270707845687866","0.5995030403137207,0.37723666429519653","0.5654365420341492,0.3779374063014984","0.7010742425918579,0.4288889467716217","0.48183009028434753,0.4300820827484131","0.8603569269180298,0.4383113384246826","0.3250861167907715,0.4395522177219391","1.0094712972640991,0.4261419177055359","0.16931281983852386,0.42423224449157715","1.0501279830932617,0.42274731397628784","0.13218891620635986,0.4150181710720062","1.0584542751312256,0.41539230942726135","0.12923897802829742,0.4063963294029236","1.0345048904418945,0.41841182112693787","0.1419396996498108,0.41090983152389526","0.6555522680282593,0.6109939217567444","0.5394494533538818,0.6105626225471497","0.6346514225006104,0.7557771801948547","0.550936758518219,0.7519828081130981","0.622654914855957,0.8850373029708862","0.5693696141242981,0.883592426776886","0.6189549565315247,0.8959804773330688","0.5771676301956177,0.895602822303772","0.6509788632392883,0.9365307688713074","0.5374457240104675,0.9326801300048828"
104,"0.5795742273330688,0.36446672677993774","0.5964328050613403,0.35337746143341064","0.6053518056869507,0.353462278842926","0.6125285625457764,0.3537258207798004","0.5710618495941162,0.3546435236930847","0.5630462765693665,0.3553674817085266","0.5550413727760315,0.3561056852340698","0.6270681023597717,0.3609108328819275","0.5482144951820374,0.3626095652580261","0.5992509126663208,0.37717774510383606","0.5650787949562073,0.37787121534347534","0.700963020324707,0.4281925559043884","0.48087403178215027,0.42969784140586853","0.8624143600463867,0.43708643317222595","0.32165104150772095,0.43608078360557556","1.008468508720398,0.4246757924556732","0.16750876605510712,0.4227617383003235","1.049781084060669,0.421901136636734","0.12999264895915985,0.4141908586025238","1.0577502250671387,0.41532987356185913","0.12698054313659668,0.40632349252700806","1.0331376791000366,0.41808390617370605","0.1396004855632782,0.4107368588447571","0.6553191542625427,0.6108525395393372","0.5389177203178406,0.6105495691299438","0.6347965002059937,0.7554964423179626","0.5509917140007019,0.7518573999404907","0.6223601698875427,0.8849867582321167","0.5693712830543518,0.8835803866386414","0.6185066103935242,0.8958047032356262","0.5771702527999878,0.8955740928649902","0.6507729291915894,0.9363206624984741","0.5374395847320557,0.9325100779533386"
105,"0.5792420506477356,0.36443474888801575","0.5959225296974182,0.35333406925201416","0.6048304438591003,0.3534080684185028","0.6121114492416382,0.35366570949554443","0.5707259178161621,0.35460561513900757","0.562738835811615,0.3553219437599182","0.5546882152557373,0.35605388879776","0.6262765526771545,0.36082106828689575","0.5480073094367981,0.3625047206878662","0.5988242030143738,0.37717723846435547","0.5646221041679382,0.3778723478317261","0.7007066607475281,0.4275977611541748","0.47940799593925476,0.4294375479221344","0.8623687624931335,0.4357782006263733","0.31869664788246155,0.4341766834259033","1.009952425956726,0.4242952764034271","0.16496506333351135,0.4213898777961731","1.0513778924942017,0.4216229021549225","0.12820470333099365,0.4123901426792145","1.0596647262573242,0.41542086005210876","0.12529826164245605,0.40502089262008667","1.0345442295074463,0.41813039779663086","0.1377713829278946,0.4094920754432678","0.6553912162780762,0.6107284426689148","0.5389305353164673,0.6105557084083557","0.6353603601455688,0.755454957485199","0.5511996746063232,0.7518494725227356","0.6221111416816711,0.8849174380302429","0.5693792104721069,0.8835623860359192","0.6181375980377197,0.8956087231636047","0.577172577381134,0.8955248594284058","0.6506429314613342,0.936209499835968","0.5374068021774292,0.9323034286499023"
106,"0.5788549184799194,0.36440309882164","0.5954324007034302,0.35324543714523315","0.6043449640274048,0.3533048927783966","0.6117168068885803,0.3535498082637787","0.5703170895576477,0.35453858971595764","0.5623583793640137,0.35525235533714294","0.5542726516723633,0.3559785783290863","0.6258159279823303,0.3606984317302704","0.5478165149688721,0.36244362592697144","0.5984610319137573,0.37718141078948975","0.5641899704933167,0.3778778314590454","0.7003067135810852,0.4272562563419342","0.4786033630371094,0.4294007420539856","0.8617397546768188,0.4352302551269531","0.31791818141937256,0.4333432614803314","1.011078953742981,0.42430180311203003","0.16513049602508545,0.4205760359764099","1.0521535873413086,0.42161354422569275","0.12812182307243347,0.41172799468040466","1.0610336065292358,0.41548052430152893","0.12513390183448792,0.4041748046875","1.035868525505066,0.4182167053222656","0.13827134668827057,0.4086146354675293","0.6555039882659912,0.610711932182312","0.5389429926872253,0.6106905937194824","0.635487973690033,0.7554842829704285","0.5512140393257141,0.7518731951713562","0.6220586895942688,0.8848945498466492","0.5694165229797363,0.8835638761520386","0.6180984377861023,0.8955764770507812","0.5771999955177307,0.8955228924751282","0.6503955125808716,0.9361867904663086","0.5374135971069336,0.9322735667228699"
