Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
185,"0.5978906154632568,0.38635653257369995","0.6086320877075195,0.3758543133735657","0.6155938506126404,0.37558263540267944","0.6224073767662048,0.37569135427474976","0.5877010226249695,0.37673842906951904","0.5802072286605835,0.376983106136322","0.5730584263801575,0.37761741876602173","0.6303338408470154,0.381353497505188","0.5651550889015198,0.3833693265914917","0.6125414371490479,0.39841073751449585","0.5848004817962646,0.3988942503929138","0.6987593173980713,0.4506947994232178","0.505587637424469,0.4515865445137024","0.7608505487442017,0.5262576341629028","0.4978869557380676,0.5379825830459595","0.82938551902771,0.6028516292572021","0.4783288240432739,0.6162923574447632","0.8481349349021912,0.6274152994155884","0.46543020009994507,0.640663743019104","0.8372599482536316,0.6292793154716492","0.4735032320022583,0.6411221623420715","0.8281638026237488,0.6228166818618774","0.4816608726978302,0.6340192556381226","0.655693769454956,0.6109083890914917","0.5517090559005737,0.6085711717605591","0.6390437483787537,0.7430852651596069","0.5610242486000061,0.7356999516487122","0.6199220418930054,0.8505986928939819","0.5710640549659729,0.8460971713066101","0.6153776049613953,0.8600907325744629","0.5789783000946045,0.8568026423454285","0.6501381397247314,0.8923670649528503","0.5412381887435913,0.8872323036193848"
186,"0.597179651260376,0.38595789670944214","0.6076979637145996,0.3753747344017029","0.6146355867385864,0.37506645917892456","0.6216832399368286,0.3750742971897125","0.5869073867797852,0.3761990964412689","0.5795677900314331,0.376458078622818","0.5723285675048828,0.3771360516548157","0.6298719644546509,0.3806762099266052","0.5647082924842834,0.38318103551864624","0.6122568249702454,0.39810433983802795","0.5843132734298706,0.39865177869796753","0.6984952688217163,0.4501788020133972","0.5055789947509766,0.451843798160553","0.7599707841873169,0.5242641568183899","0.4989352822303772,0.5392339825630188","0.8280069828033447,0.6022077202796936","0.4925941526889801,0.6185632348060608","0.8470984697341919,0.6262456178665161","0.48545727133750916,0.6421990394592285","0.8356715440750122,0.6279019117355347","0.49217191338539124,0.6428382992744446","0.8258397579193115,0.6216993927955627","0.4985258877277374,0.6349014043807983","0.656331479549408,0.6108913421630859","0.5528440475463867,0.6086176633834839","0.6387425065040588,0.7430027723312378","0.5609122514724731,0.7356868386268616","0.6199197769165039,0.8503561019897461","0.5709500312805176,0.8460936546325684","0.6158165335655212,0.8596671223640442","0.5789624452590942,0.8567735552787781","0.6479277610778809,0.8923538327217102","0.5412824749946594,0.8872382044792175"
187,"0.5964460372924805,0.38611218333244324","0.6069079637527466,0.37542301416397095","0.6138617396354675,0.37510302662849426","0.6210222840309143,0.37507879734039307","0.5863076448440552,0.37615904211997986","0.5790489912033081,0.37636688351631165","0.5718271136283875,0.3769545555114746","0.6296082735061646,0.3807935118675232","0.5644716024398804,0.3829324245452881","0.6118785738945007,0.39799824357032776","0.5837806463241577,0.3986276388168335","0.6982578039169312,0.449251651763916","0.5056166052818298,0.45194211602211","0.7580859065055847,0.5252566337585449","0.5021528005599976,0.5399330854415894","0.8209003210067749,0.6028448939323425","0.5062466263771057,0.6206142902374268","0.8413485884666443,0.6263835430145264","0.5003565549850464,0.6461727023124695","0.8312823176383972,0.6276721358299255","0.5125869512557983,0.6464277505874634","0.8207961916923523,0.6212550401687622","0.5185490250587463,0.6374200582504272","0.6562732458114624,0.6109007596969604","0.5532099604606628,0.6086025238037109","0.6382837295532227,0.7423481345176697","0.5608988404273987,0.7355955839157104","0.6199247241020203,0.8499367833137512","0.5701972246170044,0.8461378812789917","0.6161525845527649,0.8593266606330872","0.5779815912246704,0.856843113899231","0.6473681330680847,0.8919923901557922","0.5413164496421814,0.8874744176864624"
188,"0.5964590907096863,0.38654565811157227","0.606867790222168,0.37574154138565063","0.6138477921485901,0.3754459619522095","0.6210063695907593,0.3754298985004425","0.5863051414489746,0.3764461874961853","0.5790557265281677,0.37660646438598633","0.5718305110931396,0.3771578371524811","0.6296330094337463,0.3810296654701233","0.5644872188568115,0.3833540380001068","0.6118999123573303,0.39822837710380554","0.5838266611099243,0.3990693688392639","0.6983492970466614,0.44964465498924255","0.50587397813797,0.45249128341674805","0.7566916346549988,0.5274666547775269","0.5005746483802795,0.54133540391922","0.8148291707038879,0.6033406257629395","0.5099626779556274,0.6220599412918091","0.8357762694358826,0.6271211504936218","0.5083337426185608,0.6468192338943481","0.8255900740623474,0.6280521154403687","0.5242619514465332,0.645574152469635","0.8154122233390808,0.6215814352035522","0.5279965996742249,0.6369937658309937","0.655795156955719,0.6109999418258667","0.5531893968582153,0.6087045073509216","0.6382591724395752,0.7416781187057495","0.5594936013221741,0.7354114055633545","0.6199322938919067,0.8494206666946411","0.5696740746498108,0.8461402058601379","0.6162806749343872,0.8590036630630493","0.577116847038269,0.8569000959396362","0.647320032119751,0.8915385007858276","0.5416578650474548,0.8875566720962524"
189,"0.5964721441268921,0.38624072074890137","0.6068724393844604,0.37549421191215515","0.6138729453086853,0.375243216753006","0.6210224032402039,0.3752956688404083","0.586315393447876,0.3762055039405823","0.5790653824806213,0.3763670325279236","0.5718432068824768,0.37688055634498596","0.6296918392181396,0.38096338510513306","0.5645034313201904,0.38330915570259094","0.6120099425315857,0.39780449867248535","0.583896279335022,0.39874911308288574","0.6987565159797668,0.4497462809085846","0.5062461495399475,0.45255643129348755","0.7555751204490662,0.5295572280883789","0.49948960542678833,0.5417484045028687","0.8099194169044495,0.6050946116447449","0.5106232166290283,0.622079074382782","0.8285048604011536,0.6288367509841919","0.509894847869873,0.6471853852272034","0.8186537623405457,0.6294962167739868","0.5272095203399658,0.6453662514686584","0.8095299601554871,0.6228848099708557","0.5308152437210083,0.6368548274040222","0.655013382434845,0.6101555228233337","0.552912175655365,0.6081552505493164","0.638651967048645,0.7400505542755127","0.5593200922012329,0.733686625957489","0.6200000643730164,0.8487302660942078","0.5695936679840088,0.8460653424263","0.6163319945335388,0.8584497570991516","0.5766385197639465,0.8568905591964722","0.6477189064025879,0.8913038969039917","0.5426759719848633,0.8876835703849792"
190,"0.5972060561180115,0.38630515336990356","0.6073415279388428,0.3754344582557678","0.6144595742225647,0.3752230405807495","0.6213705539703369,0.37530261278152466","0.5868881940841675,0.37615904211997986","0.5796979665756226,0.3763493299484253","0.5724430680274963,0.3768267035484314","0.6302210688591003,0.38076528906822205","0.5646530985832214,0.3832775056362152","0.6127552390098572,0.39759647846221924","0.5847464203834534,0.3986597955226898","0.6993384957313538,0.4495337903499603","0.5064406991004944,0.452217161655426","0.7492241859436035,0.5308381915092468","0.49919241666793823,0.541181206703186","0.7999510765075684,0.6062818765640259","0.5106089115142822,0.6205000281333923","0.8221196532249451,0.6295833587646484","0.5092624425888062,0.6453033685684204","0.8141346573829651,0.6303330659866333","0.52622389793396,0.6433835625648499","0.8044873476028442,0.6237642765045166","0.5298088192939758,0.6350022554397583","0.6551490426063538,0.6087496280670166","0.5529327988624573,0.6071916222572327","0.6414914131164551,0.7382604479789734","0.5593706965446472,0.7320455312728882","0.6203894019126892,0.8480404615402222","0.5695955753326416,0.845822811126709","0.6164124608039856,0.8577911257743835","0.5764455199241638,0.8568078279495239","0.6478238701820374,0.8908857107162476","0.5442925095558167,0.8876913785934448"
191,"0.5976380109786987,0.38562238216400146","0.6075615882873535,0.3748207986354828","0.6147429943084717,0.37462443113327026","0.6215546131134033,0.37471097707748413","0.5872743129730225,0.37568676471710205","0.5802075862884521,0.37592965364456177","0.5730180740356445,0.37643662095069885","0.6306517720222473,0.3802831172943115","0.5648840069770813,0.3830644488334656","0.6132016777992249,0.3966440260410309","0.585397481918335,0.39779356122016907","0.6996247172355652,0.4490695893764496","0.5071071982383728,0.45160990953445435","0.7407684326171875,0.5316141843795776","0.49949055910110474,0.5403027534484863","0.7818880677223206,0.6065623164176941","0.5100098848342896,0.6179025769233704","0.8019615411758423,0.6303257346153259","0.5093217492103577,0.6425045728683472","0.7934179306030273,0.6309465169906616","0.5252360701560974,0.6407327055931091","0.782130241394043,0.6243894696235657","0.5285878777503967,0.6327309012413025","0.6559525728225708,0.6083556413650513","0.5530065894126892,0.6065639853477478","0.6429582238197327,0.7373567223548889","0.5589391589164734,0.7315356731414795","0.6206865310668945,0.8479022979736328","0.5693639516830444,0.8453863859176636","0.6164118647575378,0.8576433062553406","0.5757737755775452,0.8565033078193665","0.6485095024108887,0.8907965421676636","0.5449196100234985,0.8875629305839539"
192,"0.5980528593063354,0.38534918427467346","0.6077420711517334,0.37451574206352234","0.615000307559967,0.37429121136665344","0.6217405200004578,0.37435290217399597","0.5874760746955872,0.37556540966033936","0.5805248022079468,0.3758467435836792","0.5733833312988281,0.3764190673828125","0.63114333152771,0.38000017404556274","0.564996600151062,0.3831743597984314","0.6137515902519226,0.3961312472820282","0.5858784914016724,0.39742547273635864","0.7004263401031494,0.44867730140686035","0.5072657465934753,0.4508115351200104","0.7352806329727173,0.5332801342010498","0.4986669421195984,0.5397936105728149","0.7684562802314758,0.6075111031532288","0.5084108710289001,0.6161166429519653","0.7833077907562256,0.63187175989151","0.5080618262290955,0.6405293941497803","0.7730217576026917,0.6323861479759216","0.5238762497901917,0.6389442682266235","0.7626791000366211,0.6253687739372253","0.5273684859275818,0.6311963796615601","0.6582222580909729,0.6084879636764526","0.5536187887191772,0.6066017150878906","0.6448773145675659,0.736845850944519","0.5583294630050659,0.7315946221351624","0.6210313439369202,0.8473273515701294","0.5682162642478943,0.8449050784111023","0.6164196729660034,0.8568355441093445","0.5735936164855957,0.8560408353805542","0.6495622396469116,0.8903548121452332","0.545161247253418,0.8874695897102356"
193,"0.5983495712280273,0.3853655457496643","0.6079256534576416,0.37446480989456177","0.6152594685554504,0.37421396374702454","0.6219435334205627,0.3742533326148987","0.5877069234848022,0.3755984902381897","0.580881655216217,0.3759038746356964","0.5738505721092224,0.37649333477020264","0.631868302822113,0.3799126446247101","0.5653053522109985,0.38332775235176086","0.6141670942306519,0.3960968852043152","0.5863685607910156,0.39736610651016235","0.7011404037475586,0.44810014963150024","0.5084866285324097,0.4500560164451599","0.7304185032844543,0.5338261127471924","0.49796146154403687,0.5395843386650085","0.7546308040618896,0.6096686124801636","0.506505012512207,0.6149696111679077","0.7663975954055786,0.6348837614059448","0.5062522292137146,0.6391075849533081","0.7526019811630249,0.6350265741348267","0.5225197672843933,0.6378807425498962","0.7447273135185242,0.6275209784507751","0.5263582468032837,0.6300549507141113","0.6608971357345581,0.6085380911827087","0.5547889471054077,0.6066665053367615","0.6457285284996033,0.7369159460067749","0.5565984845161438,0.7316142320632935","0.6212744116783142,0.8472672700881958","0.5665025115013123,0.8446351885795593","0.616418182849884,0.8563181757926941","0.57136070728302,0.8556111454963684","0.6496676206588745,0.890450119972229","0.5450774431228638,0.8875755071640015"
194,"0.5988450646400452,0.38549116253852844","0.608292281627655,0.3745456635951996","0.6157096028327942,0.3742990493774414","0.6222622990608215,0.37433773279190063","0.5881392955780029,0.37569284439086914","0.5813686847686768,0.37603217363357544","0.5743871927261353,0.3766414225101471","0.6326079368591309,0.37996673583984375","0.5655068159103394,0.38355541229248047","0.6148070693016052,0.3961946368217468","0.5869537591934204,0.397411584854126","0.7016797661781311,0.4480668902397156","0.5090763568878174,0.44949284195899963","0.7268861532211304,0.5342470407485962","0.49749377369880676,0.539139449596405","0.7418393492698669,0.6104884743690491","0.5030829310417175,0.6133012175559998","0.7516722083091736,0.6359133124351501","0.5023900270462036,0.637116551399231","0.7344141602516174,0.6356028318405151","0.5182386040687561,0.6344525218009949","0.7283384799957275,0.627932608127594","0.5227566361427307,0.6279181241989136","0.6613378524780273,0.6087545156478882","0.5550916194915771,0.6066842675209045","0.6455904841423035,0.736960768699646","0.5549293756484985,0.7316388487815857","0.6213303208351135,0.8473392724990845","0.5640971064567566,0.844251275062561","0.6164163947105408,0.8563299179077148","0.5706149339675903,0.8553202748298645","0.6496692895889282,0.8910420536994934","0.5374948978424072,0.887462317943573"
195,"0.5994612574577332,0.38558465242385864","0.6087293028831482,0.374655544757843","0.6162190437316895,0.3744339346885681","0.622618556022644,0.3744884133338928","0.5885516405105591,0.37577933073043823","0.5817980170249939,0.3761347532272339","0.5748510360717773,0.3767459988594055","0.6331438422203064,0.38009971380233765","0.5656224489212036,0.38373178243637085","0.6154970526695251,0.39629191160202026","0.5875672101974487,0.3974590003490448","0.7018023729324341,0.4483650326728821","0.5095332860946655,0.44942402839660645","0.7250730991363525,0.5349790453910828","0.4976117014884949,0.5389105677604675","0.7322985529899597,0.6114621758460999","0.501065194606781,0.6129060387611389","0.73683100938797,0.6368322372436523","0.5005465745925903,0.6370581388473511","0.7200741171836853,0.6357946395874023","0.516298234462738,0.6338167786598206","0.71556156873703,0.6282379627227783","0.5208895206451416,0.6278777122497559","0.6620696187019348,0.6088347434997559","0.5558409094810486,0.606743574142456","0.6454458832740784,0.7366493940353394","0.5533960461616516,0.7310640215873718","0.6213347315788269,0.8473218083381653","0.5598482489585876,0.8429344892501831","0.6163687109947205,0.8563033938407898","0.5685936212539673,0.8538613319396973","0.6499884128570557,0.8914644122123718","0.5217373967170715,0.8858057260513306"
196,"0.5995594263076782,0.3856240510940552","0.6087434887886047,0.3747362494468689","0.6162482500076294,0.3745035231113434","0.6226671934127808,0.37454885244369507","0.5885908007621765,0.3758865296840668","0.5818806290626526,0.3762552738189697","0.5749449133872986,0.37689489126205444","0.6333328485488892,0.3801487684249878","0.565741240978241,0.38390618562698364","0.6157782077789307,0.39631110429763794","0.5878373980522156,0.3975027799606323","0.701917290687561,0.4485569894313812","0.5103928446769714,0.4490327835083008","0.7252422571182251,0.5349380373954773","0.4977789521217346,0.5385845303535461","0.7238725423812866,0.6114475727081299","0.49934032559394836,0.612780749797821","0.722905158996582,0.6370667219161987","0.49793994426727295,0.6363931894302368","0.707179605960846,0.6357526183128357","0.5132960081100464,0.6329694986343384","0.7040144801139832,0.6281459331512451","0.5180728435516357,0.6276662945747375","0.6619701981544495,0.6086852550506592","0.555876612663269,0.6067638397216797","0.64534592628479,0.7363077402114868","0.5527212619781494,0.7307907342910767","0.6216690540313721,0.8473588824272156","0.5560133457183838,0.8420335054397583","0.6164004802703857,0.8563311696052551","0.5657640099525452,0.8528910875320435","0.6500111222267151,0.8917911648750305","0.5145353674888611,0.8844683766365051"
197,"0.5995193719863892,0.3856266736984253","0.608654260635376,0.37479671835899353","0.6161479353904724,0.3745468556880951","0.6226484775543213,0.37457484006881714","0.5885765552520752,0.375948429107666","0.5818837881088257,0.3763217329978943","0.5749478340148926,0.37698858976364136","0.6333397626876831,0.3801704943180084","0.5658491849899292,0.3840080797672272","0.6157842874526978,0.39626747369766235","0.5878936052322388,0.39747339487075806","0.7019931674003601,0.4487287402153015","0.511216938495636,0.4486631751060486","0.725382924079895,0.535000741481781","0.49800801277160645,0.5382351875305176","0.7175254225730896,0.6114705204963684","0.49900710582733154,0.6124842762947083","0.7136988043785095,0.6371999382972717","0.49669668078422546,0.6361359357833862","0.6993610262870789,0.635691225528717","0.5119184851646423,0.6328898668289185","0.6970171332359314,0.6280797719955444","0.5166350603103638,0.6273481249809265","0.6612747311592102,0.6086889505386353","0.5555607080459595,0.6067967414855957","0.6444500088691711,0.7358654141426086","0.552521288394928,0.7303378582000732","0.6217609643936157,0.8473852872848511","0.5525171160697937,0.8416364789009094","0.6163862347602844,0.8563620448112488","0.5622605085372925,0.8525762557983398","0.6501572728157043,0.8921197056770325","0.5124598145484924,0.8839040994644165"
198,"0.598689079284668,0.38573336601257324","0.6078335046768188,0.37492287158966064","0.615189790725708,0.37466636300086975","0.6220853328704834,0.3746635317802429","0.5881349444389343,0.3760567307472229","0.5815827250480652,0.3764231204986572","0.5746753811836243,0.3771013617515564","0.6331104040145874,0.38023483753204346","0.5658806562423706,0.3840915262699127","0.6152608394622803,0.39640703797340393","0.5875660181045532,0.39760589599609375","0.7019407749176025,0.44876933097839355","0.511471152305603,0.44837743043899536","0.7253478765487671,0.5342979431152344","0.49803826212882996,0.5374823808670044","0.7150475978851318,0.6101185083389282","0.49826541543006897,0.61168372631073","0.711310088634491,0.6367358565330505","0.4965842068195343,0.6359325647354126","0.6962038278579712,0.634567141532898","0.5113762617111206,0.6325952410697937","0.6932546496391296,0.6271151304244995","0.5159833431243896,0.627308189868927","0.660571813583374,0.6083160638809204","0.5551469922065735,0.606697142124176","0.6433373093605042,0.734759509563446","0.5524716973304749,0.7288327217102051","0.621772825717926,0.8475292921066284","0.5510144829750061,0.8415426015853882","0.616365373134613,0.8566492795944214","0.560570240020752,0.852558434009552","0.6501653790473938,0.8922468423843384","0.5118734836578369,0.8839688301086426"
199,"0.5972486734390259,0.38583362102508545","0.6067712903022766,0.3750261962413788","0.6138625741004944,0.3747688829898834","0.6211061477661133,0.3747653365135193","0.5874328017234802,0.37614431977272034","0.5810254216194153,0.3765012323856354","0.574205756187439,0.3771795630455017","0.6325727105140686,0.38032010197639465","0.5659089088439941,0.3841230571269989","0.6138414144515991,0.3965306878089905","0.5866156220436096,0.39771056175231934","0.7017149925231934,0.448862224817276","0.5114580988883972,0.448042094707489","0.7253935933113098,0.5341273546218872","0.4981461465358734,0.5373203158378601","0.7148710489273071,0.6096959114074707","0.4979081153869629,0.6115002036094666","0.7117919921875,0.6366075873374939","0.4961896538734436,0.6356493234634399","0.6959463953971863,0.634157657623291","0.5105433464050293,0.6325485110282898","0.6927153468132019,0.626778244972229","0.5155094861984253,0.6271430253982544","0.6605589389801025,0.6082919836044312","0.5551360249519348,0.6067162752151489","0.6421042084693909,0.7347396612167358","0.5525000691413879,0.7286041378974915","0.6216298341751099,0.8478711843490601","0.5502414703369141,0.8415546417236328","0.6162324547767639,0.8573054075241089","0.5596895217895508,0.8525921106338501","0.6500315070152283,0.8925213813781738","0.5114548802375793,0.8840872049331665"
200,"0.5962459444999695,0.3859096169471741","0.6059920787811279,0.375090092420578","0.612898588180542,0.3748272657394409","0.6203227043151855,0.3748323321342468","0.5868319869041443,0.3762139081954956","0.5804951786994934,0.37656766176223755","0.5737254619598389,0.3772449791431427","0.6319016218185425,0.3803437650203705","0.5659282207489014,0.38416004180908203","0.6127796769142151,0.3966251611709595","0.585742712020874,0.39778655767440796","0.700991690158844,0.4489622116088867","0.5111099481582642,0.4480666220188141","0.7256291508674622,0.5341639518737793","0.4980998933315277,0.5372762084007263","0.7161825299263,0.6092504262924194","0.49752238392829895,0.6125839948654175","0.7132282853126526,0.6363818645477295","0.49590539932250977,0.6363773345947266","0.6975637078285217,0.6335545778274536","0.5101021528244019,0.63377845287323","0.6944243907928467,0.6261817216873169","0.5153924226760864,0.6280577182769775","0.6605409383773804,0.6083548665046692","0.5550774335861206,0.6073116660118103","0.6407065987586975,0.7347837686538696","0.5522768497467041,0.7286752462387085","0.6212806105613708,0.8482330441474915","0.5502634048461914,0.8416213989257812","0.6160667538642883,0.8577636480331421","0.5597021579742432,0.852866530418396","0.649088442325592,0.8926631212234497","0.5107999444007874,0.884125828742981"
201,"0.5956959128379822,0.3859502077102661","0.6055153012275696,0.375153124332428","0.6123393774032593,0.37488552927970886","0.6198251843452454,0.37488695979118347","0.5864737033843994,0.37626639008522034","0.5801496505737305,0.37661704421043396","0.5734007358551025,0.37729448080062866","0.6312018036842346,0.38043180108070374","0.5659267902374268,0.3841955363750458","0.6121492981910706,0.3966869115829468","0.5850681662559509,0.3978160619735718","0.700039267539978,0.44911232590675354","0.5108380913734436,0.4480210840702057","0.7257210612297058,0.5340040922164917","0.4980624318122864,0.5372250080108643","0.717954695224762,0.6083304286003113","0.49680250883102417,0.612638533115387","0.7156314253807068,0.6357156038284302","0.49574148654937744,0.6362873315811157","0.700063169002533,0.6325740218162537","0.5098118782043457,0.6338875889778137","0.6969878077507019,0.6250396966934204","0.514735996723175,0.628061056137085","0.6602773070335388,0.6087581515312195","0.5547094941139221,0.6081673502922058","0.639044463634491,0.7347961664199829","0.5519976019859314,0.728729248046875","0.6211307644844055,0.8484284281730652","0.5507142543792725,0.8418275713920593","0.6160154342651367,0.8579757809638977","0.560011625289917,0.8532913327217102","0.6485936045646667,0.8927987813949585","0.5108569264411926,0.8841509819030762"
202,"0.5953474044799805,0.38583508133888245","0.6049761772155762,0.3752018213272095","0.6116370558738708,0.3749397099018097","0.619014322757721,0.37493282556533813","0.5861945152282715,0.3762887716293335","0.5799102783203125,0.3766428232192993","0.5731778740882874,0.3773263692855835","0.630060613155365,0.380476176738739","0.5658471584320068,0.3842237591743469","0.611638605594635,0.3965568542480469","0.5846087336540222,0.39764779806137085","0.6983354687690735,0.4491717219352722","0.5099334120750427,0.4480387270450592","0.7256865501403809,0.5335819721221924","0.49743354320526123,0.537239670753479","0.7189788222312927,0.6080203056335449","0.49628305435180664,0.6127960085868835","0.7174158692359924,0.6355111598968506","0.4952579438686371,0.6365979909896851","0.7016710638999939,0.6323434114456177","0.509117841720581,0.6342852115631104","0.6984676122665405,0.624800443649292","0.5140185356140137,0.6282573938369751","0.6591523289680481,0.6092199683189392","0.5536019802093506,0.6091957688331604","0.6373953223228455,0.7348352670669556","0.551115095615387,0.7287424802780151","0.6208688616752625,0.8484649658203125","0.5509949326515198,0.8420060276985168","0.6158033013343811,0.85802161693573","0.5602141618728638,0.853609561920166","0.6481707692146301,0.8928006291389465","0.5112313032150269,0.8841747045516968"
203,"0.5949066877365112,0.3858153820037842","0.6044929027557373,0.3752426505088806","0.6110963821411133,0.37498006224632263","0.6184370517730713,0.3749677538871765","0.5858153104782104,0.37631016969680786","0.5795031189918518,0.37666037678718567","0.5727416276931763,0.37734365463256836","0.6292411088943481,0.3805353045463562","0.5655159950256348,0.3842390775680542","0.6109000444412231,0.3965539336204529","0.5838918089866638,0.3975597023963928","0.6969987154006958,0.4494277536869049","0.5093119144439697,0.44805049896240234","0.7251614928245544,0.5335584878921509","0.4951091706752777,0.5372778177261353","0.7201187014579773,0.6080728769302368","0.4961479902267456,0.6127622723579407","0.719508945941925,0.6353890895843506","0.4943433105945587,0.636864423751831","0.7037566900253296,0.6323171854019165","0.5086938142776489,0.6345004439353943","0.7003304958343506,0.6248366236686707","0.513478696346283,0.6283010244369507","0.6576015949249268,0.6095021963119507","0.5523216128349304,0.6096380352973938","0.6366007924079895,0.7348912954330444","0.5505347847938538,0.7296234965324402","0.6206390857696533,0.8485120534896851","0.5511751770973206,0.8423755764961243","0.6155274510383606,0.8580689430236816","0.5603671669960022,0.8540987968444824","0.6479921340942383,0.8928130269050598","0.511149525642395,0.8843282461166382"
204,"0.594925582408905,0.38587433099746704","0.6045026183128357,0.375328004360199","0.6111191511154175,0.37507301568984985","0.6184564828872681,0.37506920099258423","0.5857492685317993,0.37635287642478943","0.5793581604957581,0.3766987919807434","0.5724393725395203,0.37739071249961853","0.6289400458335876,0.38065916299819946","0.5648535490036011,0.38428714871406555","0.6108469367027283,0.39662089943885803","0.5837499499320984,0.39765074849128723","0.6952453255653381,0.4496174454689026","0.5084503889083862,0.4480718970298767","0.7236822247505188,0.5335866212844849","0.49308067560195923,0.5381386876106262","0.7210076451301575,0.608166515827179","0.4958077669143677,0.6146218776702881","0.7210566401481628,0.6353689432144165","0.4940831959247589,0.6394465565681458","0.7056286334991455,0.6323488354682922","0.508171021938324,0.636433482170105","0.7020173668861389,0.6248742341995239","0.5132046937942505,0.6295172572135925","0.6565080285072327,0.609639048576355","0.5510615706443787,0.6100186109542847","0.6361004114151001,0.7351832985877991","0.5492600202560425,0.7304009199142456","0.6203844547271729,0.8485959768295288","0.5512624382972717,0.8426607847213745","0.6152693629264832,0.8581469655036926","0.5604605674743652,0.8544130325317383","0.6478695869445801,0.8928894996643066","0.5111554265022278,0.8844740986824036"
205,"0.5949245691299438,0.3858885169029236","0.6044766902923584,0.37535184621810913","0.6111153364181519,0.37510061264038086","0.6184607744216919,0.37510818243026733","0.5855786800384521,0.3763628900051117","0.5790427923202515,0.3767063617706299","0.5719404816627502,0.37740886211395264","0.6286278367042542,0.38075920939445496","0.5639758110046387,0.3843127191066742","0.6107275485992432,0.3966692388057709","0.5834988355636597,0.39771437644958496","0.6935096383094788,0.44996514916419983","0.5078116059303284,0.4479944109916687","0.7225281000137329,0.5342685580253601","0.4915354549884796,0.5381118059158325","0.7212679386138916,0.6084380149841309","0.4954976737499237,0.6145316362380981","0.7221991419792175,0.6353916525840759","0.49360257387161255,0.6393793225288391","0.7067787647247314,0.6323912739753723","0.5080602169036865,0.6364124417304993","0.7029295563697815,0.624972939491272","0.5135065913200378,0.629489004611969","0.6561006903648376,0.609818160533905","0.5503911972045898,0.6100897789001465","0.6355316042900085,0.735274612903595","0.5486692786216736,0.7307483553886414","0.6198984980583191,0.8486099243164062","0.551328182220459,0.8429311513900757","0.6147865056991577,0.8581504821777344","0.5605196356773376,0.85454261302948","0.6477186679840088,0.8929449319839478","0.5110894441604614,0.884550929069519"
206,"0.5948879718780518,0.3859083354473114","0.6043272614479065,0.37540021538734436","0.6109532117843628,0.3751451373100281","0.6183200478553772,0.3751530647277832","0.5853254199028015,0.3763934373855591","0.5787000060081482,0.37673941254615784","0.5714559555053711,0.37745481729507446","0.628008246421814,0.3808494210243225","0.5631855726242065,0.3843611180782318","0.6104862689971924,0.39671844244003296","0.5832027792930603,0.39778634905815125","0.6914874315261841,0.4501870572566986","0.5070797204971313,0.44800934195518494","0.7203105688095093,0.53431236743927","0.4905357360839844,0.5380892753601074","0.7215697169303894,0.6085436344146729","0.4953020215034485,0.6144139766693115","0.7224035263061523,0.6354051232337952","0.4933841824531555,0.6392430663108826","0.7071507573127747,0.6325848698616028","0.507835328578949,0.6363022327423096","0.7035093307495117,0.6252636909484863","0.5133321285247803,0.629408597946167","0.6555320024490356,0.6097177267074585","0.5496730208396912,0.6099497079849243","0.6349696516990662,0.7352579832077026","0.548372209072113,0.7308186888694763","0.6194642186164856,0.848619282245636","0.5514113306999207,0.8430750966072083","0.6144580245018005,0.8581615686416626","0.5605825781822205,0.8546015620231628","0.6477160453796387,0.8929502367973328","0.5112444758415222,0.8845682144165039"
207,"0.5948691368103027,0.3861249089241028","0.6041566729545593,0.37567272782325745","0.6107490062713623,0.37548133730888367","0.6180933117866516,0.3755331039428711","0.5851106643676758,0.37652677297592163","0.5784255266189575,0.3768577575683594","0.5710572004318237,0.37755629420280457","0.6270375847816467,0.3812689185142517","0.5622936487197876,0.3844440281391144","0.6101201176643372,0.39705199003219604","0.582841157913208,0.39803874492645264","0.6893602013587952,0.4503099322319031","0.505561888217926,0.4480248987674713","0.7147329449653625,0.5341733694076538","0.4893415570259094,0.5379260778427124","0.7216325402259827,0.6086152791976929","0.49504098296165466,0.614325761795044","0.7226607203483582,0.6354329586029053","0.49319249391555786,0.639118492603302","0.7073512077331543,0.6328719854354858","0.507662832736969,0.6362172961235046","0.703950047492981,0.625569224357605","0.5132015347480774,0.6293240785598755","0.6549385190010071,0.6096336841583252","0.5493022203445435,0.6097957491874695","0.6347585916519165,0.7353862524032593","0.5480955243110657,0.7314789891242981","0.6194556951522827,0.8486402630805969","0.5514720678329468,0.8430943489074707","0.6144551038742065,0.8581768870353699","0.5606359839439392,0.8546055555343628","0.6480979323387146,0.8929253816604614","0.5110563039779663,0.8845866322517395"
