Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
11,"0.5682565569877625,0.3889439105987549","0.5760927796363831,0.379533052444458","0.5829721093177795,0.3795410394668579","0.5902319550514221,0.37962523102760315","0.558379590511322,0.38012540340423584","0.5513393878936768,0.3803516626358032","0.5444720983505249,0.380658894777298","0.6032165288925171,0.38564276695251465","0.5360788106918335,0.38666462898254395","0.5801851749420166,0.4001066982746124","0.5570011734962463,0.3996262848377228","0.6636459231376648,0.445147305727005","0.48591169714927673,0.44747695326805115","0.6933914422988892,0.521378219127655","0.4722946584224701,0.5258358716964722","0.6669169664382935,0.5990657210350037","0.48217254877090454,0.5914784073829651","0.6610385179519653,0.6241258978843689","0.48585599660873413,0.6136566996574402","0.6470471620559692,0.6226429343223572","0.49243804812431335,0.6126073002815247","0.6445714235305786,0.6146410703659058","0.4937959313392639,0.6051504611968994","0.6185904741287231,0.6066569089889526","0.5157778263092041,0.6031784415245056","0.6149069666862488,0.7302332520484924","0.5287711024284363,0.7153989672660828","0.614000678062439,0.8438660502433777","0.5483933091163635,0.8109148144721985","0.6090276837348938,0.8536319732666016","0.5621894598007202,0.8220899701118469","0.6284216642379761,0.8987703919410706","0.5211399793624878,0.8496118783950806"
12,"0.5741255283355713,0.38735413551330566","0.5824753642082214,0.3779970407485962","0.5897806286811829,0.37798163294792175","0.5965914130210876,0.3780486285686493","0.5646113157272339,0.3789036273956299","0.557497501373291,0.37933042645454407","0.5508347749710083,0.37975144386291504","0.6099626421928406,0.3841889798641205","0.5437421798706055,0.3859059512615204","0.5869331955909729,0.3984530568122864","0.5637631416320801,0.3981715440750122","0.6732022762298584,0.4458865523338318","0.4925408959388733,0.4466601312160492","0.6961226463317871,0.5227490067481995","0.47634071111679077,0.526416540145874","0.6688238382339478,0.6036719679832458","0.4841679036617279,0.5933799743652344","0.6643373966217041,0.6288708448410034","0.48690828680992126,0.6152820587158203","0.6508704423904419,0.6279599070549011","0.4941359758377075,0.6144953370094299","0.6474580764770508,0.6199313402175903","0.4959617257118225,0.6076899766921997","0.6225929856300354,0.607621967792511","0.5183854103088379,0.6028509736061096","0.6184677481651306,0.7325704097747803","0.5273940563201904,0.7169630527496338","0.6145919561386108,0.8447324633598328","0.5477232336997986,0.8093655109405518","0.6089007258415222,0.8537643551826477","0.5614018440246582,0.8198405504226685","0.6294901371002197,0.90115886926651","0.5209993124008179,0.8498795628547668"
13,"0.5799145698547363,0.38644176721572876","0.5885294675827026,0.37718063592910767","0.5957189798355103,0.37710726261138916","0.6025704741477966,0.37713098526000977","0.5705102682113647,0.3783028721809387","0.5634461641311646,0.3788420259952545","0.5568596124649048,0.3793279528617859","0.6155487298965454,0.38319694995880127","0.5504211187362671,0.3855203092098236","0.5930868983268738,0.3973730504512787","0.5701296329498291,0.39725571870803833","0.6805832982063293,0.44568130373954773","0.4970139265060425,0.44624149799346924","0.7003856301307678,0.5225092172622681","0.4795321226119995,0.5276587009429932","0.673949122428894,0.6039448976516724","0.485503613948822,0.596179187297821","0.6678584814071655,0.62880939245224","0.48836368322372437,0.6186588406562805","0.6561882495880127,0.6280519366264343","0.4959567189216614,0.6173951625823975","0.6537787318229675,0.6197795271873474","0.4977324306964874,0.6104620099067688","0.6283766031265259,0.6078963279724121","0.52158522605896,0.6024932265281677","0.62217777967453,0.7340782880783081","0.5271894335746765,0.71575528383255","0.6169019341468811,0.8465743064880371","0.5471777319908142,0.8077638745307922","0.6100434064865112,0.8551576733589172","0.5608344078063965,0.8194380402565002","0.6297104954719543,0.9023933410644531","0.5208092331886292,0.8497325778007507"
14,"0.5870038866996765,0.3857426047325134","0.595685601234436,0.37648507952690125","0.6030260920524597,0.3763990104198456","0.6095394492149353,0.3764182925224304","0.5769288539886475,0.3776828348636627","0.5696030259132385,0.378301739692688","0.5627761483192444,0.37883079051971436","0.6218717098236084,0.3824611306190491","0.5561078190803528,0.3849707841873169","0.6003056168556213,0.3966786563396454","0.5767017006874084,0.3966274559497833","0.6871464848518372,0.44583532214164734","0.5017348527908325,0.44589850306510925","0.7047099471092224,0.5245897173881531","0.4845361113548279,0.5277694463729858","0.6779098510742188,0.6045994758605957","0.48686468601226807,0.5988001823425293","0.6701945662498474,0.6293421387672424","0.4902174174785614,0.6216074824333191","0.6598945260047913,0.6288468241691589","0.49772772192955017,0.6208117604255676","0.6584895849227905,0.6196461915969849","0.49924418330192566,0.6132179498672485","0.6330387592315674,0.6069739460945129","0.5241224765777588,0.6016647815704346","0.6246751546859741,0.733791172504425","0.5224596858024597,0.7161451578140259","0.6191742420196533,0.8456328511238098","0.5468360185623169,0.8053923845291138","0.6113850474357605,0.8540438413619995","0.5603986382484436,0.8138025403022766","0.6298673152923584,0.9019500017166138","0.5207052230834961,0.8490176200866699"
15,"0.5950595140457153,0.38521647453308105","0.6038142442703247,0.37590521574020386","0.6112328767776489,0.3758329153060913","0.6174452900886536,0.3758741021156311","0.5843282341957092,0.37703371047973633","0.5765967965126038,0.3776199519634247","0.5692926049232483,0.3781406581401825","0.6284836530685425,0.3819532096385956","0.5608041286468506,0.3842885494232178","0.6077482104301453,0.3961559236049652","0.583452582359314,0.3961230516433716","0.6926721334457397,0.44616779685020447","0.505386233329773,0.44597795605659485","0.7099935412406921,0.5267730951309204","0.4874388873577118,0.5281862616539001","0.6829962134361267,0.6062260270118713","0.48772701621055603,0.5992496609687805","0.6748053431510925,0.6302368640899658","0.4910561144351959,0.6223732233047485","0.6647910475730896,0.6294052004814148","0.49867600202560425,0.6214267015457153","0.6643335223197937,0.620132327079773","0.5001285672187805,0.6134952902793884","0.6377560496330261,0.6062671542167664","0.5266513228416443,0.6010140776634216","0.6266249418258667,0.7338942885398865","0.5175624489784241,0.7184569239616394","0.6203747391700745,0.8453656435012817","0.5467807054519653,0.800225555896759","0.6122573614120483,0.8543521761894226","0.5602042078971863,0.805711030960083","0.630736768245697,0.9014927744865417","0.5209373235702515,0.8483507633209229"
16,"0.599711537361145,0.3846827745437622","0.6093646287918091,0.37569451332092285","0.6167135238647461,0.37571465969085693","0.6232433915138245,0.3757476210594177","0.5897701978683472,0.37645888328552246","0.581951379776001,0.37709125876426697","0.5743141174316406,0.377794474363327","0.634739875793457,0.38156184554100037","0.5653089284896851,0.38409510254859924","0.6122130155563354,0.3961140215396881","0.5871919989585876,0.39586639404296875","0.6980780363082886,0.44668105244636536","0.5074015855789185,0.4458341598510742","0.7139723896980286,0.528648316860199","0.4892401695251465,0.5275370478630066","0.6846717000007629,0.6092159748077393","0.48823052644729614,0.5985846519470215","0.6757314205169678,0.6326146721839905","0.49185711145401,0.6217091083526611","0.6660895347595215,0.6318460702896118","0.4990088939666748,0.6219546794891357","0.6656955480575562,0.6229895949363708","0.5004860162734985,0.6140679717063904","0.6408018469810486,0.6060566902160645","0.5279642343521118,0.6006489396095276","0.6276490688323975,0.7370520830154419","0.5132451057434082,0.7204931974411011","0.6210554838180542,0.848228394985199","0.5465099215507507,0.7967234253883362","0.6133474111557007,0.8580448627471924","0.5599780678749084,0.8008789420127869","0.6317423582077026,0.901861846446991","0.5215744376182556,0.8478679060935974"
17,"0.6031249761581421,0.3846132457256317","0.6132923364639282,0.37551093101501465","0.6204224228858948,0.3754846751689911","0.627606987953186,0.37547439336776733","0.59345942735672,0.3764202296733856","0.5854366421699524,0.37699446082115173","0.5781335830688477,0.37765365839004517","0.6398512721061707,0.38127434253692627","0.5693418383598328,0.38400211930274963","0.6155147552490234,0.39590758085250854","0.5903788208961487,0.39573878049850464","0.702314019203186,0.44693899154663086","0.5112776160240173,0.4454818367958069","0.7187086939811707,0.5299145579338074","0.49209824204444885,0.5266361832618713","0.688503623008728,0.6092883944511414","0.4884721040725708,0.5955260396003723","0.679985761642456,0.6337375640869141","0.4924296438694,0.6183584928512573","0.6698660254478455,0.6319777369499207","0.49947187304496765,0.6182716488838196","0.6695379614830017,0.6227908134460449","0.5005760788917542,0.6109352111816406","0.64274001121521,0.6059198975563049","0.5293041467666626,0.6002597212791443","0.628534734249115,0.7383743524551392","0.5119867920875549,0.721635103225708","0.6214211583137512,0.85000079870224","0.5462004542350769,0.795099139213562","0.6141148805618286,0.8597986102104187","0.5594168901443481,0.7991534471511841","0.6320897340774536,0.9025549292564392","0.5208263993263245,0.8475064635276794"
18,"0.6081157922744751,0.3845275342464447","0.6181237697601318,0.3752359449863434","0.6249446272850037,0.3752577304840088","0.6325027346611023,0.3753090798854828","0.5977346301078796,0.37592360377311707","0.5893803238868713,0.3765464127063751","0.5820896625518799,0.3772663176059723","0.6443756222724915,0.3811931014060974","0.5721125602722168,0.3834723234176636","0.6202977299690247,0.39568954706192017","0.5944895148277283,0.39556294679641724","0.7070842981338501,0.44733381271362305","0.5130890607833862,0.44516220688819885","0.7222256064414978,0.5310867428779602","0.4932226538658142,0.526150643825531","0.6923067569732666,0.6097390055656433","0.48888590931892395,0.5954495072364807","0.6823893189430237,0.6339749097824097","0.49269235134124756,0.6184523105621338","0.6719127297401428,0.6323531866073608","0.4999690651893616,0.6185657382011414","0.6720449924468994,0.6232831478118896","0.5016438961029053,0.6112440228462219","0.6443023085594177,0.6057783365249634","0.530025839805603,0.599998414516449","0.6289840936660767,0.7384997010231018","0.5114707946777344,0.7213678956031799","0.6214739680290222,0.8501287698745728","0.5458201766014099,0.7938834428787231","0.6143261194229126,0.8588409423828125","0.5587605834007263,0.7973222136497498","0.6321279406547546,0.902817964553833","0.5200005173683167,0.8472582101821899"
19,"0.611535906791687,0.38351765275001526","0.6217085123062134,0.37430036067962646","0.6280445456504822,0.374468058347702","0.6357418298721313,0.3745328187942505","0.6006689667701721,0.3747573494911194","0.5922243595123291,0.37533384561538696","0.5849233269691467,0.37613028287887573","0.6471937298774719,0.3808213472366333","0.5744881629943848,0.382303923368454","0.6235626935958862,0.3953332006931305","0.5974302291870117,0.39516913890838623","0.7104558348655701,0.4471137523651123","0.5153591632843018,0.44501811265945435","0.7246227860450745,0.5309937000274658","0.49503710865974426,0.5256661772727966","0.6960721015930176,0.6082000732421875","0.4900769591331482,0.5938016772270203","0.6870050430297852,0.6322208046913147","0.4932693541049957,0.6163239479064941","0.6763818264007568,0.6304531097412109","0.5007054805755615,0.6160769462585449","0.6764430403709412,0.6215991973876953","0.5027880668640137,0.6090126037597656","0.6467727422714233,0.6054851412773132","0.5328773260116577,0.5996963977813721","0.6296231150627136,0.7373985052108765","0.5114914774894714,0.7206769585609436","0.6225267052650452,0.8498321175575256","0.5456265211105347,0.7953323125839233","0.6149140000343323,0.8581103682518005","0.5586434006690979,0.797755241394043","0.6326669454574585,0.9018892645835876","0.5191744565963745,0.850699782371521"
20,"0.6153929233551025,0.3825991749763489","0.6257038116455078,0.3734995424747467","0.6320160627365112,0.37377622723579407","0.6398617029190063,0.37385162711143494","0.6043732762336731,0.3736913800239563","0.5957440733909607,0.37415364384651184","0.5882917046546936,0.37498021125793457","0.6510090827941895,0.3803846538066864","0.5774781703948975,0.3811970353126526","0.6270872354507446,0.3947802484035492","0.6006115674972534,0.39462989568710327","0.7138346433639526,0.4470115602016449","0.5174475908279419,0.4449034035205841","0.726408064365387,0.5318213105201721","0.49552014470100403,0.5254088044166565","0.698724091053009,0.6081311702728271","0.4911629557609558,0.5942581295967102","0.6890697479248047,0.6324571371078491","0.49334022402763367,0.6170620322227478","0.6786994338035583,0.6305819749832153","0.502475917339325,0.616313636302948","0.6790928244590759,0.6215901970863342","0.5045528411865234,0.6087450981140137","0.6495985984802246,0.6054583191871643","0.5345331430435181,0.5996354818344116","0.6298035979270935,0.7367665767669678","0.5116717219352722,0.7202398180961609","0.6224016547203064,0.8490656018257141","0.5455054640769958,0.8052231669425964","0.6140249371528625,0.8579919338226318","0.5587666034698486,0.8127248287200928","0.6326056718826294,0.9012760519981384","0.5171560645103455,0.8586488962173462"
21,"0.6184149980545044,0.38230884075164795","0.6290574073791504,0.37319329380989075","0.63509202003479,0.37355631589889526","0.6428708434104919,0.3736779987812042","0.6077312231063843,0.3730584681034088","0.5990347266197205,0.3733578026294708","0.5915776491165161,0.37407568097114563","0.6539391279220581,0.38024666905403137","0.5801085829734802,0.38011154532432556","0.6298763751983643,0.39457574486732483","0.6032387018203735,0.3943462073802948","0.7164936661720276,0.4467845559120178","0.520225465297699,0.44396328926086426","0.7280998229980469,0.5315126180648804","0.49611324071884155,0.5237974524497986","0.7022281885147095,0.6080878376960754","0.4928283393383026,0.5935381054878235","0.693025529384613,0.6324576735496521","0.49415960907936096,0.6160106658935547","0.6822654008865356,0.6304609179496765","0.5036793947219849,0.6152432560920715","0.6827048063278198,0.6215487718582153","0.505871057510376,0.6080209612846375","0.6518056392669678,0.6057175993919373","0.5371360182762146,0.5995574593544006","0.6299710273742676,0.7366865277290344","0.513630211353302,0.7199058532714844","0.6221155524253845,0.8486507534980774","0.5454168319702148,0.8150138258934021","0.6128626465797424,0.857509434223175","0.5593492984771729,0.8269715309143066","0.6325540542602539,0.9008532166481018","0.5132392048835754,0.8672176599502563"
22,"0.6200345158576965,0.38154375553131104","0.6315615177154541,0.37259969115257263","0.6375550031661987,0.3730635941028595","0.6451849341392517,0.3732578158378601","0.6094448566436768,0.3721117079257965","0.6008349657058716,0.3722916543483734","0.5935383439064026,0.3728739619255066","0.6557023525238037,0.3798087239265442","0.5819525122642517,0.3788902163505554","0.6319150328636169,0.3940204977989197","0.604246973991394,0.39350318908691406","0.7189188003540039,0.4466326832771301","0.5207718014717102,0.44319388270378113","0.7298752069473267,0.5317868590354919","0.49653494358062744,0.5237523317337036","0.7043652534484863,0.609359622001648","0.4961703419685364,0.5940780639648438","0.6938674449920654,0.6335409283638","0.49844932556152344,0.6170872449874878","0.6832024455070496,0.6315153241157532","0.5103572010993958,0.6159666776657104","0.6842510104179382,0.62249755859375","0.5114080905914307,0.6083011627197266","0.6538342237472534,0.6061887741088867","0.5390900373458862,0.5994653105735779","0.6307309865951538,0.736592710018158","0.5177725553512573,0.7196915149688721","0.6210113763809204,0.8486226797103882","0.5449552536010742,0.8245040774345398","0.6101261973381042,0.8570699095726013","0.5593434572219849,0.8371224999427795","0.632083535194397,0.9007763266563416","0.5089234113693237,0.877635657787323"
