Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
43,"0.5626504421234131,0.35978052020072937","0.5747976899147034,0.3493528664112091","0.5814244747161865,0.34949132800102234","0.5862383842468262,0.34988167881965637","0.5505638718605042,0.34991568326950073","0.5409998297691345,0.35049203038215637","0.5319668054580688,0.35118699073791504","0.5955933928489685,0.35654231905937195","0.5184890031814575,0.35777103900909424","0.5777578353881836,0.37311986088752747","0.5455892086029053,0.37395790219306946","0.6631532311439514,0.43145841360092163","0.44899556040763855,0.43430835008621216","0.6879104971885681,0.5170012712478638","0.43838098645210266,0.5244794487953186","0.7025781869888306,0.5939136147499084","0.4691561460494995,0.5990747809410095","0.7042151689529419,0.6208620071411133","0.4769710600376129,0.6229650974273682","0.6969784498214722,0.620917558670044","0.4901556372642517,0.6195086240768433","0.6936760544776917,0.6136961579322815","0.4908447265625,0.6119247674942017","0.6558037400245667,0.6090677380561829","0.5309171676635742,0.6140999794006348","0.6766730546951294,0.7544749975204468","0.5461019277572632,0.760910153388977","0.6269019246101379,0.8351972699165344","0.5484164953231812,0.8930099606513977","0.6148251295089722,0.8398352265357971","0.5570982098579407,0.9059356451034546","0.6444203853607178,0.8946303725242615","0.5277503132820129,0.9521070718765259"
44,"0.5594580173492432,0.35900187492370605","0.5716809630393982,0.34827831387519836","0.5779116153717041,0.3484427332878113","0.5830976963043213,0.34874698519706726","0.5464842319488525,0.3490261137485504","0.5366898775100708,0.3496939241886139","0.5278027057647705,0.3504250645637512","0.5933927297592163,0.3552466630935669","0.5143652558326721,0.35694241523742676","0.5751081109046936,0.3723113536834717","0.5424423813819885,0.3734303414821625","0.6625952124595642,0.4309295117855072","0.445760041475296,0.43416666984558105","0.6889077425003052,0.516213595867157","0.4370625913143158,0.5245556831359863","0.7025777697563171,0.5948148965835571","0.4700184166431427,0.6004683971405029","0.7047688961029053,0.6219428777694702","0.4781079888343811,0.6246307492256165","0.6968559622764587,0.6217043399810791","0.49138492345809937,0.6205212473869324","0.6934589743614197,0.6141461730003357","0.49200180172920227,0.612728476524353","0.6557683944702148,0.6086134314537048","0.5297342538833618,0.6140310764312744","0.6753931641578674,0.7544792294502258","0.5460420250892639,0.7602863907814026","0.6268726587295532,0.8389440774917603","0.5481293797492981,0.892823338508606","0.6141557693481445,0.8469001650810242","0.5572471022605896,0.9054766893386841","0.6452536582946777,0.9022750854492188","0.526799201965332,0.9523797035217285"
45,"0.556403636932373,0.35892370343208313","0.5686286687850952,0.34772539138793945","0.574519157409668,0.34784701466560364","0.5799489617347717,0.3480533957481384","0.5428670048713684,0.34858229756355286","0.5327159762382507,0.34927675127983093","0.5238409042358398,0.3500211536884308","0.5903061032295227,0.35403260588645935","0.5101220607757568,0.3563736081123352","0.5721166133880615,0.37205272912979126","0.5390851497650146,0.3733835220336914","0.6610729098320007,0.4292100667953491","0.4429280161857605,0.4339490234851837","0.6892535090446472,0.5149924159049988","0.4368263781070709,0.5246114730834961","0.7025881409645081,0.5943227410316467","0.47015053033828735,0.6025016903877258","0.7048556804656982,0.6221610903739929","0.47765642404556274,0.6268802881240845","0.6967390179634094,0.6208494901657104","0.4909289479255676,0.6225507855415344","0.6929922103881836,0.6131143569946289","0.4919571280479431,0.6147497296333313","0.6548079252243042,0.6076255440711975","0.5279291272163391,0.6138319373130798","0.6744943261146545,0.754352331161499","0.5458041429519653,0.7598457932472229","0.6270462870597839,0.8468607664108276","0.5478777885437012,0.8925346732139587","0.6137570738792419,0.8583061695098877","0.5577090978622437,0.9051550030708313","0.6476287245750427,0.9112913608551025","0.5241249799728394,0.9525270462036133"
46,"0.5515920519828796,0.35843440890312195","0.5643056035041809,0.34706974029541016","0.5707031488418579,0.34713345766067505","0.5759241580963135,0.3473787009716034","0.5384335517883301,0.3480958044528961","0.5286606550216675,0.3488217890262604","0.5197873711585999,0.3495819866657257","0.5866836309432983,0.35337215662002563","0.5069327354431152,0.3561389446258545","0.5683553814888,0.3713293671607971","0.5346235632896423,0.37279781699180603","0.6586668491363525,0.42799198627471924","0.4405584931373596,0.43347740173339844","0.689784049987793,0.5118419528007507","0.4362453818321228,0.5247635841369629","0.7024111747741699,0.5899162292480469","0.4697859585285187,0.6026284694671631","0.7038795948028564,0.6189528703689575","0.47718527913093567,0.6271039247512817","0.6943671703338623,0.618008017539978","0.4899020195007324,0.6228713393211365","0.6912056803703308,0.609312891960144","0.49080154299736023,0.6152162551879883","0.6539142727851868,0.6068695783615112","0.526409387588501,0.6138142347335815","0.6735373139381409,0.7542625069618225","0.5458572506904602,0.7596304416656494","0.6274633407592773,0.8546071648597717","0.5478805899620056,0.8925437331199646","0.6136056780815125,0.8677228689193726","0.558760404586792,0.9049268960952759","0.6505572199821472,0.9176144599914551","0.5217586159706116,0.9523674845695496"
47,"0.5506148934364319,0.35779669880867004","0.5627577304840088,0.3463529944419861","0.5689640641212463,0.34643176198005676","0.5745272636413574,0.3466968238353729","0.5372960567474365,0.34738683700561523","0.5279418230056763,0.34809693694114685","0.5192981958389282,0.34885409474372864","0.5842726230621338,0.3527088761329651","0.5052255988121033,0.35571494698524475","0.5669113397598267,0.3702699840068817","0.5334092974662781,0.3718965947628021","0.6555888652801514,0.42570817470550537","0.4397280812263489,0.43297532200813293","0.6904189586639404,0.5071291327476501","0.4349944591522217,0.5243788361549377","0.7039136290550232,0.5818626284599304","0.468802273273468,0.6022725701332092","0.7050274610519409,0.6115061044692993","0.476207435131073,0.626433253288269","0.6955784559249878,0.6108485460281372","0.4888514280319214,0.6225350499153137","0.6927586197853088,0.6017871499061584","0.48965445160865784,0.6148743033409119","0.653179407119751,0.606896698474884","0.52565598487854,0.6138062477111816","0.6729283928871155,0.7544623017311096","0.544829785823822,0.7599604725837708","0.6276649236679077,0.8624370694160461","0.5478881597518921,0.8933868408203125","0.6134212613105774,0.8761468529701233","0.5594444870948792,0.9051856398582458","0.6546487808227539,0.9232388734817505","0.5206373929977417,0.9524950385093689"
48,"0.5506689548492432,0.35724544525146484","0.5621277093887329,0.3458205759525299","0.5680631995201111,0.3459492325782776","0.574137270450592,0.34624287486076355","0.5372103452682495,0.34679460525512695","0.5279954671859741,0.3474588990211487","0.519561231136322,0.3482205271720886","0.5835723280906677,0.35230177640914917","0.5046753883361816,0.35526204109191895","0.5663550496101379,0.3693609833717346","0.5335802435874939,0.37103700637817383","0.654208779335022,0.4234747588634491","0.4409621059894562,0.43242692947387695","0.6926550269126892,0.5042446851730347","0.4353078305721283,0.5242325663566589","0.706291675567627,0.5759333372116089","0.46837836503982544,0.6017199754714966","0.7078710198402405,0.6040821075439453","0.47604572772979736,0.6245045065879822","0.698194146156311,0.6025955080986023","0.4888615012168884,0.6207132339477539","0.6955318450927734,0.5924304723739624","0.48953917622566223,0.6134619116783142","0.6522799730300903,0.6070902347564697","0.5254759788513184,0.6139925718307495","0.6678822636604309,0.7560612559318542","0.544161856174469,0.7604051828384399","0.6276308298110962,0.8673135042190552","0.5484458208084106,0.8933750987052917","0.6128743290901184,0.8804671168327332","0.5601933598518372,0.9052709341049194","0.6578491926193237,0.9271378517150879","0.5199053287506104,0.952430784702301"
49,"0.5505688786506653,0.3570578694343567","0.5620492100715637,0.3454734981060028","0.5679576992988586,0.3456200957298279","0.5746068358421326,0.34588876366615295","0.5370060801506042,0.34650856256484985","0.5275647640228271,0.3472123146057129","0.5190548896789551,0.34807100892066956","0.5845534205436707,0.3520185351371765","0.5040354132652283,0.35531172156333923","0.5663039684295654,0.3690825402736664","0.5336116552352905,0.37087494134902954","0.6556158065795898,0.4232017695903778","0.4423430562019348,0.4319469928741455","0.6997712254524231,0.5037552118301392","0.4349367916584015,0.5232925415039062","0.7095953226089478,0.574843168258667","0.46726641058921814,0.6000760197639465","0.7092351317405701,0.6024960279464722","0.47464874386787415,0.6224470138549805","0.6990662217140198,0.6009802222251892","0.48838669061660767,0.6195598244667053","0.6967700719833374,0.5907747149467468","0.4891270399093628,0.6117464900016785","0.6514230370521545,0.6073772311210632","0.5250040292739868,0.6141055226325989","0.663339376449585,0.7565037608146667","0.5431327223777771,0.760478675365448","0.6275510787963867,0.8718146085739136","0.549150824546814,0.8938536643981934","0.612456202507019,0.8844538331031799","0.5614510178565979,0.9056558012962341","0.6612682342529297,0.9293274283409119","0.5197100043296814,0.9528717994689941"
50,"0.5498663187026978,0.35692283511161804","0.5616772770881653,0.3452965021133423","0.5678097605705261,0.3454112112522125","0.5747613906860352,0.3456449508666992","0.5365294814109802,0.346345454454422","0.5272321701049805,0.34703025221824646","0.5188164710998535,0.3479178249835968","0.5853024125099182,0.3517109453678131","0.5043856501579285,0.3551882803440094","0.5660321116447449,0.3688392639160156","0.5332005620002747,0.3706623911857605","0.6564117670059204,0.42379236221313477","0.4431364834308624,0.43188461661338806","0.7067946195602417,0.5042257308959961","0.4345283806324005,0.5226646065711975","0.7108073234558105,0.5772365927696228","0.4647512137889862,0.5974025726318359","0.7081521153450012,0.6050716638565063","0.47305428981781006,0.6201052069664001","0.6971129179000854,0.6036355495452881","0.48769137263298035,0.6176658272743225","0.6962085366249084,0.593562126159668","0.48824572563171387,0.6095850467681885","0.6500411033630371,0.6081451177597046","0.5244233012199402,0.6142551898956299","0.659592866897583,0.7564155459403992","0.5414579510688782,0.7601742744445801","0.626387894153595,0.8737180829048157","0.5494423508644104,0.8937934637069702","0.6110793352127075,0.886495053768158","0.5619930624961853,0.9055854082107544","0.6624739170074463,0.9295023083686829","0.5185472965240479,0.9526614546775818"
51,"0.5509609580039978,0.35653460025787354","0.5626837611198425,0.3448321223258972","0.5689936876296997,0.34489405155181885","0.575677752494812,0.34506869316101074","0.5376938581466675,0.34595951437950134","0.5283328294754028,0.3467665910720825","0.5199071764945984,0.347689688205719","0.5855541825294495,0.35149556398391724","0.5056551694869995,0.35525012016296387","0.567033588886261,0.36867985129356384","0.5341460704803467,0.3703935444355011","0.6603451371192932,0.4242103397846222","0.44516271352767944,0.43213096261024475","0.7159618139266968,0.5046157240867615","0.43181556463241577,0.5222538113594055","0.7141371965408325,0.57845538854599","0.46176260709762573,0.5927485823631287","0.708391547203064,0.6051095128059387","0.4720902740955353,0.6162878274917603","0.6971988677978516,0.6026538610458374","0.48597899079322815,0.6123336553573608","0.6961801052093506,0.5935872197151184","0.4858854413032532,0.6041764616966248","0.6486495733261108,0.6089486479759216","0.5226870775222778,0.6144275665283203","0.6546373963356018,0.756697952747345","0.5407367944717407,0.7588624954223633","0.6242285966873169,0.8744503855705261","0.5496562123298645,0.8936526775360107","0.6101621389389038,0.8869615793228149","0.5623622536659241,0.9056921005249023","0.6617975234985352,0.9296407103538513","0.5176945328712463,0.9524741768836975"
52,"0.5516977310180664,0.3564079999923706","0.5633736252784729,0.3446860909461975","0.5697827339172363,0.34468209743499756","0.576227068901062,0.34479644894599915","0.5384737849235535,0.3458779752254486","0.5290961265563965,0.346716970205307","0.5206038355827332,0.34761977195739746","0.5860856175422668,0.3513513505458832","0.5059365630149841,0.35520780086517334","0.56772780418396,0.36859217286109924","0.5346217155456543,0.370135635137558","0.6614738702774048,0.4242824912071228","0.4506837725639343,0.432116836309433","0.7240186929702759,0.49896225333213806","0.42824453115463257,0.5202984809875488","0.7361191511154175,0.5705543160438538","0.45593616366386414,0.5864540934562683","0.7302509546279907,0.5955597758293152","0.46388575434684753,0.6084922552108765","0.713370680809021,0.5919106602668762","0.47774335741996765,0.604579508304596","0.7091836333274841,0.5839087963104248","0.4784983694553375,0.5962890982627869","0.6457245945930481,0.6097071766853333","0.521447479724884,0.6144686937332153","0.6478976011276245,0.7566676139831543","0.539545476436615,0.7582417726516724","0.6237203478813171,0.8749526143074036","0.5500628352165222,0.8936404585838318","0.6101402640342712,0.8872480988502502","0.5632119178771973,0.9057255387306213","0.6612238883972168,0.9300302863121033","0.5177031755447388,0.9524309635162354"
53,"0.5570686459541321,0.35572344064712524","0.5671650171279907,0.34417954087257385","0.5746847987174988,0.3441842496395111","0.5810962915420532,0.34439417719841003","0.5436397790908813,0.3453408181667328","0.5342475771903992,0.34616807103157043","0.5250468850135803,0.34719303250312805","0.5925806760787964,0.35121744871139526","0.5100547075271606,0.35503682494163513","0.5726444125175476,0.3682713806629181","0.541955292224884,0.36944523453712463","0.6648517847061157,0.42448699474334717","0.4561164975166321,0.4321668744087219","0.7338130474090576,0.49817681312561035","0.42515289783477783,0.5190337896347046","0.7507658004760742,0.5665771961212158","0.4498080015182495,0.5789543986320496","0.7396694421768188,0.591060221195221","0.4582797586917877,0.600614070892334","0.7228603959083557,0.5865788459777832","0.4707047641277313,0.5947889685630798","0.7186883091926575,0.5788892507553101","0.47136375308036804,0.5870148539543152","0.6441358327865601,0.6101243495941162","0.5209112167358398,0.6140896081924438","0.6429269909858704,0.7566205263137817","0.5370152592658997,0.7568514347076416","0.6216601133346558,0.8761879205703735","0.5500650405883789,0.8935662508010864","0.6084750890731812,0.8884322047233582","0.5631950497627258,0.9057413935661316","0.6608225703239441,0.9316818714141846","0.5173975825309753,0.9524140954017639"
54,"0.5589419603347778,0.35580816864967346","0.5686991214752197,0.34420496225357056","0.5765503644943237,0.3442595303058624","0.583526611328125,0.34449219703674316","0.5461817383766174,0.3454252779483795","0.5365856885910034,0.34625887870788574","0.5277682542800903,0.34722089767456055","0.5965621471405029,0.3512977659702301","0.5140360593795776,0.35506269335746765","0.574533998966217,0.3683026134967804","0.5448283553123474,0.36951154470443726","0.6689158082008362,0.424622118473053","0.4611107409000397,0.4324846565723419","0.7439640760421753,0.498961865901947","0.42181396484375,0.5190061330795288","0.7809143662452698,0.5655333995819092","0.4376547932624817,0.5731318593025208","0.7713043093681335,0.5878196954727173","0.4438574016094208,0.5935012698173523","0.753852903842926,0.5827420353889465","0.45637741684913635,0.5877649784088135","0.74932461977005,0.5756165981292725","0.45846354961395264,0.5806480050086975","0.6427950263023376,0.6109974384307861","0.5201808214187622,0.6140844225883484","0.6406144499778748,0.7570832967758179","0.5368189811706543,0.7569331526756287","0.6205054521560669,0.8794021010398865","0.54993736743927,0.8939521312713623","0.6072836518287659,0.8912884593009949","0.562790036201477,0.9066789746284485","0.6609165668487549,0.9341670274734497","0.5170162916183472,0.9523907899856567"
55,"0.5621824264526367,0.3558618426322937","0.5715880990028381,0.3442322611808777","0.579827606678009,0.34431928396224976","0.5874927639961243,0.3445703089237213","0.5496369004249573,0.3455515503883362","0.5402008295059204,0.3463985025882721","0.5318734645843506,0.34730443358421326","0.60191810131073,0.3513435125350952","0.52003413438797,0.355254590511322","0.5779305696487427,0.36851993203163147","0.5495783686637878,0.36957189440727234","0.6755551099777222,0.4259505867958069","0.4678559899330139,0.4330904185771942","0.752590537071228,0.4996546506881714","0.4141284227371216,0.519125759601593","0.8122355341911316,0.5646554231643677","0.4188767671585083,0.5731381773948669","0.815333366394043,0.5857005715370178","0.42784568667411804,0.5927637815475464","0.7974116802215576,0.5800186395645142","0.44046130776405334,0.5877575874328613","0.7902527451515198,0.5728088021278381","0.4426768720149994,0.5813317894935608","0.6428675055503845,0.6119530200958252","0.5202113389968872,0.6140882968902588","0.6377218961715698,0.7588446736335754","0.5368083119392395,0.7579988241195679","0.6188105344772339,0.8822277188301086","0.5487760305404663,0.8943159580230713","0.606262743473053,0.8937025666236877","0.5602395534515381,0.9073290228843689","0.6607294678688049,0.9365197420120239","0.516615092754364,0.9526563286781311"
56,"0.5670302510261536,0.3558858335018158","0.5760858058929443,0.34431368112564087","0.5844903588294983,0.34436362981796265","0.5924769639968872,0.34456703066825867","0.5542759895324707,0.3456176519393921","0.5449247360229492,0.3464525640010834","0.5369626879692078,0.34735822677612305","0.6076914668083191,0.35136687755584717","0.5270265340805054,0.35534781217575073","0.5834483504295349,0.36858201026916504","0.5559793710708618,0.3696223497390747","0.6822168231010437,0.42624160647392273","0.4766730070114136,0.43310901522636414","0.754302442073822,0.5001190900802612","0.41514477133750916,0.5179698467254639","0.8447844386100769,0.5638006329536438","0.37870103120803833,0.5635886788368225","0.8618944883346558,0.5825666785240173","0.3819909393787384,0.5828762054443359","0.8588420152664185,0.5789720416069031","0.38682472705841064,0.5771204233169556","0.8497781753540039,0.5727189779281616","0.3900994658470154,0.5705676078796387","0.643055260181427,0.6122965812683105","0.5217034816741943,0.6140418648719788","0.6338608860969543,0.7589307427406311","0.536591649055481,0.7596607208251953","0.6176794767379761,0.8829528093338013","0.5483044385910034,0.8943026661872864","0.606147825717926,0.8941826224327087","0.5598260164260864,0.9072912335395813","0.6585855484008789,0.9371246099472046","0.5166982412338257,0.9523261785507202"
57,"0.5712324976921082,0.356242835521698","0.5812063813209534,0.34458646178245544","0.589398980140686,0.34456804394721985","0.5979302525520325,0.3447002172470093","0.5585438013076782,0.34598299860954285","0.5494095683097839,0.3467729985713959","0.5420560836791992,0.34758585691452026","0.613609254360199,0.35154253244400024","0.5326763391494751,0.35566002130508423","0.5880146622657776,0.36901789903640747","0.5597090125083923,0.37008342146873474","0.6886961460113525,0.4264432191848755","0.48425406217575073,0.43386736512184143","0.7611685991287231,0.5047211647033691","0.42207208275794983,0.5180208086967468","0.8757816553115845,0.5649926662445068","0.3467501997947693,0.5618839859962463","0.9050012230873108,0.5840619802474976","0.33445993065834045,0.580023467540741","0.908435046672821,0.5811061263084412","0.3355535864830017,0.575107216835022","0.895392119884491,0.5754364728927612","0.3418385982513428,0.5690965056419373","0.6439144611358643,0.6139665842056274","0.5256094336509705,0.6143450736999512","0.6319512128829956,0.761295735836029","0.5365931391716003,0.7610031366348267","0.616869330406189,0.8849700093269348","0.5493384599685669,0.8942668437957764","0.6065435409545898,0.8962168097496033","0.5602354407310486,0.9072516560554504","0.6570512056350708,0.9372739791870117","0.5210105180740356,0.9527859091758728"
58,"0.5757981538772583,0.35708001255989075","0.5865605473518372,0.3452626168727875","0.5943768620491028,0.3452283442020416","0.6031870245933533,0.34527620673179626","0.5628531575202942,0.34657028317451477","0.5543150305747986,0.34721243381500244","0.54740971326828,0.3478930592536926","0.6183291077613831,0.3520200252532959","0.5380033254623413,0.35592159628868103","0.5929659605026245,0.37003400921821594","0.5637041926383972,0.37090012431144714","0.6958633661270142,0.42707106471061707","0.48908141255378723,0.43402382731437683","0.7700109481811523,0.5105760097503662","0.42312192916870117,0.5178217887878418","0.8924570083618164,0.5687218904495239","0.3126588761806488,0.5606885552406311","0.9363169074058533,0.586014986038208","0.28544700145721436,0.5788322687149048","0.9430590271949768,0.5828006863594055","0.2865310609340668,0.5741862058639526","0.9247148036956787,0.5768813490867615","0.2984004616737366,0.5686195492744446","0.645654022693634,0.6140282154083252","0.5279644131660461,0.6140846610069275","0.6323843002319336,0.7611293196678162","0.5363274216651917,0.7609246373176575","0.6168665289878845,0.8837645053863525","0.5499107837677002,0.8941141366958618","0.6076229214668274,0.8950979709625244","0.560756504535675,0.9068731665611267","0.6564053297042847,0.9363514184951782","0.5221772193908691,0.9531497359275818"
59,"0.5783261656761169,0.3577893078327179","0.5908489227294922,0.34575405716896057","0.5982660055160522,0.34578633308410645","0.6067557334899902,0.3458203971385956","0.5666939616203308,0.34690067172050476","0.5586340427398682,0.34741321206092834","0.551741898059845,0.348001092672348","0.6224820017814636,0.35287314653396606","0.5424928665161133,0.3560726046562195","0.5961983799934387,0.3709895610809326","0.5655336976051331,0.3714198172092438","0.6997674703598022,0.4270864725112915","0.49057164788246155,0.4346480965614319","0.7711946368217468,0.5126128792762756","0.42669448256492615,0.5194645524024963","0.8976492881774902,0.5718100666999817","0.30296310782432556,0.5628804564476013","0.9474810361862183,0.5871432423591614","0.25768619775772095,0.576900064945221","0.9536368250846863,0.5839747190475464","0.2541811466217041,0.5704193115234375","0.9332080483436584,0.5769717693328857","0.2707900404930115,0.5667745471000671","0.6486304402351379,0.6141373515129089","0.5293512344360352,0.6139657497406006","0.6328518390655518,0.7606567740440369","0.536338746547699,0.7600888013839722","0.6168858408927917,0.8832400441169739","0.5499417781829834,0.8929697275161743","0.6090447902679443,0.8945198059082031","0.5611960887908936,0.9048170447349548","0.6554862260818481,0.9357768893241882","0.5222040414810181,0.952897846698761"
60,"0.5834213495254517,0.35802948474884033","0.5960020422935486,0.3462032377719879","0.6029695868492126,0.34631961584091187","0.6113891005516052,0.3463859558105469","0.5718619227409363,0.347154438495636","0.5637506246566772,0.34756776690483093","0.5567594170570374,0.34808704257011414","0.6269921064376831,0.35383573174476624","0.5477056503295898,0.3563607633113861","0.601013720035553,0.37152257561683655","0.5700343251228333,0.3716603219509125","0.7025731205940247,0.4278445541858673","0.49320945143699646,0.4361622929573059","0.7693458795547485,0.5143418312072754","0.432955265045166,0.5204155445098877","0.8957676291465759,0.5766987204551697","0.3032885789871216,0.5620084404945374","0.9461036920547485,0.5909669995307922","0.2588697671890259,0.5714118480682373","0.9521988034248352,0.5874577760696411","0.25392618775367737,0.5666019916534424","0.932188868522644,0.5826294422149658","0.27106377482414246,0.5645821690559387","0.6502492427825928,0.6141079664230347","0.5302726626396179,0.6131938695907593","0.6335564255714417,0.7606164216995239","0.5363332629203796,0.7588920593261719","0.6170822381973267,0.8827760815620422","0.5498239994049072,0.8914593458175659","0.6098091006278992,0.8941571116447449","0.561235249042511,0.9024837017059326","0.6554518342018127,0.9353857636451721","0.5224820971488953,0.9518703818321228"
61,"0.5868920683860779,0.35803866386413574","0.5995464324951172,0.34634894132614136","0.606490969657898,0.34650763869285583","0.6147011518478394,0.3465910255908966","0.5751988291740417,0.3472118079662323","0.5671276450157166,0.3475905656814575","0.5600844621658325,0.3481093943119049","0.6305736303329468,0.3543051481246948","0.5516207218170166,0.35648080706596375","0.6048559546470642,0.3716055750846863","0.5731448531150818,0.37166473269462585","0.7033687829971313,0.4280259907245636","0.4974980354309082,0.4377443790435791","0.7657816410064697,0.515053927898407","0.44291067123413086,0.5225685238838196","0.881675660610199,0.5834104418754578","0.30334413051605225,0.5628501176834106","0.9234534502029419,0.5994898080825806","0.25834739208221436,0.5750009417533875","0.9311549067497253,0.5965326428413391","0.2532484531402588,0.5702390670776367","0.9123744368553162,0.5916667580604553","0.2693844139575958,0.5670570731163025","0.6511361598968506,0.6139811873435974","0.5304884314537048,0.6114582419395447","0.6326097249984741,0.7598431706428528","0.5361254811286926,0.756257176399231","0.6175444722175598,0.8824822306632996","0.5489441156387329,0.8892348408699036","0.6106582880020142,0.8937956690788269","0.5609879493713379,0.899655818939209","0.6550723910331726,0.9351295828819275","0.5222435593605042,0.9489582777023315"
62,"0.5901306867599487,0.35798490047454834","0.603072464466095,0.34635862708091736","0.61012864112854,0.3465171754360199","0.6180753707885742,0.34660014510154724","0.5783215165138245,0.34721115231513977","0.570214569568634,0.3476046919822693","0.5630567073822021,0.34811991453170776","0.6334713697433472,0.3544272482395172","0.5547029376029968,0.3565048277378082","0.6084062457084656,0.3716041147708893","0.5756182074546814,0.37163543701171875","0.7061898708343506,0.4281368851661682","0.5004937648773193,0.4377725422382355","0.7640838623046875,0.5182657837867737","0.4563907980918884,0.5233238339424133","0.8705071210861206,0.5909707546234131","0.3226013779640198,0.5633922219276428","0.9105114340782166,0.610629677772522","0.2844880521297455,0.5764451026916504","0.9153675436973572,0.6091619729995728","0.27512210607528687,0.5715054273605347","0.8988812565803528,0.6033494472503662","0.29123154282569885,0.568143904209137","0.6511181592941284,0.6142606735229492","0.5305286049842834,0.6114702224731445","0.6293123960494995,0.7600696682929993","0.5338921546936035,0.7562189698219299","0.617556631565094,0.8833624124526978","0.548646867275238,0.88673996925354","0.6109254956245422,0.8939419388771057","0.5608158707618713,0.8960154056549072","0.6550852656364441,0.9349700212478638","0.5194998383522034,0.9441942572593689"
63,"0.5930241942405701,0.35826021432876587","0.6060828566551208,0.34667590260505676","0.6131020784378052,0.34689977765083313","0.6202707290649414,0.34707537293434143","0.5819149613380432,0.3473714590072632","0.5741322636604309,0.34772637486457825","0.567155659198761,0.3482251465320587","0.6345638036727905,0.3549431264400482","0.5581818222999573,0.3567821979522705","0.6107475161552429,0.3719215393066406","0.5783511400222778,0.3717963993549347","0.7061091661453247,0.428365558385849","0.5045970678329468,0.4377202093601227","0.7566849589347839,0.5207975506782532","0.47012439370155334,0.5232929587364197","0.844674825668335,0.5931682586669922","0.3375062346458435,0.5620760917663574","0.8872941136360168,0.6141120195388794","0.29085779190063477,0.575232982635498","0.8955812454223633,0.612792432308197","0.2938462495803833,0.5705356597900391","0.8802515864372253,0.6061870455741882","0.3057396113872528,0.5668066740036011","0.651104211807251,0.614251434803009","0.5311450362205505,0.6108075380325317","0.6270071864128113,0.7598685622215271","0.5318284034729004,0.7551288604736328","0.6169157028198242,0.8832546472549438","0.5477182865142822,0.8807159066200256","0.6107218861579895,0.8933125734329224","0.5601500868797302,0.8903283476829529","0.6536829471588135,0.9348456859588623","0.516981303691864,0.9369184970855713"
64,"0.5936932563781738,0.35866695642471313","0.6069140434265137,0.3471583127975464","0.6143556833267212,0.3473832309246063","0.6210034489631653,0.3476347327232361","0.583436906337738,0.3478037714958191","0.5758009552955627,0.3481571674346924","0.5688008666038513,0.3486654460430145","0.6349055767059326,0.35555756092071533","0.5605033040046692,0.3573015630245209","0.6110358238220215,0.37206578254699707","0.5790794491767883,0.3720153868198395","0.7054391503334045,0.42869970202445984","0.507632315158844,0.4372899532318115","0.7380989789962769,0.5245165228843689","0.48335036635398865,0.5232514142990112","0.7989499568939209,0.5930528044700623","0.3745998740196228,0.5572117567062378","0.8361935019493103,0.6154282093048096","0.33308473229408264,0.5701539516448975","0.8390591740608215,0.6136308908462524","0.3271181583404541,0.5648975372314453","0.824647843837738,0.6064023375511169","0.33609768748283386,0.5608856081962585","0.6523200869560242,0.6136955618858337","0.5349051356315613,0.6099033355712891","0.6276733875274658,0.7595269680023193","0.5310258865356445,0.7532753348350525","0.6163018345832825,0.883034884929657","0.5470935702323914,0.8759634494781494","0.6103577017784119,0.8925125002861023","0.5594249367713928,0.8863524198532104","0.6530288457870483,0.9347410202026367","0.5136129856109619,0.930203378200531"
65,"0.5954184532165527,0.3590787947177887","0.6090794205665588,0.3475774824619293","0.6165763735771179,0.3478645384311676","0.622666597366333,0.34823089838027954","0.5853644609451294,0.34812071919441223","0.5774670243263245,0.3484799265861511","0.5701852440834045,0.34898775815963745","0.6359962821006775,0.35621240735054016","0.5611239671707153,0.3576686382293701","0.6121160984039307,0.3722800314426422","0.5801514983177185,0.37227341532707214","0.7047438025474548,0.42879220843315125","0.508577287197113,0.4360342025756836","0.7145704627037048,0.5230299234390259","0.49705594778060913,0.522081196308136","0.7485393285751343,0.5915032625198364","0.4254474937915802,0.5518588423728943","0.7789623737335205,0.613075315952301","0.3831811547279358,0.5620469450950623","0.7776442766189575,0.6110721826553345","0.37420833110809326,0.5568838119506836","0.7634918093681335,0.6043676137924194","0.38999658823013306,0.5541083812713623","0.6523284912109375,0.6122156381607056","0.5348115563392639,0.6076444983482361","0.6280770301818848,0.7594765424728394","0.5310103297233582,0.752788782119751","0.6161131858825684,0.8828359842300415","0.5469475388526917,0.8738059401512146","0.610150933265686,0.8922133445739746","0.5591227412223816,0.8843950033187866","0.6523166298866272,0.9348046183586121","0.5135403871536255,0.927198052406311"
