Frame,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32
83,"0.5100414156913757,0.3107111155986786","0.5246986150741577,0.2967251241207123","0.5339766144752502,0.29667314887046814","0.5418140292167664,0.2966310679912567","0.4986126720905304,0.2961633801460266","0.49081870913505554,0.29561862349510193","0.4834442436695099,0.29505428671836853","0.5555122494697571,0.2970297336578369","0.47981151938438416,0.29449453949928284","0.5295966267585754,0.32288283109664917","0.49785080552101135,0.32240238785743713","0.6293936967849731,0.35102108120918274","0.41646358370780945,0.34807926416397095","0.7527580261230469,0.3642764687538147","0.27130746841430664,0.35788652300834656","0.7557423710823059,0.3698202073574066","0.2637510597705841,0.3703446090221405","0.7587282657623291,0.37648195028305054","0.2611532509326935,0.374722421169281","0.739399790763855,0.37185975909233093","0.28160396218299866,0.3721121549606323","0.7345761060714722,0.37053602933883667","0.28761279582977295,0.37187904119491577","0.5897226929664612,0.5363979935646057","0.4721048176288605,0.5388784408569336","0.5873637199401855,0.6914254426956177","0.47502386569976807,0.6922334432601929","0.5669069290161133,0.8167182207107544","0.48705002665519714,0.8308730125427246","0.5545801520347595,0.8198501467704773","0.4879242479801178,0.84428471326828","0.560041606426239,0.8698388338088989","0.5014404058456421,0.8850356936454773"
84,"0.5117185115814209,0.30698153376579285","0.5264318585395813,0.29399171471595764","0.5358948707580566,0.29407408833503723","0.5435374975204468,0.2941547930240631","0.4993847608566284,0.29329895973205566","0.4913530647754669,0.29282984137535095","0.4838845133781433,0.29245489835739136","0.5571462512016296,0.2952468991279602","0.4796886146068573,0.2929196357727051","0.530782163143158,0.32011568546295166","0.49804043769836426,0.31946828961372375","0.6290917992591858,0.34938740730285645","0.4150286018848419,0.34815114736557007","0.7477125525474548,0.3604118525981903","0.27197393774986267,0.3594648241996765","0.7822592854499817,0.3660728633403778","0.24035975337028503,0.36810392141342163","0.8131520748138428,0.3697807490825653","0.21351592242717743,0.3675951659679413","0.7945164442062378,0.36648350954055786","0.22828911244869232,0.36653000116348267","0.7835817933082581,0.36638689041137695","0.24213498830795288,0.36846891045570374","0.5899055004119873,0.5358854532241821","0.4721045196056366,0.5383681058883667","0.5870627760887146,0.6907697916030884","0.47515228390693665,0.6914178133010864","0.5664081573486328,0.8153352737426758","0.48645588755607605,0.8292348980903625","0.551547646522522,0.8198797106742859","0.4893077313899994,0.8441813588142395","0.5600749254226685,0.8688147664070129","0.5034249424934387,0.8836535215377808"
85,"0.5168169736862183,0.2990123927593231","0.5313718318939209,0.2876267731189728","0.5393505096435547,0.2881218194961548","0.5464891791343689,0.288838267326355","0.505301833152771,0.28621211647987366","0.49628540873527527,0.2858201563358307","0.4884212613105774,0.28565162420272827","0.5586743354797363,0.29264289140701294","0.4798078238964081,0.2896331250667572","0.5335515737533569,0.31399649381637573","0.500784158706665,0.31225326657295227","0.6285523176193237,0.3496389389038086","0.41522249579429626,0.35082218050956726","0.7452393174171448,0.361805260181427","0.276822566986084,0.36358922719955444","0.8295707106590271,0.3601916432380676","0.19065627455711365,0.3609239459037781","0.8670262098312378,0.3606659770011902","0.13925912976264954,0.36004096269607544","0.8561084270477295,0.3577084541320801","0.1464490443468094,0.35666051506996155","0.8422853946685791,0.35820072889328003","0.16685797274112701,0.3585236668586731","0.5899176001548767,0.535842776298523","0.4720970690250397,0.5382657647132874","0.5869699716567993,0.6906198263168335","0.47532737255096436,0.6904234886169434","0.5655315518379211,0.8152898550033569","0.4859013855457306,0.8286533355712891","0.5502923727035522,0.8237333297729492","0.4853802025318146,0.8414638638496399","0.5600601434707642,0.8701745271682739","0.5052776336669922,0.8850749731063843"
86,"0.5196253657341003,0.2930707335472107","0.5332438945770264,0.28268033266067505","0.5405279994010925,0.2830183804035187","0.5471583604812622,0.2835644781589508","0.507555365562439,0.28208544850349426","0.4978182017803192,0.28216552734375","0.48973456025123596,0.2822740077972412","0.5594402551651001,0.2891378700733185","0.47976547479629517,0.2878890037536621","0.53661048412323,0.30728068947792053","0.5030779242515564,0.3059017062187195","0.6283662915229797,0.35054484009742737","0.41544514894485474,0.3526094853878021","0.7598806023597717,0.3626032769680023","0.26495689153671265,0.3662794232368469","0.9052088260650635,0.3559417128562927","0.13011346757411957,0.35781344771385193","0.9479385614395142,0.3553590476512909","0.07849089056253433,0.3592807650566101","0.9488400816917419,0.3507327437400818","0.08043023198843002,0.35401129722595215","0.9362596273422241,0.35096269845962524","0.09736955165863037,0.3540725111961365","0.5899834632873535,0.5360099077224731","0.4720652997493744,0.5382934808731079","0.5872300863265991,0.6911696195602417","0.47529610991477966,0.6908363699913025","0.5641440749168396,0.817166805267334","0.4857204556465149,0.8325192332267761","0.5480665564537048,0.8244025111198425","0.48475539684295654,0.8450230360031128","0.5592775344848633,0.8733064532279968","0.5052890181541443,0.8974523544311523"
87,"0.520267903804779,0.2873212695121765","0.5334987044334412,0.2781592011451721","0.5407557487487793,0.2786559760570526","0.5471954345703125,0.27918145060539246","0.5082780718803406,0.2774953246116638","0.49830198287963867,0.2775723338127136","0.49040114879608154,0.2779216468334198","0.5598687529563904,0.28556662797927856","0.4797596335411072,0.2853025794029236","0.5375670790672302,0.30136236548423767","0.5037413835525513,0.3004171848297119","0.6292945742607117,0.3511263430118561","0.415361225605011,0.3525937795639038","0.7712838649749756,0.36231303215026855","0.2594466805458069,0.36632245779037476","0.9244240522384644,0.35689598321914673","0.11757581681013107,0.3570232689380646","0.9669725894927979,0.3567669987678528","0.06463689357042313,0.3599716126918793","0.9701203107833862,0.3522626757621765","0.06615716964006424,0.35431167483329773","0.9544916152954102,0.35258418321609497","0.0840567797422409,0.35336604714393616","0.5901831388473511,0.5358530879020691","0.47204461693763733,0.5380856990814209","0.5872417688369751,0.6911382675170898","0.4752998650074005,0.6905010342597961","0.563883364200592,0.8173874020576477","0.4831330478191376,0.8310209512710571","0.5480508804321289,0.8243430852890015","0.47972869873046875,0.842113196849823","0.5600830316543579,0.8735982775688171","0.5052895545959473,0.8898217082023621"
88,"0.5205195546150208,0.2858054041862488","0.5335832238197327,0.27680304646492004","0.540865957736969,0.27732810378074646","0.5472015142440796,0.27783140540122986","0.5085884928703308,0.2761121988296509","0.49853515625,0.27616557478904724","0.4907665550708771,0.2765553593635559","0.56016606092453,0.28425341844558716","0.4797500967979431,0.28425756096839905","0.5380361080169678,0.2997172474861145","0.5040385127067566,0.29884010553359985","0.6299089789390564,0.3514743149280548","0.4152989387512207,0.3525748550891876","0.7746559381484985,0.3621132969856262","0.25809744000434875,0.3663548231124878","0.9260951280593872,0.3572288751602173","0.11710603535175323,0.3566124439239502","0.9682673811912537,0.3571450114250183","0.06399531662464142,0.3601272702217102","0.9714652299880981,0.3526786267757416","0.06559956073760986,0.35430437326431274","0.9557352662086487,0.3530530035495758","0.08357638120651245,0.3530421853065491","0.5903573632240295,0.5357973575592041","0.4719974994659424,0.537956953048706","0.5872533321380615,0.6911267638206482","0.47530245780944824,0.6903141140937805","0.563560426235199,0.8173971176147461","0.4817134141921997,0.8300639986991882","0.5479295253753662,0.8237082362174988","0.4773556888103485,0.8404858708381653","0.5606507062911987,0.8736485242843628","0.5052976608276367,0.8861966133117676"
89,"0.5205246210098267,0.2830861806869507","0.5334612727165222,0.27390947937965393","0.5408375263214111,0.27448219060897827","0.5471177101135254,0.275198370218277","0.5084923505783081,0.27343660593032837","0.49880048632621765,0.2736375629901886","0.4912099242210388,0.274216890335083","0.5599473118782043,0.2827445864677429","0.4797545075416565,0.2832898497581482","0.5381523370742798,0.29739469289779663","0.5044552683830261,0.2967323660850525","0.6297987699508667,0.3516766428947449","0.4150857627391815,0.35259583592414856","0.7767224907875061,0.36186426877975464","0.2574043869972229,0.36638307571411133","0.9259873032569885,0.35697633028030396","0.11451015621423721,0.3585311770439148","0.9685677289962769,0.35655704140663147","0.061912816017866135,0.36191707849502563","0.9729788303375244,0.35171231627464294","0.06424596905708313,0.35650816559791565","0.9560619592666626,0.35223397612571716","0.08132211863994598,0.3554975986480713","0.5905109643936157,0.5354102849960327","0.47203052043914795,0.5375205874443054","0.5874279141426086,0.6895115971565247","0.47530412673950195,0.6893134713172913","0.5635038614273071,0.817066490650177","0.4809625744819641,0.8287001848220825","0.5479772090911865,0.8226842880249023","0.47656577825546265,0.8387829065322876","0.5607577562332153,0.8735753297805786","0.5053015947341919,0.8826718330383301"
90,"0.5212278366088867,0.2827633321285248","0.5333301424980164,0.273446261882782","0.5407338738441467,0.2740384042263031","0.5470801591873169,0.27473515272140503","0.5087195634841919,0.27299967408180237","0.49929967522621155,0.27324536442756653","0.4917321503162384,0.27388206124305725","0.5593967437744141,0.28224581480026245","0.47967657446861267,0.2830686867237091","0.5384623408317566,0.29710355401039124","0.5054863095283508,0.29661470651626587","0.6297292709350586,0.3518175482749939","0.41477304697036743,0.35257798433303833","0.7760151624679565,0.3617749810218811","0.25585514307022095,0.3664036989212036","0.9285143613815308,0.35646456480026245","0.10984884202480316,0.3596112132072449","0.9704874753952026,0.355838418006897","0.059030767530202866,0.36278146505355835","0.9757624864578247,0.3511049449443817","0.06034838780760765,0.35750818252563477","0.9594357013702393,0.3518008589744568","0.07714573293924332,0.3566160500049591","0.5907188653945923,0.5354138612747192","0.47203314304351807,0.5375204086303711","0.5877775549888611,0.6883793473243713","0.4753738343715668,0.6888192296028137","0.5634946823120117,0.8170658946037292","0.48073163628578186,0.8280754089355469","0.5481361150741577,0.8226941227912903","0.4765962064266205,0.8380487561225891","0.5608233213424683,0.8736553192138672","0.5062485337257385,0.8815604448318481"
91,"0.5218260288238525,0.2834731936454773","0.5333055853843689,0.2739880681037903","0.5406745672225952,0.2745301425457001","0.5470282435417175,0.27514252066612244","0.5089725255966187,0.2737155854701996","0.49955570697784424,0.2739991545677185","0.4919389486312866,0.2746681869029999","0.559101939201355,0.2823337912559509","0.47942331433296204,0.2833065688610077","0.5387274026870728,0.29765212535858154","0.5060815811157227,0.29728251695632935","0.629699170589447,0.35198888182640076","0.4143167734146118,0.35265347361564636","0.7783342003822327,0.3609470725059509","0.25527656078338623,0.36641472578048706","0.9336495399475098,0.35458090901374817","0.11406084895133972,0.35987284779548645","0.9740760922431946,0.35316354036331177","0.062479015439748764,0.3628406822681427","0.9801830649375916,0.3482828438282013","0.06405932456254959,0.35746243596076965","0.9636900424957275,0.349447637796402","0.0813792496919632,0.3566684424877167","0.590978741645813,0.5356379747390747","0.4720398783683777,0.5377042293548584","0.5887587070465088,0.6883913278579712","0.4754093587398529,0.6893628239631653","0.5634833574295044,0.8177896738052368","0.48056700825691223,0.828849196434021","0.548206090927124,0.8237997889518738","0.47674471139907837,0.8403913378715515","0.5605401992797852,0.875126838684082","0.5062140226364136,0.8880294561386108"
92,"0.5223249197006226,0.283974826335907","0.5333192348480225,0.27451086044311523","0.5406457185745239,0.2749975621700287","0.546987771987915,0.2755383551120758","0.5091614127159119,0.27429085969924927","0.4996337890625,0.27456074953079224","0.49198147654533386,0.27521270513534546","0.5587841272354126,0.2823505401611328","0.47880491614341736,0.28345543146133423","0.5390951633453369,0.29777762293815613","0.5064593553543091,0.2975309491157532","0.6296560764312744,0.3520001769065857","0.41336169838905334,0.35283321142196655","0.7784963250160217,0.3599545359611511","0.25429102778434753,0.3664294183254242","0.9315410852432251,0.3533959686756134","0.11630301922559738,0.3596058189868927","0.9744957089424133,0.35254862904548645","0.06416110694408417,0.3625379204750061","0.9793810248374939,0.3476743996143341","0.0661802738904953,0.3570207357406616","0.9624459743499756,0.34844574332237244","0.08385241031646729,0.35629984736442566","0.5912014842033386,0.5356205701828003","0.47200748324394226,0.5377063155174255","0.5894782543182373,0.6883292198181152","0.4754084646701813,0.6896564960479736","0.5636137127876282,0.8181583285331726","0.4799559712409973,0.8287079930305481","0.5488327741622925,0.8240286111831665","0.4760570526123047,0.8403660655021667","0.5605522394180298,0.8762706518173218","0.5063007473945618,0.8883681297302246"
93,"0.52278733253479,0.2843323349952698","0.533383846282959,0.27490234375","0.5406378507614136,0.2753447890281677","0.5469452142715454,0.2758232653141022","0.509312093257904,0.2747586965560913","0.49968335032463074,0.2750348746776581","0.4919865131378174,0.2756679356098175","0.5585741400718689,0.28240489959716797","0.47827109694480896,0.2836267650127411","0.5395617485046387,0.29796695709228516","0.5068479180335999,0.2977967858314514","0.6296356320381165,0.352022647857666","0.41239479184150696,0.35299739241600037","0.7788692712783813,0.3592100739479065","0.25365957617759705,0.36640462279319763","0.9317283034324646,0.3522123098373413","0.1151028722524643,0.3582395613193512","0.9750560522079468,0.351434588432312","0.06325224786996841,0.36181148886680603","0.9797634482383728,0.3464891314506531","0.06543195247650146,0.3563340902328491","0.9628490805625916,0.3471008837223053","0.08339640498161316,0.35543760657310486","0.5915250182151794,0.5356199145317078","0.472004771232605,0.5377514362335205","0.5900432467460632,0.6882534027099609","0.47568172216415405,0.6897186040878296","0.5636361241340637,0.8183447122573853","0.4799732565879822,0.8286560773849487","0.5492616295814514,0.8242641687393188","0.47614577412605286,0.840357780456543","0.5603178143501282,0.8764039874076843","0.506425142288208,0.8884803056716919"
94,"0.5229121446609497,0.2846372723579407","0.5334088802337646,0.2752339541912079","0.5406246781349182,0.2756579518318176","0.5469096302986145,0.27609777450561523","0.5093556642532349,0.2750712037086487","0.49968430399894714,0.27531999349594116","0.4919745922088623,0.27591651678085327","0.5584829449653625,0.282490074634552","0.47790196537971497,0.2837109863758087","0.5397824048995972,0.2982068359851837","0.506945013999939,0.29798439145088196","0.6295795440673828,0.35204100608825684","0.4116497337818146,0.3531375527381897","0.7792627811431885,0.3587830066680908","0.2532185912132263,0.3663257658481598","0.9315760135650635,0.3517439365386963","0.1143309473991394,0.3569181561470032","0.9752140641212463,0.3512050211429596","0.06324832141399384,0.36114388704299927","0.9798794388771057,0.34626495838165283","0.06535683572292328,0.35556289553642273","0.9628627300262451,0.34674087166786194","0.08321651816368103,0.35451197624206543","0.5917147397994995,0.5356788635253906","0.4720032513141632,0.5379918813705444","0.5900576114654541,0.6884127259254456","0.47611695528030396,0.6905650496482849","0.5631649494171143,0.8187676668167114","0.48075833916664124,0.8291658163070679","0.5491703748703003,0.8249532580375671","0.4767111837863922,0.8411258459091187","0.5593500137329102,0.8763109445571899","0.4991733133792877,0.8897371292114258"
95,"0.5230157971382141,0.28513696789741516","0.5335089564323425,0.2756195664405823","0.5406395196914673,0.27603164315223694","0.5468770861625671,0.2764624059200287","0.5094723105430603,0.2754411995410919","0.49972060322761536,0.27567142248153687","0.49196746945381165,0.2762430012226105","0.5584695339202881,0.28270140290260315","0.4775877296924591,0.2838551700115204","0.5398768782615662,0.2986583113670349","0.507045567035675,0.29840412735939026","0.6294918060302734,0.3520512580871582","0.4111781120300293,0.35315269231796265","0.7785460352897644,0.3586210608482361","0.2524329423904419,0.3661721646785736","0.9300191402435303,0.3516056537628174","0.11175370961427689,0.356566846370697","0.973663866519928,0.3509758710861206","0.06259601563215256,0.36118587851524353","0.9785014390945435,0.3459252715110779","0.0648149773478508,0.3558083474636078","0.9617975950241089,0.34638041257858276","0.08167759329080582,0.354680597782135","0.5919315814971924,0.5352280735969543","0.47203096747398376,0.5378214120864868","0.5900596380233765,0.6874775290489197","0.4764779806137085,0.6898375153541565","0.5628854632377625,0.8170668482780457","0.4808475375175476,0.8264044523239136","0.5491901636123657,0.8228812217712402","0.47682473063468933,0.8368726968765259","0.5576443672180176,0.8751891255378723","0.49993035197257996,0.8818250894546509"
96,"0.5228266716003418,0.2854771912097931","0.5334558486938477,0.27590087056159973","0.5406103134155273,0.2763018012046814","0.546791136264801,0.27672114968299866","0.5093271732330322,0.2757139205932617","0.4994764029979706,0.27593111991882324","0.4917338788509369,0.27647843956947327","0.5584529042243958,0.28283825516700745","0.4771578013896942,0.28393256664276123","0.5397883653640747,0.2989681363105774","0.50677490234375,0.2986953556537628","0.6294699907302856,0.35205841064453125","0.4109109342098236,0.35312220454216003","0.7786690592765808,0.35855042934417725","0.25244754552841187,0.3660242259502411","0.9294143915176392,0.3515544533729553","0.1138700470328331,0.35634514689445496","0.9729925990104675,0.35071298480033875","0.06445369869470596,0.3607443869113922","0.978309690952301,0.345588743686676","0.06588803231716156,0.3555529713630676","0.9614771604537964,0.34617385268211365","0.08267326653003693,0.35444772243499756","0.5920652747154236,0.5342971086502075","0.4720257520675659,0.5370563268661499","0.5900757908821106,0.6853696703910828","0.47693169116973877,0.6889986991882324","0.5624918341636658,0.8153723478317261","0.4808546304702759,0.8229729533195496","0.549194872379303,0.8209596872329712","0.4768937826156616,0.8325165510177612","0.556009829044342,0.8742650747299194","0.5001985430717468,0.8778891563415527"
97,"0.5222798585891724,0.28571441769599915","0.5331462025642395,0.2761088013648987","0.5404497981071472,0.27649977803230286","0.5465531945228577,0.27690890431404114","0.5088513493537903,0.2759111821651459","0.4989888370037079,0.27611202001571655","0.49131205677986145,0.27663302421569824","0.558387041091919,0.28293442726135254","0.47672533988952637,0.28395378589630127","0.5394619107246399,0.29918572306632996","0.5061889886856079,0.29890280961990356","0.6294468641281128,0.35202687978744507","0.4106742739677429,0.3530833125114441","0.7783453464508057,0.35837337374687195","0.2526565492153168,0.3658273220062256","0.9277674555778503,0.3514987528324127","0.11586366593837738,0.3563742935657501","0.971004068851471,0.35040581226348877","0.06613780558109283,0.36034727096557617","0.9763464331626892,0.34532254934310913","0.06712399423122406,0.35524505376815796","0.9597636461257935,0.34608834981918335","0.08433891087770462,0.3542320430278778","0.5921468734741211,0.5338774919509888","0.471993625164032,0.5369764566421509","0.5902397036552429,0.68438321352005","0.47744497656822205,0.6887164115905762","0.5629879236221313,0.8149393796920776","0.48106688261032104,0.8212745785713196","0.5518264770507812,0.8208606839179993","0.47769027948379517,0.8306828737258911","0.5553836822509766,0.8736276626586914","0.500406801700592,0.8760854005813599"
98,"0.5222558379173279,0.2858640253543854","0.5331330895423889,0.276253879070282","0.5404394268989563,0.2766403555870056","0.5465059280395508,0.2770459055900574","0.5088255405426025,0.27605417370796204","0.4989190101623535,0.2762470841407776","0.4912406802177429,0.2767527997493744","0.5583397150039673,0.28300222754478455","0.4764586091041565,0.2839896082878113","0.53944331407547,0.29932427406311035","0.5061813592910767,0.2990480065345764","0.6294131278991699,0.35190242528915405","0.4106215536594391,0.35300537943840027","0.7781084775924683,0.35772520303726196","0.2526226341724396,0.3655329942703247","0.9265034198760986,0.35118359327316284","0.11558113992214203,0.356332391500473","0.9705706834793091,0.3503509759902954","0.06513115763664246,0.3600670397281647","0.9749637246131897,0.34531369805336","0.06542021781206131,0.3551378846168518","0.9579703211784363,0.34596556425094604","0.08314871788024902,0.3541450798511505","0.5921115279197693,0.5339173078536987","0.4715711772441864,0.5371748805046082","0.5904759168624878,0.6845049262046814","0.47743406891822815,0.6887317895889282","0.5644744634628296,0.8148816227912903","0.48122456669807434,0.8213327527046204","0.5559586882591248,0.820875346660614","0.47895389795303345,0.8310272097587585","0.5551548600196838,0.8724638223648071","0.4968697130680084,0.8766233325004578"
99,"0.5222342610359192,0.2860109806060791","0.5331194400787354,0.27637535333633423","0.540429413318634,0.2767513394355774","0.5464844703674316,0.27714723348617554","0.5088087916374207,0.2761637568473816","0.4988916516304016,0.27634161710739136","0.4912073016166687,0.276827335357666","0.5583277344703674,0.2830587327480316","0.47630953788757324,0.2840240001678467","0.5394297242164612,0.29942208528518677","0.506174623966217,0.2991645932197571","0.6292744874954224,0.3518841862678528","0.41075626015663147,0.3529977798461914","0.7778393030166626,0.3573550879955292","0.2528802156448364,0.3650903105735779","0.925782322883606,0.3507683277130127","0.11680462211370468,0.3563781678676605","0.9694317579269409,0.34978583455085754","0.06615521758794785,0.3599446415901184","0.9741137027740479,0.34501564502716064","0.06649535149335861,0.35513877868652344","0.9572417140007019,0.34574782848358154","0.0841904729604721,0.3542000949382782","0.5917369723320007,0.5344390869140625","0.47123900055885315,0.53763347864151","0.5904468297958374,0.6846908330917358","0.47719255089759827,0.6886583566665649","0.5644866228103638,0.8145467042922974","0.4815104901790619,0.8215319514274597","0.5558837652206421,0.820928692817688","0.48561033606529236,0.8340579271316528","0.5551742315292358,0.8678170442581177","0.49322599172592163,0.8769771456718445"
100,"0.5222784876823425,0.2861357629299164","0.5331355333328247,0.2764715850353241","0.5404135584831238,0.2768431305885315","0.5464564561843872,0.2772305905818939","0.5088322758674622,0.27624619007110596","0.4989226460456848,0.276410847902298","0.4912147521972656,0.27688175439834595","0.5583074688911438,0.283108651638031","0.47629687190055847,0.28404882550239563","0.539508581161499,0.2995227873325348","0.5063475966453552,0.29925769567489624","0.6292454600334167,0.3518746495246887","0.41112348437309265,0.3529643714427948","0.7776380777359009,0.35734838247299194","0.2530754804611206,0.36504891514778137","0.9249215722084045,0.35054343938827515","0.11513625085353851,0.3564257025718689","0.9684395790100098,0.3493565320968628","0.06351889669895172,0.35983723402023315","0.9735862016677856,0.3448595702648163","0.06312912702560425,0.35510289669036865","0.9566488265991211,0.34566575288772583","0.08163873106241226,0.35417670011520386","0.5913642644882202,0.5346490144729614","0.470907986164093,0.537797212600708","0.5903885364532471,0.6847748756408691","0.47688353061676025,0.688500702381134","0.5645936131477356,0.8137862086296082","0.48266083002090454,0.8209128379821777","0.5559369921684265,0.8200241327285767","0.48578616976737976,0.8322961926460266","0.5554717779159546,0.8668214678764343","0.49812519550323486,0.8750155568122864"
101,"0.5224273204803467,0.28622767329216003","0.5332145094871521,0.27654823660850525","0.5404128432273865,0.27691584825515747","0.5464403629302979,0.2772899568080902","0.5089374780654907,0.27629896998405457","0.4990168809890747,0.2764407694339752","0.4912762939929962,0.27689439058303833","0.5583025813102722,0.28314751386642456","0.47629085183143616,0.2840539813041687","0.539608895778656,0.29960137605667114","0.5065422058105469,0.299331933259964","0.6292029023170471,0.35168737173080444","0.4115352928638458,0.3529600501060486","0.7783637046813965,0.35734647512435913","0.25321680307388306,0.3650963008403778","0.927590012550354,0.3501994013786316","0.11431187391281128,0.3564719557762146","0.9728587865829468,0.34923264384269714","0.06322377920150757,0.3597349524497986","0.9785300493240356,0.34497153759002686","0.06235276907682419,0.3551323115825653","0.9605849981307983,0.34571602940559387","0.08087872713804245,0.35423803329467773","0.5906433463096619,0.5353120565414429","0.4702661633491516,0.538124680519104","0.5902566909790039,0.685223400592804","0.4760829508304596,0.6885253190994263","0.5647373795509338,0.8137617111206055","0.48328500986099243,0.8210495710372925","0.5558050870895386,0.8199846148490906","0.4858679175376892,0.8323138356208801","0.5569120049476624,0.8675079345703125","0.5030331611633301,0.8742472529411316"
102,"0.5225356221199036,0.2862819731235504","0.5332891345024109,0.2766082286834717","0.540418803691864,0.27697229385375977","0.5464276075363159,0.2773289084434509","0.5090296268463135,0.2763342261314392","0.4990977346897125,0.27645498514175415","0.4913445711135864,0.27689820528030396","0.5583447217941284,0.283165842294693","0.476285845041275,0.28406837582588196","0.5396619439125061,0.2996501326560974","0.5066842436790466,0.29937735199928284","0.6291174292564392,0.35116109251976013","0.4118806719779968,0.3528885245323181","0.7782552242279053,0.35592249035835266","0.2534216344356537,0.36509859561920166","0.927490770816803,0.34904009103775024","0.11536715924739838,0.35653868317604065","0.9731907248497009,0.3493763208389282","0.06485320627689362,0.35967564582824707","0.9801226258277893,0.3460726737976074","0.06429823487997055,0.3551773130893707","0.9617737531661987,0.34634408354759216","0.08243625611066818,0.35425084829330444","0.5900420546531677,0.5353996753692627","0.46987801790237427,0.5381778478622437","0.5901897549629211,0.6855467557907104","0.47572335600852966,0.6885517239570618","0.5650943517684937,0.8137739896774292","0.4840318560600281,0.8211013674736023","0.556308388710022,0.820685863494873","0.49027425050735474,0.8345438838005066","0.5571731328964233,0.8667861223220825","0.5034492015838623,0.8733451962471008"
103,"0.5227944850921631,0.28638193011283875","0.5335943698883057,0.2767065465450287","0.5405541062355042,0.27707913517951965","0.5465672612190247,0.277482271194458","0.5092507600784302,0.2763531804084778","0.4992434084415436,0.27648302912712097","0.4914972186088562,0.2769230902194977","0.5586554408073425,0.2832110524177551","0.476318359375,0.2840789556503296","0.5398317575454712,0.2997816801071167","0.5068982839584351,0.29944726824760437","0.6275250911712646,0.3501703143119812","0.4123380780220032,0.3527129292488098","0.7679566144943237,0.3527359068393707","0.25417888164520264,0.36503174901008606","0.9054080247879028,0.3492109179496765","0.11611533910036087,0.3567240834236145","0.95183926820755,0.35340309143066406","0.0660720095038414,0.3596566617488861","0.9516476392745972,0.3521635830402374","0.06578683108091354,0.3551916480064392","0.9365527629852295,0.35066911578178406","0.08373626321554184,0.35443857312202454","0.5894795656204224,0.5353987216949463","0.46981021761894226,0.538330614566803","0.5900284051895142,0.6856002807617188","0.47523033618927,0.6885578036308289","0.5651405453681946,0.8140000104904175","0.4847641885280609,0.8213920593261719","0.556246280670166,0.8238023519515991","0.4924616515636444,0.8386493921279907","0.5574398636817932,0.8670026063919067","0.503474235534668,0.8729742169380188"
104,"0.5233124494552612,0.2866722643375397","0.5339941382408142,0.27698665857315063","0.540770411491394,0.277353972196579","0.5469315648078918,0.2777619957923889","0.5096048712730408,0.27650898694992065","0.499603271484375,0.27658236026763916","0.4917791187763214,0.276973694562912","0.5589443445205688,0.2833101749420166","0.47638919949531555,0.28408414125442505","0.5401820540428162,0.30003610253334045","0.5072990655899048,0.2995675206184387","0.6265932321548462,0.34928786754608154","0.41234809160232544,0.35225027799606323","0.7645612359046936,0.34917062520980835","0.25493890047073364,0.36488077044487","0.866912305355072,0.35076969861984253","0.11663614213466644,0.35677894949913025","0.9165676832199097,0.3604174852371216","0.06687812507152557,0.3595990240573883","0.9126404523849487,0.3614056706428528","0.06676828861236572,0.3552188277244568","0.8947723507881165,0.35865771770477295","0.084596186876297,0.3544827103614807","0.5891046524047852,0.5353866815567017","0.46976321935653687,0.5384566187858582","0.5896461606025696,0.6856986284255981","0.4751325249671936,0.6884937286376953","0.5651398301124573,0.8144109845161438","0.485243558883667,0.8214339017868042","0.556185781955719,0.8273246884346008","0.4928232729434967,0.8399859666824341","0.5575819611549377,0.8680912256240845","0.5037009119987488,0.8730459213256836"
105,"0.5260831117630005,0.2867085337638855","0.535615861415863,0.27700158953666687","0.5418062806129456,0.27737435698509216","0.5486970543861389,0.27778148651123047","0.5114734172821045,0.27656981348991394","0.5015894770622253,0.27666419744491577","0.4930126667022705,0.27705973386764526","0.5595822334289551,0.2833399474620819","0.4767495393753052,0.2841063141822815","0.5413402318954468,0.300121545791626","0.5095099806785583,0.29964151978492737","0.6252930164337158,0.34741437435150146","0.41235625743865967,0.35187602043151855","0.7574712038040161,0.3418498635292053","0.25712934136390686,0.364816814661026","0.8084580898284912,0.3515264391899109","0.1189035102725029,0.3567959666252136","0.8439232110977173,0.3665774464607239","0.06780638545751572,0.35877150297164917","0.8233194947242737,0.36901164054870605","0.06832865625619888,0.35488978028297424","0.8073424696922302,0.3653954565525055","0.08578784018754959,0.35445436835289","0.5890297889709473,0.5353230237960815","0.47038352489471436,0.5385465025901794","0.5885507464408875,0.6857354640960693","0.4754508137702942,0.6884793639183044","0.5650585889816284,0.8141363263130188","0.4859345257282257,0.8214963674545288","0.5560104846954346,0.8262284994125366","0.49271413683891296,0.8398419618606567","0.5576009750366211,0.8682689666748047","0.5024049282073975,0.876190185546875"
